# Title: February 1989 - January 1990 Contiguous U.S. County Palmer Z-Index
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
AR-085,Lonoke County,Arkansas,0.85,0.85,116,-0.01
AR-087,Madison County,Arkansas,-0.46,-0.47,36,0
AR-089,Marion County,Arkansas,-0.15,-0.22,44,0.07
AR-091,Miller County,Arkansas,1.14,1.13,121,0
AR-093,Mississippi County,Arkansas,0.54,0.53,102,0.01
AR-095,Monroe County,Arkansas,1.03,1,121,0.03
AR-097,Montgomery County,Arkansas,0.36,0.39,93,-0.03
AR-099,Nevada County,Arkansas,0.9,0.97,118,-0.07
AR-101,Newton County,Arkansas,-0.35,-0.35,41,0
AR-103,Ouachita County,Arkansas,0.89,0.94,115,-0.05
AR-105,Perry County,Arkansas,0.49,0.47,98,0.02
AR-107,Phillips County,Arkansas,1.23,1.24,126,-0.01
AR-109,Pike County,Arkansas,0.48,0.55,103,-0.07
AR-111,Poinsett County,Arkansas,0.36,0.33,89,0.03
AR-113,Polk County,Arkansas,0.23,0.24,84,-0.02
AR-115,Pope County,Arkansas,-0.12,-0.1,59,-0.02
AR-117,Prairie County,Arkansas,0.8,0.8,116,0
AR-119,Pulaski County,Arkansas,0.66,0.69,109,-0.03
AR-121,Randolph County,Arkansas,-0.12,-0.17,51,0.05
AR-123,St. Francis County,Arkansas,0.81,0.77,115,0.03
AR-125,Saline County,Arkansas,0.67,0.69,112,-0.03
AR-127,Scott County,Arkansas,0.42,0.38,90,0.04
AR-129,Searcy County,Arkansas,-0.05,-0.09,58,0.04
AR-131,Sebastian County,Arkansas,0.41,0.36,85,0.05
AR-133,Sevier County,Arkansas,0.58,0.61,104,-0.03
AR-135,Sharp County,Arkansas,0.07,0.03,63,0.04
AR-137,Stone County,Arkansas,-0.03,-0.04,63,0
AR-139,Union County,Arkansas,0.7,0.71,106,-0.01
AR-141,Van Buren County,Arkansas,-0.03,-0.03,62,0
AR-143,Washington County,Arkansas,-0.24,-0.24,53,0
AR-145,White County,Arkansas,0.12,0.17,83,-0.05
AR-147,Woodruff County,Arkansas,0.5,0.5,106,0.01
AR-149,Yell County,Arkansas,0.33,0.33,88,0
CA-001,Alameda County,California,-0.54,-0.64,27,0.1
CA-003,Alpine County,California,0.18,0.22,90,-0.04
CA-005,Amador County,California,-0.02,-0.07,65,0.05
CA-007,Butte County,California,0.02,-0.04,68,0.06
CA-009,Calaveras County,California,-0.16,-0.22,55,0.06
CA-011,Colusa County,California,-0.06,-0.12,60,0.06
CA-013,Contra Costa County,California,-0.52,-0.6,30,0.08
CA-015,Del Norte County,California,-0.31,-0.31,49,0
CA-017,El Dorado County,California,0.37,0.33,94,0.05
CA-019,Fresno County,California,-0.59,-0.65,29,0.05
CA-021,Glenn County,California,-0.23,-0.28,48,0.06
CA-023,Humboldt County,California,-0.17,-0.17,59,-0
CA-025,Imperial County,California,-0.99,-1.16,9,0.17
CA-027,Inyo County,California,-1.5,-1.53,2,0.03
CA-029,Kern County,California,-1.42,-1.44,11,0.02
CA-031,Kings County,California,-0.95,-1.04,21,0.09
CA-033,Lake County,California,0.16,0.13,82,0.03
CA-035,Lassen County,California,0.24,0.15,78,0.09
CA-037,Los Angeles County,California,-1.48,-1.56,10,0.08
CA-039,Madera County,California,-0.3,-0.34,51,0.04
CA-041,Marin County,California,-0.36,-0.44,40,0.08
CA-043,Mariposa County,California,-0.15,-0.18,61,0.03
CA-045,Mendocino County,California,0.12,0.12,79,0
CA-047,Merced County,California,-1.06,-1.09,18,0.04
CA-049,Modoc County,California,-0.18,-0.29,56,0.12
CA-051,Mono County,California,-0.33,-0.31,52,-0.02
CA-053,Monterey County,California,-1.11,-1.19,10,0.08
CA-055,Napa County,California,-0.29,-0.36,46,0.08
CA-057,Nevada County,California,0.54,0.51,105,0.02
CA-059,Orange County,California,-1.44,-1.52,9,0.08
CA-061,Placer County,California,0.51,0.48,101,0.03
CA-063,Plumas County,California,0.52,0.48,102,0.04
CA-065,Riverside County,California,-1.5,-1.63,2,0.13
CA-067,Sacramento County,California,-0.08,-0.11,59,0.02
CA-069,San Benito County,California,-1.45,-1.52,5,0.07
CA-071,San Bernardino County,California,-1.5,-1.6,2,0.1
CA-073,San Diego County,California,-1.71,-1.87,4,0.16
CA-075,San Francisco County,California,-0.54,-0.66,27,0.12
CA-077,San Joaquin County,California,-0.85,-0.89,25,0.04
CA-079,San Luis Obispo County,California,-1.27,-1.34,12,0.08
CA-081,San Mateo County,California,-0.68,-0.78,18,0.1
CA-083,Santa Barbara County,California,-1.67,-1.81,5,0.15
CA-085,Santa Clara County,California,-0.73,-0.84,19,0.11
CA-087,Santa Cruz County,California,-0.81,-0.88,13,0.07
CA-089,Shasta County,California,0.19,0.15,87,0.04
CA-091,Sierra County,California,0.57,0.56,108,0.01
CA-093,Siskiyou County,California,0.18,0.16,88,0.02
CA-095,Solano County,California,-0.4,-0.46,42,0.07
CA-097,Sonoma County,California,-0.13,-0.22,56,0.09
CA-099,Stanislaus County,California,-0.88,-0.92,21,0.04
CA-101,Sutter County,California,0.06,0,75,0.06
CA-103,Tehama County,California,0.26,0.2,90,0.06
CA-105,Trinity County,California,0.13,0.15,89,-0.02
CA-107,Tulare County,California,-0.94,-0.96,16,0.03
CA-109,Tuolumne County,California,0.08,0.04,79,0.04
CA-111,Ventura County,California,-1.29,-1.42,14,0.13
CA-113,Yolo County,California,-0.13,-0.18,56,0.05
CA-115,Yuba County,California,0.24,0.17,88,0.07
CO-001,Adams County,Colorado,-0.79,-0.89,22,0.11
CO-003,Alamosa County,Colorado,-0.86,-0.95,22,0.08
CO-005,Arapahoe County,Colorado,-0.89,-0.99,21,0.1
CO-007,Archuleta County,Colorado,-1.83,-1.93,4,0.1
CO-009,Baca County,Colorado,0.34,0.15,81,0.18
CO-011,Bent County,Colorado,-0.42,-0.63,34,0.22
CO-013,Boulder County,Colorado,-0.35,-0.46,45,0.11
CO-014,Broomfield County,Colorado,-0.55,-0.62,36,0.07
CO-015,Chaffee County,Colorado,-0.32,-0.44,42,0.11
CO-017,Cheyenne County,Colorado,0.27,-0.03,68,0.29
CO-019,Clear Creek County,Colorado,-0.2,-0.3,55,0.1
CO-021,Conejos County,Colorado,-1.39,-1.52,10,0.13
CO-023,Costilla County,Colorado,-0.94,-1.09,15,0.15
CO-025,Crowley County,Colorado,-0.45,-0.57,37,0.13
CO-027,Custer County,Colorado,-0.96,-0.98,19,0.02
CO-029,Delta County,Colorado,-1.62,-1.81,7,0.19
CO-031,Denver County,Colorado,-0.56,-0.59,37,0.03
CO-033,Dolores County,Colorado,-2.21,-2.29,3,0.08
CO-035,Douglas County,Colorado,-0.97,-1.05,16,0.08
CO-037,Eagle County,Colorado,-1.02,-1.05,13,0.02
CO-039,Elbert County,Colorado,-0.79,-0.93,20,0.14
CO-041,El Paso County,Colorado,-0.86,-1.02,17,0.16
CO-043,Fremont County,Colorado,-1.04,-1.08,14,0.04
CO-045,Garfield County,Colorado,-1.53,-1.66,5,0.13
CO-047,Gilpin County,Colorado,-0.28,-0.39,49,0.11
CO-049,Grand County,Colorado,-0.64,-0.7,29,0.06
CO-051,Gunnison County,Colorado,-1.24,-1.35,8,0.11
CO-053,Hinsdale County,Colorado,-1.51,-1.57,6,0.07
CO-055,Huerfano County,Colorado,-0.78,-0.97,16,0.19
CO-057,Jackson County,Colorado,-0.65,-0.73,28,0.08
CO-059,Jefferson County,Colorado,-0.67,-0.73,29,0.06
CO-061,Kiowa County,Colorado,0.19,-0.08,64,0.27
CO-063,Kit Carson County,Colorado,-0.47,-0.77,32,0.29
CO-065,Lake County,Colorado,-0.41,-0.47,32,0.05
CO-067,La Plata County,Colorado,-2,-2.08,4,0.08
CO-069,Larimer County,Colorado,-0.36,-0.48,48,0.11
CO-071,Las Animas County,Colorado,-0.77,-0.94,22,0.17
CO-073,Lincoln County,Colorado,-0.45,-0.64,37,0.19
CO-075,Logan County,Colorado,-0.83,-1.03,19,0.2
CO-077,Mesa County,Colorado,-1.67,-1.9,6,0.22
CO-079,Mineral County,Colorado,-1.34,-1.38,7,0.05
CO-081,Moffat County,Colorado,-1.7,-1.78,4,0.08
CO-083,Montezuma County,Colorado,-1.92,-2,4,0.08
CO-085,Montrose County,Colorado,-2.11,-2.29,3,0.18
CO-087,Morgan County,Colorado,-0.69,-0.89,26,0.2
CO-089,Otero County,Colorado,-0.81,-0.92,18,0.11
CO-091,Ouray County,Colorado,-2.09,-2.23,3,0.14
CO-093,Park County,Colorado,-0.19,-0.24,51,0.05
CO-095,Phillips County,Colorado,-0.58,-0.76,34,0.19
CO-097,Pitkin County,Colorado,-0.93,-0.99,12,0.06
CO-099,Prowers County,Colorado,-0.07,-0.31,51,0.24
CO-101,Pueblo County,Colorado,-0.74,-0.83,24,0.09
CO-103,Rio Blanco County,Colorado,-1.26,-1.43,9,0.17
CO-105,Rio Grande County,Colorado,-0.94,-1.04,25,0.11
CO-107,Routt County,Colorado,-0.74,-0.8,27,0.07
CO-109,Saguache County,Colorado,-0.94,-1.05,18,0.11
CO-111,San Juan County,Colorado,-1.5,-1.57,6,0.08
CO-113,San Miguel County,Colorado,-2.06,-2.17,3,0.11
CO-115,Sedgwick County,Colorado,-0.65,-0.83,28,0.18
CO-117,Summit County,Colorado,-0.71,-0.75,25,0.04
CO-119,Teller County,Colorado,-0.83,-0.92,24,0.1
CO-121,Washington County,Colorado,-0.82,-1.05,21,0.22
CO-123,Weld County,Colorado,-0.42,-0.61,37,0.19
CO-125,Yuma County,Colorado,-0.8,-0.99,20,0.19
CT-001,Fairfield County,Connecticut,1.11,1.08,125,0.03
CT-003,Hartford County,Connecticut,1.3,1.29,123,0.01
CT-005,Litchfield County,Connecticut,0.94,0.88,116,0.07
CT-007,Middlesex County,Connecticut,1.4,1.39,128,0
CT-009,New Haven County,Connecticut,1.3,1.29,128,0.02
CT-011,New London County,Connecticut,1.47,1.47,129,-0
CT-013,Tolland County,Connecticut,1.33,1.36,125,-0.03
CT-015,Windham County,Connecticut,1.29,1.33,128,-0.04
DE-001,Kent County,Delaware,1.48,1.49,128,-0.01
DE-003,New Castle County,Delaware,1.33,1.32,126,0.01
DE-005,Sussex County,Delaware,1.51,1.53,127,-0.02
FL-001,Alachua County,Florida,-0.57,-0.56,21,-0.01
FL-003,Baker County,Florida,-0.68,-0.61,26,-0.07
FL-005,Bay County,Florida,0.38,0.36,92,0.02
FL-007,Bradford County,Florida,-0.64,-0.59,29,-0.04
FL-009,Brevard County,Florida,-1.27,-1.4,2,0.13
FL-011,Broward County,Florida,-1.75,-1.87,1,0.12
FL-013,Calhoun County,Florida,0.36,0.38,103,-0.02
FL-015,Charlotte County,Florida,-1.32,-1.35,3,0.03
FL-017,Citrus County,Florida,-0.36,-0.34,38,-0.02
FL-019,Clay County,Florida,-0.61,-0.59,25,-0.02
FL-021,Collier County,Florida,-0.33,-0.43,37,0.1
FL-023,Columbia County,Florida,-0.7,-0.64,21,-0.06
FL-027,DeSoto County,Florida,-1.3,-1.33,4,0.03
FL-029,Dixie County,Florida,-0.68,-0.7,20,0.02
FL-031,Duval County,Florida,-0.39,-0.4,41,0.02
FL-033,Escambia County,Florida,1.13,1.13,125,-0
FL-035,Flagler County,Florida,-0.96,-0.96,11,0.01
FL-037,Franklin County,Florida,0.35,0.38,97,-0.02
FL-039,Gadsden County,Florida,0.71,0.7,114,0.01
FL-041,Gilchrist County,Florida,-0.63,-0.63,21,0.01
FL-043,Glades County,Florida,-1.05,-1.11,9,0.07
FL-045,Gulf County,Florida,0.35,0.36,97,-0.01
FL-047,Hamilton County,Florida,-0.56,-0.54,33,-0.02
FL-049,Hardee County,Florida,-1.11,-1.18,6,0.07
FL-051,Hendry County,Florida,-1.12,-1.19,8,0.07
FL-053,Hernando County,Florida,-0.57,-0.56,28,-0.01
FL-055,Highlands County,Florida,-0.79,-0.88,22,0.09
FL-057,Hillsborough County,Florida,-0.89,-0.94,10,0.05
FL-059,Holmes County,Florida,1.2,1.13,122,0.07
FL-061,Indian River County,Florida,-1.35,-1.45,4,0.1
FL-063,Jackson County,Florida,0.85,0.82,113,0.03
FL-065,Jefferson County,Florida,0.65,0.6,109,0.05
FL-067,Lafayette County,Florida,-0.52,-0.52,27,0
FL-069,Lake County,Florida,-0.47,-0.53,32,0.07
FL-071,Lee County,Florida,-1.03,-1.07,8,0.04
FL-073,Leon County,Florida,0.53,0.53,108,0
FL-075,Levy County,Florida,-0.5,-0.51,30,0.01
FL-077,Liberty County,Florida,0.39,0.42,104,-0.03
FL-079,Madison County,Florida,-0.02,-0.07,68,0.05
FL-081,Manatee County,Florida,-0.73,-0.8,20,0.07
FL-083,Marion County,Florida,-0.28,-0.28,45,0
FL-085,Martin County,Florida,-1.3,-1.44,3,0.14
FL-086,Miami-Dade County,Florida,-1.77,-1.87,1,0.1
FL-087,Monroe County,Florida,-1.15,-1.24,8,0.09
FL-089,Nassau County,Florida,-0.51,-0.49,35,-0.02
FL-091,Okaloosa County,Florida,1.1,1.05,125,0.05
FL-093,Okeechobee County,Florida,-0.98,-1.09,10,0.11
FL-095,Orange County,Florida,-0.84,-0.95,13,0.11
FL-097,Osceola County,Florida,-0.99,-1.1,14,0.12
FL-099,Palm Beach County,Florida,-1.83,-1.88,1,0.05
FL-101,Pasco County,Florida,-0.88,-0.88,12,0.01
FL-103,Pinellas County,Florida,-0.74,-0.75,19,0.01
FL-105,Polk County,Florida,-0.75,-0.84,16,0.1
FL-107,Putnam County,Florida,-0.7,-0.69,19,-0.01
FL-109,St. Johns County,Florida,-0.83,-0.81,19,-0.01
FL-111,St. Lucie County,Florida,-1.36,-1.48,3,0.12
FL-113,Santa Rosa County,Florida,1.3,1.3,125,0
FL-115,Sarasota County,Florida,-1.05,-1.11,10,0.06
FL-117,Seminole County,Florida,-1.08,-1.19,8,0.11
FL-119,Sumter County,Florida,-0.41,-0.41,39,0
FL-121,Suwannee County,Florida,-0.55,-0.53,30,-0.02
FL-123,Taylor County,Florida,-0.53,-0.55,28,0.02
FL-125,Union County,Florida,-0.7,-0.66,25,-0.05
FL-127,Volusia County,Florida,-1.1,-1.16,10,0.06
FL-129,Wakulla County,Florida,0.34,0.36,93,-0.02
FL-131,Walton County,Florida,1.11,1.05,124,0.06
FL-133,Washington County,Florida,0.85,0.79,116,0.06
GA-001,Appling County,Georgia,0.46,0.43,94,0.02
GA-003,Atkinson County,Georgia,0.17,0.11,82,0.06
GA-005,Bacon County,Georgia,-0.24,-0.29,53,0.05
GA-007,Baker County,Georgia,0.91,0.87,115,0.04
GA-009,Baldwin County,Georgia,1.34,1.23,121,0.11
GA-011,Banks County,Georgia,1.21,1.22,123,-0.01
GA-013,Barrow County,Georgia,1.37,1.35,123,0.02
GA-015,Bartow County,Georgia,1.88,1.92,130,-0.04
GA-017,Ben Hill County,Georgia,0.41,0.37,95,0.04
GA-019,Berrien County,Georgia,0.3,0.26,90,0.04
GA-021,Bibb County,Georgia,1.2,1.14,119,0.06
GA-023,Bleckley County,Georgia,0.91,0.84,111,0.07
GA-025,Brantley County,Georgia,-0.16,-0.14,64,-0.02
GA-027,Brooks County,Georgia,0.35,0.29,83,0.06
GA-029,Bryan County,Georgia,0.48,0.45,100,0.03
GA-031,Bulloch County,Georgia,1.12,1.04,116,0.07
GA-033,Burke County,Georgia,0.88,0.8,112,0.08
GA-035,Butts County,Georgia,1.16,1.11,122,0.05
GA-037,Calhoun County,Georgia,1.01,0.98,119,0.03
GA-039,Camden County,Georgia,-0.5,-0.47,39,-0.03
GA-043,Candler County,Georgia,1.22,1.11,119,0.11
GA-045,Carroll County,Georgia,1.03,1.05,118,-0.01
GA-047,Catoosa County,Georgia,1.58,1.67,130,-0.09
GA-049,Charlton County,Georgia,-0.58,-0.53,34,-0.04
GA-051,Chatham County,Georgia,0.25,0.22,90,0.03
GA-053,Chattahoochee County,Georgia,1.39,1.42,127,-0.03
GA-055,Chattooga County,Georgia,1.69,1.71,130,-0.01
GA-057,Cherokee County,Georgia,1.74,1.76,130,-0.03
GA-059,Clarke County,Georgia,1.29,1.25,123,0.03
GA-061,Clay County,Georgia,1.22,1.21,126,0.01
GA-063,Clayton County,Georgia,1.53,1.53,127,0
GA-065,Clinch County,Georgia,-0.24,-0.24,52,-0
GA-067,Cobb County,Georgia,1.64,1.63,127,0
GA-069,Coffee County,Georgia,0.01,-0.05,70,0.07
GA-071,Colquitt County,Georgia,0.17,0.12,75,0.05
GA-073,Columbia County,Georgia,1.24,1.17,122,0.07
GA-075,Cook County,Georgia,0.2,0.16,79,0.05
GA-077,Coweta County,Georgia,1.61,1.61,129,0.01
GA-079,Crawford County,Georgia,1.16,1.09,116,0.07
GA-081,Crisp County,Georgia,0.65,0.56,101,0.09
GA-083,Dade County,Georgia,1.56,1.62,130,-0.06
GA-085,Dawson County,Georgia,1.57,1.6,128,-0.02
GA-087,Decatur County,Georgia,0.78,0.74,113,0.03
GA-089,DeKalb County,Georgia,1.49,1.48,125,0.01
GA-091,Dodge County,Georgia,0.79,0.72,105,0.07
GA-093,Dooly County,Georgia,0.84,0.76,110,0.08
GA-095,Dougherty County,Georgia,1.19,1.1,121,0.09
GA-097,Douglas County,Georgia,1.3,1.3,125,0.01
GA-099,Early County,Georgia,1.06,1.04,120,0.02
GA-101,Echols County,Georgia,-0.39,-0.39,41,-0
GA-103,Effingham County,Georgia,0.81,0.76,110,0.05
GA-105,Elbert County,Georgia,1.27,1.21,124,0.06
GA-107,Emanuel County,Georgia,0.99,0.88,115,0.11
GA-109,Evans County,Georgia,0.88,0.82,110,0.06
GA-111,Fannin County,Georgia,1.68,1.69,129,-0.02
GA-113,Fayette County,Georgia,1.42,1.42,126,0
GA-115,Floyd County,Georgia,1.88,1.9,130,-0.02
GA-117,Forsyth County,Georgia,1.41,1.44,125,-0.03
GA-119,Franklin County,Georgia,1.33,1.31,126,0.02
GA-121,Fulton County,Georgia,1.58,1.59,126,-0
GA-123,Gilmer County,Georgia,1.52,1.56,128,-0.04
GA-125,Glascock County,Georgia,0.83,0.73,108,0.1
GA-127,Glynn County,Georgia,-0.34,-0.3,49,-0.04
GA-129,Gordon County,Georgia,1.74,1.78,130,-0.03
GA-131,Grady County,Georgia,0.58,0.54,102,0.03
GA-133,Greene County,Georgia,1.48,1.35,126,0.12
GA-135,Gwinnett County,Georgia,1.46,1.45,126,0.01
GA-137,Habersham County,Georgia,0.95,0.98,122,-0.03
GA-139,Hall County,Georgia,1.24,1.28,123,-0.03
GA-141,Hancock County,Georgia,1.31,1.18,121,0.13
GA-143,Haralson County,Georgia,1.37,1.41,127,-0.03
GA-145,Harris County,Georgia,1.46,1.51,129,-0.05
GA-147,Hart County,Georgia,1.25,1.22,124,0.03
GA-149,Heard County,Georgia,1.41,1.42,128,-0.02
GA-151,Henry County,Georgia,1.25,1.22,123,0.03
GA-153,Houston County,Georgia,1.14,1.08,116,0.07
GA-155,Irwin County,Georgia,0.33,0.29,87,0.04
GA-157,Jackson County,Georgia,1.33,1.32,123,0.01
GA-159,Jasper County,Georgia,1.3,1.2,123,0.1
GA-161,Jeff Davis County,Georgia,0.33,0.28,86,0.05
GA-163,Jefferson County,Georgia,0.87,0.77,108,0.1
GA-165,Jenkins County,Georgia,1.05,0.97,116,0.08
GA-167,Johnson County,Georgia,1.04,0.92,115,0.12
GA-169,Jones County,Georgia,1.42,1.35,123,0.07
GA-171,Lamar County,Georgia,0.93,0.91,114,0.03
GA-173,Lanier County,Georgia,0.06,0.01,70,0.05
GA-175,Laurens County,Georgia,1.08,0.98,115,0.1
GA-177,Lee County,Georgia,1.08,1.01,118,0.07
GA-179,Liberty County,Georgia,0.34,0.32,91,0.02
GA-181,Lincoln County,Georgia,1.34,1.25,121,0.1
GA-183,Long County,Georgia,0.51,0.5,103,0.01
