# Title: February 1993 - January 1994 Contiguous U.S. County Palmer Z-Index
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
AL-083,Limestone County,Alabama,-0.14,-0.12,59,-0.02
AL-085,Lowndes County,Alabama,-0.15,-0.17,56,0.02
AL-087,Macon County,Alabama,-0.41,-0.4,41,-0.01
AL-089,Madison County,Alabama,-0.24,-0.2,52,-0.04
AL-091,Marengo County,Alabama,-0.24,-0.22,54,-0.01
AL-093,Marion County,Alabama,-0.09,-0.08,57,-0.01
AL-095,Marshall County,Alabama,-0.7,-0.71,17,0.01
AL-097,Mobile County,Alabama,-0.05,-0.07,62,0.02
AL-099,Monroe County,Alabama,-0.04,0.03,73,-0.07
AL-101,Montgomery County,Alabama,-0.33,-0.31,48,-0.03
AL-103,Morgan County,Alabama,-0.31,-0.3,47,-0.01
AL-105,Perry County,Alabama,-0.54,-0.48,37,-0.06
AL-107,Pickens County,Alabama,-0.42,-0.38,39,-0.03
AL-109,Pike County,Alabama,-0.2,-0.23,54,0.03
AL-111,Randolph County,Alabama,-0.99,-0.97,16,-0.02
AL-113,Russell County,Alabama,-0.48,-0.45,42,-0.02
AL-115,St. Clair County,Alabama,-0.89,-0.93,16,0.03
AL-117,Shelby County,Alabama,-0.8,-0.78,20,-0.03
AL-119,Sumter County,Alabama,-0.26,-0.21,56,-0.05
AL-121,Talladega County,Alabama,-0.85,-0.86,20,0.01
AL-123,Tallapoosa County,Alabama,-0.69,-0.64,28,-0.06
AL-125,Tuscaloosa County,Alabama,-0.56,-0.55,35,-0.01
AL-127,Walker County,Alabama,-0.74,-0.76,25,0.02
AL-129,Washington County,Alabama,0.12,0.09,80,0.04
AL-131,Wilcox County,Alabama,-0.05,-0.02,76,-0.03
AL-133,Winston County,Alabama,-0.3,-0.33,47,0.03
AZ-001,Apache County,Arizona,-0,0,81,-0.01
AZ-003,Cochise County,Arizona,0.59,0.5,105,0.09
AZ-005,Coconino County,Arizona,0.32,0.23,93,0.1
AZ-007,Gila County,Arizona,0.02,-0.07,78,0.09
AZ-009,Graham County,Arizona,0.21,0.18,91,0.03
AZ-011,Greenlee County,Arizona,0.09,0.12,83,-0.03
AZ-012,La Paz County,Arizona,1.76,1.65,126,0.11
AZ-013,Maricopa County,Arizona,1.27,1.18,121,0.09
AZ-015,Mohave County,Arizona,0.61,0.57,105,0.05
AZ-017,Navajo County,Arizona,0.47,0.38,102,0.08
AZ-019,Pima County,Arizona,1.24,1.17,120,0.07
AZ-021,Pinal County,Arizona,1.04,0.93,118,0.11
AZ-023,Santa Cruz County,Arizona,1.04,0.93,118,0.11
AZ-025,Yavapai County,Arizona,0.31,0.21,90,0.1
AZ-027,Yuma County,Arizona,2.42,2.35,128,0.07
AR-001,Arkansas County,Arkansas,-0.12,-0.1,62,-0.02
AR-003,Ashley County,Arkansas,-0.01,-0,75,-0
AR-005,Baxter County,Arkansas,0.85,0.8,111,0.05
AR-007,Benton County,Arkansas,0.98,0.96,117,0.02
AR-009,Boone County,Arkansas,0.84,0.8,112,0.04
AR-011,Bradley County,Arkansas,0.03,0.05,70,-0.02
AR-013,Calhoun County,Arkansas,0.06,0.08,79,-0.02
AR-015,Carroll County,Arkansas,0.84,0.81,111,0.03
AR-017,Chicot County,Arkansas,0.07,0.04,70,0.02
AR-019,Clark County,Arkansas,0.24,0.3,95,-0.06
AR-021,Clay County,Arkansas,0.15,0.13,70,0.01
AR-023,Cleburne County,Arkansas,0.31,0.34,90,-0.03
AR-025,Cleveland County,Arkansas,-0.02,-0.01,73,-0.01
AR-027,Columbia County,Arkansas,0.03,0.05,75,-0.02
AR-029,Conway County,Arkansas,0.54,0.54,103,-0.01
AR-031,Craighead County,Arkansas,-0.04,-0.05,58,0.01
AR-033,Crawford County,Arkansas,0.81,0.81,114,0
AR-035,Crittenden County,Arkansas,0.1,0.08,76,0.02
AR-037,Cross County,Arkansas,-0.17,-0.2,48,0.02
AR-039,Dallas County,Arkansas,-0.04,-0,67,-0.03
AR-041,Desha County,Arkansas,0.32,0.33,91,-0.01
AR-043,Drew County,Arkansas,-0.03,-0.02,73,-0.01
AR-045,Faulkner County,Arkansas,0.11,0.15,80,-0.04
AR-047,Franklin County,Arkansas,0.56,0.54,100,0.02
AR-049,Fulton County,Arkansas,0.52,0.49,97,0.03
AR-051,Garland County,Arkansas,0.28,0.32,92,-0.04
AR-053,Grant County,Arkansas,-0.12,-0.09,60,-0.03
AR-055,Greene County,Arkansas,0.1,0.06,65,0.04
AR-057,Hempstead County,Arkansas,0.34,0.4,94,-0.07
AR-059,Hot Spring County,Arkansas,0.26,0.29,91,-0.03
AR-061,Howard County,Arkansas,0.65,0.7,108,-0.05
AR-063,Independence County,Arkansas,0.18,0.18,82,-0
AR-065,Izard County,Arkansas,0.51,0.49,96,0.03
AR-067,Jackson County,Arkansas,-0.11,-0.09,58,-0.02
AR-069,Jefferson County,Arkansas,-0.16,-0.15,60,-0.02
AR-071,Johnson County,Arkansas,0.4,0.4,94,-0
AR-073,Lafayette County,Arkansas,0.06,0.07,75,-0.01
AR-075,Lawrence County,Arkansas,0.39,0.34,85,0.05
AR-077,Lee County,Arkansas,0.15,0.12,77,0.03
AR-079,Lincoln County,Arkansas,0.1,0.12,84,-0.02
AR-081,Little River County,Arkansas,0.6,0.62,100,-0.02
AR-083,Logan County,Arkansas,0.62,0.6,103,0.02
AR-085,Lonoke County,Arkansas,-0.33,-0.32,36,-0.01
AR-087,Madison County,Arkansas,0.62,0.62,104,0
AR-089,Marion County,Arkansas,0.72,0.65,109,0.07
AR-091,Miller County,Arkansas,0.18,0.17,80,0
AR-093,Mississippi County,Arkansas,0.24,0.23,80,0.01
AR-095,Monroe County,Arkansas,-0,-0.03,68,0.03
AR-097,Montgomery County,Arkansas,0.43,0.46,98,-0.03
AR-099,Nevada County,Arkansas,0.09,0.16,80,-0.07
AR-101,Newton County,Arkansas,0.29,0.29,90,0
AR-103,Ouachita County,Arkansas,-0.03,0.02,72,-0.05
AR-105,Perry County,Arkansas,0.37,0.35,89,0.02
AR-107,Phillips County,Arkansas,0.04,0.05,76,-0.01
AR-109,Pike County,Arkansas,0.41,0.49,100,-0.07
AR-111,Poinsett County,Arkansas,-0.07,-0.1,57,0.03
AR-113,Polk County,Arkansas,0.55,0.57,102,-0.02
AR-115,Pope County,Arkansas,0.53,0.55,100,-0.02
AR-117,Prairie County,Arkansas,-0.15,-0.15,56,0
AR-119,Pulaski County,Arkansas,-0.2,-0.18,54,-0.03
AR-121,Randolph County,Arkansas,0.53,0.48,94,0.05
AR-123,St. Francis County,Arkansas,0.06,0.03,71,0.03
AR-125,Saline County,Arkansas,-0.12,-0.1,61,-0.03
AR-127,Scott County,Arkansas,0.69,0.65,101,0.04
AR-129,Searcy County,Arkansas,0.38,0.34,93,0.04
AR-131,Sebastian County,Arkansas,0.76,0.71,102,0.05
AR-133,Sevier County,Arkansas,0.83,0.86,110,-0.03
AR-135,Sharp County,Arkansas,0.42,0.39,93,0.04
AR-137,Stone County,Arkansas,0.37,0.37,88,0
AR-139,Union County,Arkansas,0.11,0.12,80,-0.01
AR-141,Van Buren County,Arkansas,0.29,0.29,94,0
AR-143,Washington County,Arkansas,0.88,0.87,117,0
AR-145,White County,Arkansas,-0.02,0.03,70,-0.05
AR-147,Woodruff County,Arkansas,0.02,0.01,75,0.01
AR-149,Yell County,Arkansas,0.46,0.45,101,0
CA-001,Alameda County,California,-0.1,-0.2,61,0.1
CA-003,Alpine County,California,-0.57,-0.53,36,-0.04
CA-005,Amador County,California,0.15,0.1,81,0.05
CA-007,Butte County,California,0.64,0.57,109,0.06
CA-009,Calaveras County,California,0.17,0.11,82,0.06
CA-011,Colusa County,California,0.37,0.3,89,0.06
CA-013,Contra Costa County,California,-0.27,-0.35,48,0.08
CA-015,Del Norte County,California,0.68,0.68,112,0
CA-017,El Dorado County,California,0.12,0.08,77,0.05
CA-019,Fresno County,California,-0.58,-0.63,30,0.05
CA-021,Glenn County,California,0.43,0.37,98,0.06
CA-023,Humboldt County,California,0.44,0.44,105,-0
CA-025,Imperial County,California,2.09,1.92,125,0.17
CA-027,Inyo County,California,0.5,0.47,98,0.03
CA-029,Kern County,California,0.38,0.36,92,0.02
CA-031,Kings County,California,0.92,0.83,109,0.09
CA-033,Lake County,California,0.56,0.54,107,0.03
CA-035,Lassen County,California,0.16,0.07,73,0.09
CA-037,Los Angeles County,California,-0.38,-0.46,44,0.08
CA-039,Madera County,California,-0.47,-0.51,33,0.04
CA-041,Marin County,California,-0.15,-0.23,56,0.08
CA-043,Mariposa County,California,-0.18,-0.2,56,0.03
CA-045,Mendocino County,California,0.51,0.51,104,0
CA-047,Merced County,California,0.42,0.39,91,0.04
CA-049,Modoc County,California,0.56,0.44,99,0.12
CA-051,Mono County,California,-1.13,-1.11,11,-0.02
CA-053,Monterey County,California,-0.48,-0.56,30,0.08
CA-055,Napa County,California,0.06,-0.02,74,0.08
CA-057,Nevada County,California,0.31,0.29,96,0.02
CA-059,Orange County,California,-0.34,-0.42,55,0.08
CA-061,Placer County,California,0.19,0.16,83,0.03
CA-063,Plumas County,California,0.14,0.11,78,0.04
CA-065,Riverside County,California,0.26,0.13,86,0.13
CA-067,Sacramento County,California,0.19,0.16,77,0.02
CA-069,San Benito County,California,-0.37,-0.44,43,0.07
CA-071,San Bernardino County,California,0.64,0.53,99,0.1
CA-073,San Diego County,California,-0.46,-0.62,46,0.16
CA-075,San Francisco County,California,-0.54,-0.66,27,0.12
CA-077,San Joaquin County,California,0.39,0.35,92,0.04
CA-079,San Luis Obispo County,California,-0.34,-0.42,42,0.08
CA-081,San Mateo County,California,-0.48,-0.59,32,0.1
CA-083,Santa Barbara County,California,-0.36,-0.51,38,0.15
CA-085,Santa Clara County,California,-0.32,-0.43,40,0.11
CA-087,Santa Cruz County,California,-0.46,-0.53,37,0.07
CA-089,Shasta County,California,0.58,0.53,107,0.04
CA-091,Sierra County,California,0.09,0.09,79,0.01
CA-093,Siskiyou County,California,0.32,0.31,101,0.02
CA-095,Solano County,California,-0.19,-0.26,49,0.07
CA-097,Sonoma County,California,0.29,0.2,91,0.09
CA-099,Stanislaus County,California,0.22,0.19,82,0.04
CA-101,Sutter County,California,0.42,0.36,92,0.06
CA-103,Tehama County,California,0.74,0.68,115,0.06
CA-105,Trinity County,California,0.57,0.59,107,-0.02
CA-107,Tulare County,California,-0.66,-0.69,31,0.03
CA-109,Tuolumne County,California,-0.21,-0.25,51,0.04
CA-111,Ventura County,California,-0.51,-0.64,36,0.13
CA-113,Yolo County,California,0.15,0.1,75,0.05
CA-115,Yuba County,California,0.45,0.37,99,0.07
CO-001,Adams County,Colorado,0.49,0.39,92,0.11
CO-003,Alamosa County,Colorado,1.52,1.43,124,0.08
CO-005,Arapahoe County,Colorado,0.51,0.4,90,0.1
CO-007,Archuleta County,Colorado,0.13,0.03,74,0.1
CO-009,Baca County,Colorado,1.06,0.87,113,0.18
CO-011,Bent County,Colorado,0.82,0.61,103,0.22
CO-013,Boulder County,Colorado,0.59,0.48,90,0.11
CO-014,Broomfield County,Colorado,0.06,-0,71,0.07
CO-015,Chaffee County,Colorado,-0.13,-0.24,57,0.11
CO-017,Cheyenne County,Colorado,1.12,0.82,111,0.29
CO-019,Clear Creek County,Colorado,0.65,0.55,95,0.1
CO-021,Conejos County,Colorado,1.01,0.88,114,0.13
CO-023,Costilla County,Colorado,1.16,1.01,114,0.15
CO-025,Crowley County,Colorado,0.78,0.65,110,0.13
CO-027,Custer County,Colorado,0.37,0.35,96,0.02
CO-029,Delta County,Colorado,0.73,0.54,102,0.19
CO-031,Denver County,Colorado,0.1,0.07,75,0.03
CO-033,Dolores County,Colorado,-0.15,-0.23,58,0.08
CO-035,Douglas County,Colorado,0.4,0.32,86,0.08
CO-037,Eagle County,Colorado,0.39,0.36,93,0.02
CO-039,Elbert County,Colorado,0.57,0.43,92,0.14
CO-041,El Paso County,Colorado,0.14,-0.02,74,0.16
CO-043,Fremont County,Colorado,-0.14,-0.18,69,0.04
CO-045,Garfield County,Colorado,0.55,0.42,96,0.13
CO-047,Gilpin County,Colorado,0.7,0.59,94,0.11
CO-049,Grand County,Colorado,0.74,0.68,105,0.06
CO-051,Gunnison County,Colorado,0.53,0.42,99,0.11
CO-053,Hinsdale County,Colorado,-0.29,-0.35,51,0.07
CO-055,Huerfano County,Colorado,1.06,0.87,114,0.19
CO-057,Jackson County,Colorado,0.96,0.88,115,0.08
CO-059,Jefferson County,Colorado,0.4,0.34,82,0.06
CO-061,Kiowa County,Colorado,1.3,1.03,119,0.27
CO-063,Kit Carson County,Colorado,0.75,0.46,98,0.29
CO-065,Lake County,Colorado,0.14,0.09,73,0.05
CO-067,La Plata County,Colorado,-0.29,-0.37,54,0.08
CO-069,Larimer County,Colorado,0.62,0.51,96,0.11
CO-071,Las Animas County,Colorado,0.84,0.67,103,0.17
CO-073,Lincoln County,Colorado,0.68,0.49,102,0.19
CO-075,Logan County,Colorado,0.45,0.25,88,0.2
CO-077,Mesa County,Colorado,1.05,0.83,113,0.22
CO-079,Mineral County,Colorado,-0.01,-0.05,67,0.05
CO-081,Moffat County,Colorado,0.65,0.57,101,0.08
CO-083,Montezuma County,Colorado,0.17,0.09,83,0.08
CO-085,Montrose County,Colorado,0.47,0.29,92,0.18
CO-087,Morgan County,Colorado,0.79,0.59,100,0.2
CO-089,Otero County,Colorado,0.55,0.44,99,0.11
CO-091,Ouray County,Colorado,-0.17,-0.31,58,0.14
CO-093,Park County,Colorado,-0.05,-0.1,57,0.05
CO-095,Phillips County,Colorado,0.76,0.57,102,0.19
CO-097,Pitkin County,Colorado,0.69,0.63,107,0.06
CO-099,Prowers County,Colorado,1.91,1.67,126,0.24
CO-101,Pueblo County,Colorado,0.73,0.63,110,0.09
CO-103,Rio Blanco County,Colorado,0.59,0.42,95,0.17
CO-105,Rio Grande County,Colorado,1.01,0.91,116,0.11
CO-107,Routt County,Colorado,0.57,0.5,95,0.07
CO-109,Saguache County,Colorado,0.49,0.38,95,0.11
CO-111,San Juan County,Colorado,-0.41,-0.49,44,0.08
CO-113,San Miguel County,Colorado,-0.24,-0.34,54,0.11
CO-115,Sedgwick County,Colorado,0.79,0.61,101,0.18
CO-117,Summit County,Colorado,0.38,0.34,95,0.04
CO-119,Teller County,Colorado,0.08,-0.01,69,0.1
CO-121,Washington County,Colorado,0.46,0.24,89,0.22
CO-123,Weld County,Colorado,0.76,0.57,98,0.19
CO-125,Yuma County,Colorado,0.86,0.66,107,0.19
CT-001,Fairfield County,Connecticut,-0.28,-0.31,42,0.03
CT-003,Hartford County,Connecticut,0.07,0.06,71,0.01
CT-005,Litchfield County,Connecticut,0.04,-0.03,67,0.07
CT-007,Middlesex County,Connecticut,0.04,0.04,70,0
CT-009,New Haven County,Connecticut,-0.17,-0.18,51,0.02
CT-011,New London County,Connecticut,-0.17,-0.16,55,-0
CT-013,Tolland County,Connecticut,0.08,0.12,75,-0.03
CT-015,Windham County,Connecticut,-0.01,0.03,63,-0.04
DE-001,Kent County,Delaware,-0.22,-0.22,57,-0.01
DE-003,New Castle County,Delaware,0.38,0.36,90,0.01
DE-005,Sussex County,Delaware,0.13,0.14,82,-0.02
FL-001,Alachua County,Florida,0,0.01,70,-0.01
FL-003,Baker County,Florida,-0.16,-0.09,59,-0.07
FL-005,Bay County,Florida,-0.66,-0.67,25,0.02
FL-007,Bradford County,Florida,-0.05,-0,62,-0.04
FL-009,Brevard County,Florida,-1.03,-1.16,9,0.13
FL-011,Broward County,Florida,0.28,0.17,83,0.12
FL-013,Calhoun County,Florida,-0.63,-0.61,27,-0.02
FL-015,Charlotte County,Florida,-0.41,-0.44,33,0.03
FL-017,Citrus County,Florida,-0.21,-0.19,53,-0.02
FL-019,Clay County,Florida,-0.03,-0.01,63,-0.02
FL-021,Collier County,Florida,0.24,0.14,76,0.1
FL-023,Columbia County,Florida,-0.31,-0.25,41,-0.06
FL-027,DeSoto County,Florida,0.06,0.02,70,0.03
FL-029,Dixie County,Florida,0.01,-0.01,73,0.02
FL-031,Duval County,Florida,0.08,0.06,70,0.02
FL-033,Escambia County,Florida,-0.26,-0.25,51,-0
FL-035,Flagler County,Florida,-0.22,-0.23,54,0.01
FL-037,Franklin County,Florida,-0.43,-0.41,43,-0.02
FL-039,Gadsden County,Florida,-0.38,-0.39,44,0.01
FL-041,Gilchrist County,Florida,0.02,0.01,70,0.01
FL-043,Glades County,Florida,-0.44,-0.5,32,0.07
FL-045,Gulf County,Florida,-0.5,-0.49,36,-0.01
FL-047,Hamilton County,Florida,-0.28,-0.27,50,-0.02
FL-049,Hardee County,Florida,0.15,0.08,75,0.07
FL-051,Hendry County,Florida,0.1,0.03,73,0.07
FL-053,Hernando County,Florida,-0.56,-0.54,31,-0.01
FL-055,Highlands County,Florida,-0.14,-0.23,50,0.09
FL-057,Hillsborough County,Florida,-0.64,-0.69,19,0.05
FL-059,Holmes County,Florida,-0.66,-0.73,20,0.07
FL-061,Indian River County,Florida,-0.33,-0.43,40,0.1
FL-063,Jackson County,Florida,-0.66,-0.69,25,0.03
FL-065,Jefferson County,Florida,-0.5,-0.56,34,0.05
FL-067,Lafayette County,Florida,-0.3,-0.31,42,0
FL-069,Lake County,Florida,-0.69,-0.76,25,0.07
FL-071,Lee County,Florida,-0.09,-0.13,53,0.04
FL-073,Leon County,Florida,-0.48,-0.48,38,0
FL-075,Levy County,Florida,0.16,0.15,83,0.01
FL-077,Liberty County,Florida,-0.51,-0.48,36,-0.03
FL-079,Madison County,Florida,-0.5,-0.54,33,0.05
FL-081,Manatee County,Florida,-0.19,-0.26,47,0.07
FL-083,Marion County,Florida,-0.37,-0.37,39,0
FL-085,Martin County,Florida,0.59,0.45,100,0.14
FL-086,Miami-Dade County,Florida,-0.17,-0.27,46,0.1
FL-087,Monroe County,Florida,-0.58,-0.67,27,0.09
FL-089,Nassau County,Florida,0.05,0.07,69,-0.02
FL-091,Okaloosa County,Florida,-0.38,-0.43,42,0.05
FL-093,Okeechobee County,Florida,-0.4,-0.51,36,0.11
FL-095,Orange County,Florida,-0.8,-0.91,16,0.11
FL-097,Osceola County,Florida,-0.77,-0.88,20,0.12
FL-099,Palm Beach County,Florida,0.1,0.05,82,0.05
FL-101,Pasco County,Florida,-0.63,-0.63,20,0.01
FL-103,Pinellas County,Florida,-0.52,-0.53,28,0.01
FL-105,Polk County,Florida,-0.48,-0.57,32,0.1
FL-107,Putnam County,Florida,0.07,0.07,71,-0.01
FL-109,St. Johns County,Florida,0.02,0.04,67,-0.01
FL-111,St. Lucie County,Florida,0.48,0.36,95,0.12
FL-113,Santa Rosa County,Florida,-0.13,-0.13,62,0
FL-115,Sarasota County,Florida,-0.25,-0.32,45,0.06
FL-117,Seminole County,Florida,-0.84,-0.94,15,0.11
FL-119,Sumter County,Florida,-0.36,-0.37,44,0
FL-121,Suwannee County,Florida,-0.33,-0.32,45,-0.02
FL-123,Taylor County,Florida,-0.16,-0.18,58,0.02
FL-125,Union County,Florida,-0.15,-0.1,56,-0.05
FL-127,Volusia County,Florida,-0.75,-0.81,20,0.06
FL-129,Wakulla County,Florida,-0.4,-0.38,43,-0.02
FL-131,Walton County,Florida,-0.71,-0.76,19,0.06
FL-133,Washington County,Florida,-0.71,-0.77,19,0.06
GA-001,Appling County,Georgia,-0.46,-0.48,41,0.02
GA-003,Atkinson County,Georgia,0,-0.06,70,0.06
GA-005,Bacon County,Georgia,-0.28,-0.32,51,0.05
GA-007,Baker County,Georgia,-0.43,-0.47,43,0.04
GA-009,Baldwin County,Georgia,-0.29,-0.4,42,0.11
GA-011,Banks County,Georgia,-0.85,-0.84,19,-0.01
GA-013,Barrow County,Georgia,-0.7,-0.73,29,0.02
GA-015,Bartow County,Georgia,-1.15,-1.11,11,-0.04
GA-017,Ben Hill County,Georgia,-0,-0.04,73,0.04
GA-019,Berrien County,Georgia,-0.27,-0.32,47,0.04
GA-021,Bibb County,Georgia,-0.16,-0.22,58,0.06
GA-023,Bleckley County,Georgia,-0.27,-0.33,54,0.07
GA-025,Brantley County,Georgia,0.04,0.06,77,-0.02
GA-027,Brooks County,Georgia,-0.38,-0.45,41,0.06
GA-029,Bryan County,Georgia,-0.23,-0.26,55,0.03
GA-031,Bulloch County,Georgia,-0.19,-0.27,59,0.07
GA-033,Burke County,Georgia,-0.68,-0.76,19,0.08
GA-035,Butts County,Georgia,-0.89,-0.94,20,0.05
GA-037,Calhoun County,Georgia,-0.23,-0.26,53,0.03
GA-039,Camden County,Georgia,0.08,0.12,77,-0.03
GA-043,Candler County,Georgia,-0.17,-0.28,60,0.11
GA-045,Carroll County,Georgia,-0.99,-0.98,16,-0.01
GA-047,Catoosa County,Georgia,-1.27,-1.18,6,-0.09
GA-049,Charlton County,Georgia,-0.13,-0.08,61,-0.04
GA-051,Chatham County,Georgia,0.07,0.05,75,0.02
GA-053,Chattahoochee County,Georgia,-0.6,-0.57,35,-0.03
GA-055,Chattooga County,Georgia,-0.88,-0.86,11,-0.01
GA-057,Cherokee County,Georgia,-1,-0.98,15,-0.03
GA-059,Clarke County,Georgia,-0.63,-0.67,30,0.03
GA-061,Clay County,Georgia,-0.41,-0.42,43,0.01
GA-063,Clayton County,Georgia,-0.47,-0.48,40,0
GA-065,Clinch County,Georgia,0.04,0.04,72,-0
GA-067,Cobb County,Georgia,-0.61,-0.61,34,0
GA-069,Coffee County,Georgia,-0.12,-0.18,59,0.07
GA-071,Colquitt County,Georgia,-0.37,-0.42,43,0.05
GA-073,Columbia County,Georgia,-0.69,-0.76,23,0.07
GA-075,Cook County,Georgia,-0.36,-0.41,41,0.05
GA-077,Coweta County,Georgia,-0.42,-0.42,46,0.01
GA-079,Crawford County,Georgia,-0.49,-0.56,41,0.07
GA-081,Crisp County,Georgia,-0.14,-0.23,54,0.09
GA-083,Dade County,Georgia,-0.93,-0.86,15,-0.06
GA-085,Dawson County,Georgia,-0.92,-0.9,15,-0.02
GA-087,Decatur County,Georgia,-0.47,-0.5,39,0.03
GA-089,DeKalb County,Georgia,-0.25,-0.26,50,0.01
GA-091,Dodge County,Georgia,-0.29,-0.36,54,0.07
GA-093,Dooly County,Georgia,-0.05,-0.12,63,0.08
GA-095,Dougherty County,Georgia,-0.38,-0.47,39,0.09
GA-097,Douglas County,Georgia,-0.6,-0.6,31,0.01
GA-099,Early County,Georgia,-0.45,-0.47,41,0.02
GA-101,Echols County,Georgia,-0.12,-0.11,60,-0
GA-103,Effingham County,Georgia,-0.14,-0.19,64,0.05
GA-105,Elbert County,Georgia,-0.61,-0.67,37,0.06
GA-107,Emanuel County,Georgia,-0.4,-0.52,42,0.11
GA-109,Evans County,Georgia,-0.24,-0.3,58,0.06
GA-111,Fannin County,Georgia,-0.85,-0.83,15,-0.02
GA-113,Fayette County,Georgia,-0.5,-0.5,34,0
GA-115,Floyd County,Georgia,-1.21,-1.19,8,-0.02
GA-117,Forsyth County,Georgia,-0.71,-0.68,30,-0.03
GA-119,Franklin County,Georgia,-0.62,-0.64,32,0.02
GA-121,Fulton County,Georgia,-0.27,-0.27,50,-0
GA-123,Gilmer County,Georgia,-1.17,-1.13,7,-0.04
GA-125,Glascock County,Georgia,-0.7,-0.8,22,0.1
GA-127,Glynn County,Georgia,0.09,0.13,81,-0.04
GA-129,Gordon County,Georgia,-1.21,-1.18,7,-0.03
GA-131,Grady County,Georgia,-0.65,-0.68,31,0.03
GA-133,Greene County,Georgia,-0.89,-1.01,19,0.12
GA-135,Gwinnett County,Georgia,-0.38,-0.39,42,0.01
GA-137,Habersham County,Georgia,-0.9,-0.87,14,-0.03
GA-139,Hall County,Georgia,-0.79,-0.75,22,-0.03
GA-141,Hancock County,Georgia,-0.66,-0.79,24,0.13
GA-143,Haralson County,Georgia,-1.14,-1.11,12,-0.03
GA-145,Harris County,Georgia,-0.64,-0.59,31,-0.05
GA-147,Hart County,Georgia,-0.53,-0.56,38,0.03
GA-149,Heard County,Georgia,-0.72,-0.71,21,-0.02
GA-151,Henry County,Georgia,-0.75,-0.78,25,0.03
GA-153,Houston County,Georgia,-0.01,-0.07,67,0.07
GA-155,Irwin County,Georgia,-0.12,-0.16,64,0.04
GA-157,Jackson County,Georgia,-0.82,-0.83,23,0.01
GA-159,Jasper County,Georgia,-0.98,-1.08,18,0.1
GA-161,Jeff Davis County,Georgia,-0.4,-0.45,45,0.05
GA-163,Jefferson County,Georgia,-0.42,-0.52,35,0.1
GA-165,Jenkins County,Georgia,-0.67,-0.74,29,0.08
GA-167,Johnson County,Georgia,-0.53,-0.65,26,0.12
GA-169,Jones County,Georgia,-0.49,-0.57,37,0.07
GA-171,Lamar County,Georgia,-0.63,-0.66,28,0.03
GA-173,Lanier County,Georgia,0.01,-0.04,67,0.05
GA-175,Laurens County,Georgia,-0.46,-0.56,37,0.1
