# Title: February 1973 - January 1974 Contiguous U.S. County Palmer Z-Index
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
GA-201,Miller County,Georgia,0.25,0.22,83,0.03
GA-205,Mitchell County,Georgia,0.48,0.42,93,0.06
GA-207,Monroe County,Georgia,0.69,0.66,104,0.03
GA-209,Montgomery County,Georgia,0.5,0.44,99,0.05
GA-211,Morgan County,Georgia,0.64,0.51,99,0.13
GA-213,Murray County,Georgia,1.18,1.2,121,-0.02
GA-215,Muscogee County,Georgia,0.82,0.87,110,-0.05
GA-217,Newton County,Georgia,0.54,0.45,98,0.09
GA-219,Oconee County,Georgia,0.21,0.15,80,0.06
GA-221,Oglethorpe County,Georgia,0.12,0.05,74,0.07
GA-223,Paulding County,Georgia,0.89,0.91,110,-0.02
GA-225,Peach County,Georgia,0.41,0.34,91,0.08
GA-227,Pickens County,Georgia,0.94,0.96,120,-0.03
GA-229,Pierce County,Georgia,0.58,0.57,102,0.01
GA-231,Pike County,Georgia,0.25,0.23,84,0.02
GA-233,Polk County,Georgia,0.9,0.94,116,-0.04
GA-235,Pulaski County,Georgia,-0.06,-0.11,62,0.05
GA-237,Putnam County,Georgia,0.63,0.48,99,0.14
GA-239,Quitman County,Georgia,0.35,0.34,90,0.02
GA-241,Rabun County,Georgia,1.04,1.04,123,-0
GA-243,Randolph County,Georgia,0.46,0.43,96,0.02
GA-245,Richmond County,Georgia,0.09,0.04,81,0.05
GA-247,Rockdale County,Georgia,0.49,0.44,97,0.05
GA-249,Schley County,Georgia,-0.01,-0.08,63,0.06
GA-251,Screven County,Georgia,0.39,0.32,92,0.06
GA-253,Seminole County,Georgia,0.19,0.15,81,0.04
GA-255,Spalding County,Georgia,0.15,0.14,80,0.01
GA-257,Stephens County,Georgia,0.74,0.75,110,-0.01
GA-259,Stewart County,Georgia,0.21,0.21,85,0
GA-261,Sumter County,Georgia,0,-0.05,60,0.06
GA-263,Talbot County,Georgia,0.4,0.41,91,-0.01
GA-265,Taliaferro County,Georgia,0.4,0.29,94,0.11
GA-267,Tattnall County,Georgia,0.56,0.51,99,0.05
GA-269,Taylor County,Georgia,0.47,0.41,91,0.06
GA-271,Telfair County,Georgia,0.44,0.4,93,0.05
GA-273,Terrell County,Georgia,0.41,0.36,91,0.05
GA-275,Thomas County,Georgia,0.5,0.44,100,0.06
GA-277,Tift County,Georgia,0.25,0.22,85,0.03
GA-279,Toombs County,Georgia,0.63,0.57,98,0.05
GA-281,Towns County,Georgia,1.06,1.05,122,0.01
GA-283,Treutlen County,Georgia,0.68,0.59,104,0.09
GA-285,Troup County,Georgia,0.85,0.86,113,-0.01
GA-287,Turner County,Georgia,0.11,0.04,73,0.06
GA-289,Twiggs County,Georgia,0.12,0.05,77,0.07
GA-291,Union County,Georgia,1.25,1.25,124,0
GA-293,Upson County,Georgia,0.59,0.55,96,0.04
GA-295,Walker County,Georgia,1.3,1.34,128,-0.04
GA-297,Walton County,Georgia,0.33,0.26,84,0.07
GA-299,Ware County,Georgia,0.99,0.99,124,-0
GA-301,Warren County,Georgia,0.28,0.18,86,0.11
GA-303,Washington County,Georgia,0.15,0.03,79,0.12
GA-305,Wayne County,Georgia,0.38,0.4,97,-0.02
GA-307,Webster County,Georgia,0.29,0.27,82,0.02
GA-309,Wheeler County,Georgia,0.44,0.39,97,0.06
GA-311,White County,Georgia,0.89,0.92,119,-0.03
GA-313,Whitfield County,Georgia,1.22,1.27,124,-0.05
GA-315,Wilcox County,Georgia,0.12,0.06,75,0.06
GA-317,Wilkes County,Georgia,0.59,0.51,101,0.08
GA-319,Wilkinson County,Georgia,0.02,-0.06,72,0.08
GA-321,Worth County,Georgia,0.36,0.29,85,0.07
ID-001,Ada County,Idaho,-0.25,-0.22,58,-0.03
ID-003,Adams County,Idaho,0.26,0.31,100,-0.05
ID-005,Bannock County,Idaho,0.95,0.86,109,0.09
ID-007,Bear Lake County,Idaho,0.84,0.81,106,0.03
ID-009,Benewah County,Idaho,0.1,0.15,84,-0.05
ID-011,Bingham County,Idaho,0.97,0.88,104,0.09
ID-013,Blaine County,Idaho,0.27,0.19,84,0.08
ID-015,Boise County,Idaho,-0.12,-0.09,64,-0.03
ID-017,Bonner County,Idaho,0.12,0.22,85,-0.1
ID-019,Bonneville County,Idaho,0.91,0.89,105,0.01
ID-021,Boundary County,Idaho,-0.02,0.06,75,-0.08
ID-023,Butte County,Idaho,0.52,0.48,92,0.04
ID-025,Camas County,Idaho,-0.25,-0.26,60,0.01
ID-027,Canyon County,Idaho,-0.26,-0.19,64,-0.07
ID-029,Caribou County,Idaho,0.85,0.84,111,0.01
ID-031,Cassia County,Idaho,0.79,0.7,100,0.09
ID-033,Clark County,Idaho,0.65,0.64,103,0.01
ID-035,Clearwater County,Idaho,-0.3,-0.27,49,-0.03
ID-037,Custer County,Idaho,0.37,0.3,83,0.07
ID-039,Elmore County,Idaho,-0.09,-0.08,71,-0.01
ID-041,Franklin County,Idaho,0.67,0.61,101,0.06
ID-043,Fremont County,Idaho,1.11,1.24,120,-0.13
ID-045,Gem County,Idaho,0.14,0.13,75,0.01
ID-047,Gooding County,Idaho,0.14,0.09,77,0.05
ID-049,Idaho County,Idaho,-0.22,-0.25,54,0.03
ID-051,Jefferson County,Idaho,0.83,0.78,109,0.05
ID-053,Jerome County,Idaho,0.36,0.22,81,0.14
ID-055,Kootenai County,Idaho,0.11,0.18,84,-0.06
ID-057,Latah County,Idaho,0.09,0.12,80,-0.03
ID-059,Lemhi County,Idaho,0.03,-0.11,73,0.14
ID-061,Lewis County,Idaho,-0.37,-0.41,49,0.03
ID-063,Lincoln County,Idaho,0.11,0.04,73,0.08
ID-065,Madison County,Idaho,0.89,0.89,105,0
ID-067,Minidoka County,Idaho,0.33,0.17,78,0.15
ID-069,Nez Perce County,Idaho,-0.16,-0.19,66,0.03
ID-071,Oneida County,Idaho,1.3,1.25,121,0.05
ID-073,Owyhee County,Idaho,0.03,0.01,66,0.03
ID-075,Payette County,Idaho,-0.06,-0.04,70,-0.03
ID-077,Power County,Idaho,0.94,0.75,104,0.18
ID-079,Shoshone County,Idaho,-0.15,-0.11,61,-0.04
ID-081,Teton County,Idaho,0.98,0.97,106,0.01
ID-083,Twin Falls County,Idaho,0.35,0.3,83,0.04
ID-085,Valley County,Idaho,0.4,0.4,99,-0
ID-087,Washington County,Idaho,0.18,0.17,85,0.01
IL-001,Adams County,Illinois,2.16,2.2,130,-0.04
IL-003,Alexander County,Illinois,1.15,1.24,122,-0.09
IL-005,Bond County,Illinois,0.99,0.94,110,0.04
IL-007,Boone County,Illinois,1.59,1.61,129,-0.02
IL-009,Brown County,Illinois,1.99,2.01,130,-0.02
IL-011,Bureau County,Illinois,1.2,1.17,120,0.03
IL-013,Calhoun County,Illinois,1.44,1.31,120,0.13
IL-015,Carroll County,Illinois,1.4,1.39,123,0.01
IL-017,Cass County,Illinois,1.85,1.89,128,-0.04
IL-019,Champaign County,Illinois,1.12,1.12,120,0
IL-021,Christian County,Illinois,1.43,1.39,126,0.04
IL-023,Clark County,Illinois,0.79,0.76,107,0.03
IL-025,Clay County,Illinois,1.12,1.1,114,0.02
IL-027,Clinton County,Illinois,0.92,0.85,106,0.06
IL-029,Coles County,Illinois,1.05,1.04,117,0.01
IL-031,Cook County,Illinois,0.5,0.52,91,-0.01
IL-033,Crawford County,Illinois,0.44,0.41,81,0.02
IL-035,Cumberland County,Illinois,0.78,0.77,105,0.01
IL-037,DeKalb County,Illinois,0.99,1.02,117,-0.03
IL-039,De Witt County,Illinois,1.04,0.97,119,0.07
IL-041,Douglas County,Illinois,1.39,1.39,127,0.01
IL-043,DuPage County,Illinois,0.37,0.39,78,-0.02
IL-045,Edgar County,Illinois,1.17,1.17,122,-0
IL-047,Edwards County,Illinois,0.63,0.66,100,-0.03
IL-049,Effingham County,Illinois,0.98,0.95,109,0.04
IL-051,Fayette County,Illinois,0.85,0.81,104,0.04
IL-053,Ford County,Illinois,0.5,0.46,91,0.03
IL-055,Franklin County,Illinois,0.78,0.78,105,-0
IL-057,Fulton County,Illinois,2.14,2.18,128,-0.04
IL-059,Gallatin County,Illinois,0.36,0.37,87,-0
IL-061,Greene County,Illinois,1.13,1.03,111,0.1
IL-063,Grundy County,Illinois,0.57,0.56,94,0
IL-065,Hamilton County,Illinois,0.42,0.41,84,0.01
IL-067,Hancock County,Illinois,2.03,2.03,129,-0.01
IL-069,Hardin County,Illinois,0.51,0.51,93,-0
IL-071,Henderson County,Illinois,1.77,1.74,128,0.04
IL-073,Henry County,Illinois,1.39,1.36,123,0.03
IL-075,Iroquois County,Illinois,0.53,0.52,98,0.01
IL-077,Jackson County,Illinois,0.9,0.94,109,-0.04
IL-079,Jasper County,Illinois,0.7,0.68,96,0.01
IL-081,Jefferson County,Illinois,0.72,0.73,101,-0.01
IL-083,Jersey County,Illinois,1.03,0.95,109,0.07
IL-085,Jo Daviess County,Illinois,1.12,1.09,117,0.02
IL-087,Johnson County,Illinois,0.63,0.68,100,-0.05
IL-089,Kane County,Illinois,0.74,0.78,107,-0.04
IL-091,Kankakee County,Illinois,0.69,0.64,100,0.05
IL-093,Kendall County,Illinois,0.47,0.48,86,-0.01
IL-095,Knox County,Illinois,1.74,1.74,129,0
IL-097,Lake County,Illinois,0.74,0.77,106,-0.04
IL-099,LaSalle County,Illinois,0.65,0.65,103,0
IL-101,Lawrence County,Illinois,0.49,0.48,86,0.01
IL-103,Lee County,Illinois,1.15,1.13,121,0.02
IL-105,Livingston County,Illinois,0.6,0.6,97,-0
IL-107,Logan County,Illinois,1.51,1.45,123,0.06
IL-109,McDonough County,Illinois,1.67,1.68,127,-0.01
IL-111,McHenry County,Illinois,1.25,1.29,124,-0.04
IL-113,McLean County,Illinois,0.86,0.83,114,0.03
IL-115,Macon County,Illinois,1.47,1.43,125,0.04
IL-117,Macoupin County,Illinois,1.25,1.21,123,0.04
IL-119,Madison County,Illinois,1,0.92,108,0.07
IL-121,Marion County,Illinois,1.05,1.01,113,0.04
IL-123,Marshall County,Illinois,1.01,0.99,117,0.01
IL-125,Mason County,Illinois,2.06,2.07,128,-0.02
IL-127,Massac County,Illinois,0.84,0.92,113,-0.08
IL-129,Menard County,Illinois,1.61,1.59,126,0.02
IL-131,Mercer County,Illinois,2.09,2.06,129,0.03
IL-133,Monroe County,Illinois,0.92,0.84,108,0.08
IL-135,Montgomery County,Illinois,1.51,1.48,126,0.03
IL-137,Morgan County,Illinois,1.81,1.78,127,0.02
IL-139,Moultrie County,Illinois,1.19,1.19,127,0
IL-141,Ogle County,Illinois,1.64,1.62,125,0.02
IL-143,Peoria County,Illinois,1.74,1.74,128,0
IL-145,Perry County,Illinois,0.71,0.69,99,0.02
IL-147,Piatt County,Illinois,1.23,1.21,123,0.02
IL-149,Pike County,Illinois,1.89,1.83,128,0.06
IL-151,Pope County,Illinois,0.63,0.66,97,-0.03
IL-153,Pulaski County,Illinois,0.93,1.04,118,-0.11
IL-155,Putnam County,Illinois,0.82,0.79,111,0.03
IL-157,Randolph County,Illinois,0.9,0.84,110,0.05
IL-159,Richland County,Illinois,0.94,0.92,106,0.02
IL-161,Rock Island County,Illinois,1.78,1.77,128,0.01
IL-163,St. Clair County,Illinois,0.88,0.8,102,0.08
IL-165,Saline County,Illinois,0.29,0.23,78,0.05
IL-167,Sangamon County,Illinois,1.4,1.35,121,0.05
IL-169,Schuyler County,Illinois,1.95,2.01,129,-0.06
IL-171,Scott County,Illinois,1.9,1.86,130,0.04
IL-173,Shelby County,Illinois,1.11,1.09,120,0.01
IL-175,Stark County,Illinois,1.44,1.39,123,0.06
IL-177,Stephenson County,Illinois,1.14,1.1,121,0.04
IL-179,Tazewell County,Illinois,1.61,1.6,127,0
IL-181,Union County,Illinois,0.99,1.07,119,-0.07
IL-183,Vermilion County,Illinois,1.15,1.15,121,-0
IL-185,Wabash County,Illinois,0.46,0.49,92,-0.02
IL-187,Warren County,Illinois,1.75,1.74,128,0.01
IL-189,Washington County,Illinois,0.9,0.87,106,0.03
IL-191,Wayne County,Illinois,0.86,0.87,111,-0.01
IL-193,White County,Illinois,0.35,0.34,78,0
IL-195,Whiteside County,Illinois,1.76,1.75,128,0.02
IL-197,Will County,Illinois,0.67,0.67,102,-0
IL-199,Williamson County,Illinois,0.62,0.62,98,0.01
IL-201,Winnebago County,Illinois,1.57,1.56,126,0.02
IL-203,Woodford County,Illinois,1.11,1.11,118,0.01
IN-001,Adams County,Indiana,0.38,0.27,74,0.11
IN-003,Allen County,Indiana,0.16,0.07,62,0.09
IN-005,Bartholomew County,Indiana,0.67,0.66,95,0
IN-007,Benton County,Indiana,0.48,0.48,91,-0
IN-009,Blackford County,Indiana,0.75,0.67,101,0.08
IN-011,Boone County,Indiana,1.13,1.13,119,-0
IN-013,Brown County,Indiana,0.67,0.65,96,0.02
IN-015,Carroll County,Indiana,0.98,0.92,113,0.06
IN-017,Cass County,Indiana,0.9,0.88,111,0.03
IN-019,Clark County,Indiana,1.22,1.27,121,-0.04
IN-021,Clay County,Indiana,0.99,0.99,115,-0
IN-023,Clinton County,Indiana,1.15,1.1,117,0.04
IN-025,Crawford County,Indiana,0.49,0.57,95,-0.08
IN-027,Daviess County,Indiana,0.49,0.45,85,0.04
IN-029,Dearborn County,Indiana,0.93,0.93,115,0
IN-031,Decatur County,Indiana,0.67,0.7,100,-0.03
IN-033,DeKalb County,Indiana,0.26,0.19,74,0.08
IN-035,Delaware County,Indiana,0.76,0.71,102,0.05
IN-037,Dubois County,Indiana,0.42,0.42,81,-0.01
IN-039,Elkhart County,Indiana,-0.57,-0.58,34,0.01
IN-041,Fayette County,Indiana,0.69,0.68,107,0.01
IN-043,Floyd County,Indiana,1.2,1.25,120,-0.06
IN-045,Fountain County,Indiana,1.06,1.08,117,-0.02
IN-047,Franklin County,Indiana,0.95,0.96,118,-0.01
IN-049,Fulton County,Indiana,0.08,0.04,64,0.04
IN-051,Gibson County,Indiana,0.59,0.62,98,-0.02
IN-053,Grant County,Indiana,1.07,1,112,0.07
IN-055,Greene County,Indiana,0.48,0.47,87,0.01
IN-057,Hamilton County,Indiana,1.24,1.2,120,0.03
IN-059,Hancock County,Indiana,0.73,0.69,103,0.04
IN-061,Harrison County,Indiana,0.95,1.02,116,-0.07
IN-063,Hendricks County,Indiana,0.81,0.82,107,-0.01
IN-065,Henry County,Indiana,0.31,0.28,78,0.04
IN-067,Howard County,Indiana,1.37,1.32,122,0.06
IN-069,Huntington County,Indiana,0.58,0.52,85,0.07
IN-071,Jackson County,Indiana,0.61,0.6,93,0.01
IN-073,Jasper County,Indiana,0.19,0.18,71,0.01
IN-075,Jay County,Indiana,0.48,0.44,89,0.04
IN-077,Jefferson County,Indiana,0.86,0.87,111,-0.02
IN-079,Jennings County,Indiana,0.74,0.77,100,-0.03
IN-081,Johnson County,Indiana,0.82,0.84,108,-0.02
IN-083,Knox County,Indiana,0.45,0.42,84,0.03
IN-085,Kosciusko County,Indiana,0.07,-0,63,0.07
IN-087,LaGrange County,Indiana,-0.23,-0.24,48,0.01
IN-089,Lake County,Indiana,0.37,0.38,86,-0.01
IN-091,LaPorte County,Indiana,-0.16,-0.13,56,-0.03
IN-093,Lawrence County,Indiana,0.56,0.58,92,-0.02
IN-095,Madison County,Indiana,1.1,1.05,118,0.05
IN-097,Marion County,Indiana,0.83,0.82,108,0.01
IN-099,Marshall County,Indiana,-0.24,-0.27,47,0.02
IN-101,Martin County,Indiana,0.56,0.57,90,-0.01
IN-103,Miami County,Indiana,0.92,0.88,114,0.04
IN-105,Monroe County,Indiana,0.57,0.55,92,0.02
IN-107,Montgomery County,Indiana,0.98,0.99,113,-0.01
IN-109,Morgan County,Indiana,0.76,0.74,102,0.02
IN-111,Newton County,Indiana,0.18,0.2,76,-0.02
IN-113,Noble County,Indiana,0.17,0.14,74,0.03
IN-115,Ohio County,Indiana,0.84,0.82,104,0.02
IN-117,Orange County,Indiana,0.62,0.68,93,-0.06
IN-119,Owen County,Indiana,0.86,0.83,106,0.03
IN-121,Parke County,Indiana,0.95,0.97,113,-0.02
IN-123,Perry County,Indiana,0.44,0.5,89,-0.05
IN-125,Pike County,Indiana,0.43,0.42,86,0
IN-127,Porter County,Indiana,0.06,0.1,69,-0.03
IN-129,Posey County,Indiana,0.43,0.45,88,-0.02
IN-131,Pulaski County,Indiana,0.42,0.41,83,0.01
IN-133,Putnam County,Indiana,0.91,0.93,110,-0.02
IN-135,Randolph County,Indiana,0.35,0.33,83,0.03
IN-137,Ripley County,Indiana,0.64,0.66,98,-0.03
IN-139,Rush County,Indiana,0.43,0.44,89,-0
IN-141,St. Joseph County,Indiana,-0.41,-0.38,41,-0.03
IN-143,Scott County,Indiana,0.91,0.96,114,-0.05
IN-145,Shelby County,Indiana,0.71,0.74,104,-0.03
IN-147,Spencer County,Indiana,0.35,0.39,83,-0.03
IN-149,Starke County,Indiana,0.02,0.02,66,0
IN-151,Steuben County,Indiana,0.01,-0.07,56,0.08
IN-153,Sullivan County,Indiana,0.52,0.49,90,0.03
IN-155,Switzerland County,Indiana,0.9,0.86,108,0.04
IN-157,Tippecanoe County,Indiana,0.9,0.86,110,0.04
IN-159,Tipton County,Indiana,1.47,1.42,122,0.05
IN-161,Union County,Indiana,0.91,0.89,115,0.02
IN-163,Vanderburgh County,Indiana,0.53,0.55,95,-0.02
IN-165,Vermillion County,Indiana,1.17,1.19,121,-0.02
IN-167,Vigo County,Indiana,0.95,0.95,112,0
IN-169,Wabash County,Indiana,0.9,0.86,112,0.05
IN-171,Warren County,Indiana,0.98,0.97,116,0
IN-173,Warrick County,Indiana,0.55,0.55,94,0
IN-175,Washington County,Indiana,0.53,0.59,93,-0.05
IN-177,Wayne County,Indiana,0.6,0.57,104,0.03
IN-179,Wells County,Indiana,0.49,0.4,82,0.09
IN-181,White County,Indiana,0.66,0.6,92,0.05
IN-183,Whitley County,Indiana,0.65,0.58,92,0.07
IA-001,Adair County,Iowa,2.13,2.1,130,0.03
IA-003,Adams County,Iowa,2.49,2.42,130,0.08
IA-005,Allamakee County,Iowa,0.63,0.48,90,0.15
IA-007,Appanoose County,Iowa,2,1.94,127,0.05
IA-009,Audubon County,Iowa,1.81,1.74,129,0.07
IA-011,Benton County,Iowa,0.55,0.54,95,0.01
IA-013,Black Hawk County,Iowa,0.65,0.63,101,0.02
IA-015,Boone County,Iowa,1.48,1.4,124,0.09
IA-017,Bremer County,Iowa,0.7,0.67,99,0.04
IA-019,Buchanan County,Iowa,0.58,0.57,93,0.01
IA-021,Buena Vista County,Iowa,0.84,0.74,102,0.1
IA-023,Butler County,Iowa,1,0.95,110,0.05
IA-025,Calhoun County,Iowa,1.87,1.74,128,0.13
IA-027,Carroll County,Iowa,1.92,1.81,128,0.11
IA-029,Cass County,Iowa,1.81,1.75,127,0.06
IA-031,Cedar County,Iowa,1.7,1.71,129,-0.01
IA-033,Cerro Gordo County,Iowa,0.93,0.8,102,0.13
IA-035,Cherokee County,Iowa,0.49,0.41,85,0.08
IA-037,Chickasaw County,Iowa,0.51,0.4,84,0.11
IA-039,Clarke County,Iowa,1.81,1.76,128,0.05
IA-041,Clay County,Iowa,0.9,0.79,108,0.11
IA-043,Clayton County,Iowa,0.47,0.39,80,0.08
IA-045,Clinton County,Iowa,1.92,1.89,130,0.03
IA-047,Crawford County,Iowa,1.38,1.27,119,0.11
IA-049,Dallas County,Iowa,1.74,1.69,126,0.05
IA-051,Davis County,Iowa,2.24,2.19,130,0.05
IA-053,Decatur County,Iowa,1.91,1.83,128,0.07
IA-055,Delaware County,Iowa,0.6,0.61,98,-0.01
IA-057,Des Moines County,Iowa,2.07,2.04,129,0.04
IA-059,Dickinson County,Iowa,0.51,0.37,83,0.14
IA-061,Dubuque County,Iowa,0.82,0.79,109,0.03
IA-063,Emmet County,Iowa,0.7,0.55,96,0.15
IA-065,Fayette County,Iowa,0.64,0.54,96,0.1
IA-067,Floyd County,Iowa,0.88,0.78,102,0.09
IA-069,Franklin County,Iowa,1.16,1.07,112,0.1
IA-071,Fremont County,Iowa,1.82,1.77,126,0.05
IA-073,Greene County,Iowa,1.94,1.83,129,0.11
IA-075,Grundy County,Iowa,0.98,0.93,112,0.05
IA-077,Guthrie County,Iowa,1.95,1.89,129,0.06
IA-079,Hamilton County,Iowa,1.21,1.08,112,0.13
IA-081,Hancock County,Iowa,1.05,0.94,110,0.1
IA-083,Hardin County,Iowa,1.13,1.06,111,0.08
IA-085,Harrison County,Iowa,1.18,1.03,109,0.15
IA-087,Henry County,Iowa,2.27,2.26,130,0.01
IA-089,Howard County,Iowa,0.79,0.68,100,0.1
IA-091,Humboldt County,Iowa,1.32,1.19,116,0.13
IA-093,Ida County,Iowa,0.74,0.68,98,0.06
IA-095,Iowa County,Iowa,0.97,0.93,108,0.04
IA-097,Jackson County,Iowa,1.2,1.17,120,0.03
IA-099,Jasper County,Iowa,1.05,1.01,111,0.03
IA-101,Jefferson County,Iowa,1.87,1.83,129,0.04
IA-103,Johnson County,Iowa,1.34,1.33,121,0.01
IA-105,Jones County,Iowa,1.32,1.33,122,-0.01
IA-107,Keokuk County,Iowa,1.46,1.38,124,0.08
IA-109,Kossuth County,Iowa,1.03,0.9,111,0.14
IA-111,Lee County,Iowa,2.3,2.31,130,-0.01
IA-113,Linn County,Iowa,0.89,0.95,112,-0.06
IA-115,Louisa County,Iowa,2.02,1.98,128,0.04
IA-117,Lucas County,Iowa,1.94,1.93,130,0.01
IA-119,Lyon County,Iowa,0.17,0.03,67,0.14
IA-121,Madison County,Iowa,1.89,1.87,128,0.02
IA-123,Mahaska County,Iowa,1.44,1.43,124,0.01
IA-125,Marion County,Iowa,1.89,1.87,130,0.02
IA-127,Marshall County,Iowa,0.86,0.81,104,0.05
IA-129,Mills County,Iowa,1.54,1.52,126,0.02
IA-131,Mitchell County,Iowa,0.88,0.77,103,0.11
IA-133,Monona County,Iowa,1.02,0.79,104,0.23
IA-135,Monroe County,Iowa,1.92,1.91,129,0.01
IA-137,Montgomery County,Iowa,1.85,1.83,128,0.02
IA-139,Muscatine County,Iowa,1.71,1.66,127,0.05
IA-141,O&#039;Brien County,Iowa,0.81,0.66,98,0.14
IA-143,Osceola County,Iowa,0.31,0.18,75,0.14
IA-145,Page County,Iowa,1.96,1.94,128,0.02
IA-147,Palo Alto County,Iowa,0.98,0.82,107,0.17
IA-149,Plymouth County,Iowa,0.3,0.11,68,0.18
IA-151,Pocahontas County,Iowa,1.41,1.26,118,0.14
IA-153,Polk County,Iowa,1.47,1.42,125,0.06
IA-155,Pottawattamie County,Iowa,1.57,1.51,125,0.06
IA-157,Poweshiek County,Iowa,0.76,0.74,99,0.02
IA-159,Ringgold County,Iowa,1.98,1.88,128,0.1
IA-161,Sac County,Iowa,1.33,1.25,119,0.08
IA-163,Scott County,Iowa,1.65,1.63,128,0.02
IA-165,Shelby County,Iowa,1.73,1.64,127,0.09
IA-167,Sioux County,Iowa,0.31,0.13,75,0.17
IA-169,Story County,Iowa,1.24,1.18,116,0.06
IA-171,Tama County,Iowa,0.52,0.49,90,0.03
IA-173,Taylor County,Iowa,2.12,2.04,129,0.08
IA-175,Union County,Iowa,2.18,2.11,130,0.07
IA-177,Van Buren County,Iowa,2.42,2.42,130,-0
IA-179,Wapello County,Iowa,1.79,1.75,129,0.04
IA-181,Warren County,Iowa,1.89,1.85,128,0.03
IA-183,Washington County,Iowa,1.62,1.56,126,0.07
IA-185,Wayne County,Iowa,1.68,1.64,125,0.04
IA-187,Webster County,Iowa,1.56,1.43,122,0.13
IA-189,Winnebago County,Iowa,1.1,1.01,114,0.09
IA-191,Winneshiek County,Iowa,0.68,0.55,93,0.13
IA-193,Woodbury County,Iowa,0.79,0.57,92,0.23
IA-195,Worth County,Iowa,1.04,0.9,111,0.14
IA-197,Wright County,Iowa,1.26,1.13,114,0.13
KS-001,Allen County,Kansas,1.86,1.79,128,0.07
KS-003,Anderson County,Kansas,1.69,1.67,129,0.02
KS-005,Atchison County,Kansas,2.29,2.22,130,0.07
KS-007,Barber County,Kansas,1.37,1.28,124,0.09
KS-009,Barton County,Kansas,2.52,2.38,130,0.14
KS-011,Bourbon County,Kansas,1.59,1.51,127,0.08
KS-013,Brown County,Kansas,2.52,2.47,130,0.05
KS-015,Butler County,Kansas,1.23,1.19,123,0.04
KS-017,Chase County,Kansas,1.63,1.57,128,0.06
KS-019,Chautauqua County,Kansas,1.08,1.01,112,0.07
KS-021,Cherokee County,Kansas,1.2,1.1,119,0.1
KS-023,Cheyenne County,Kansas,1.46,1.28,122,0.18
KS-025,Clark County,Kansas,1.91,1.81,128,0.1
KS-027,Clay County,Kansas,2.14,2.11,128,0.03
KS-029,Cloud County,Kansas,2.42,2.42,129,0
KS-031,Coffey County,Kansas,1.52,1.51,126,0.01
KS-033,Comanche County,Kansas,1.9,1.84,130,0.05
KS-035,Cowley County,Kansas,0.98,0.89,107,0.09
KS-037,Crawford County,Kansas,1.23,1.13,121,0.1
KS-039,Decatur County,Kansas,2.14,2.04,127,0.1
KS-041,Dickinson County,Kansas,2.31,2.24,129,0.07
KS-043,Doniphan County,Kansas,2.45,2.4,130,0.05
KS-045,Douglas County,Kansas,2.03,1.96,130,0.07
KS-047,Edwards County,Kansas,2.39,2.25,130,0.13
KS-049,Elk County,Kansas,1.03,0.95,115,0.08
KS-051,Ellis County,Kansas,2.27,2.14,128,0.13
KS-053,Ellsworth County,Kansas,2.7,2.59,130,0.1
KS-055,Finney County,Kansas,1.2,1.11,120,0.08
KS-057,Ford County,Kansas,2.26,2.17,130,0.1
KS-059,Franklin County,Kansas,1.73,1.7,126,0.03
KS-061,Geary County,Kansas,2,1.92,129,0.07
KS-063,Gove County,Kansas,1.66,1.57,126,0.08
KS-065,Graham County,Kansas,1.74,1.64,123,0.1
KS-067,Grant County,Kansas,0.97,0.86,112,0.1
KS-069,Gray County,Kansas,1.5,1.41,124,0.09
KS-071,Greeley County,Kansas,0.97,0.76,106,0.21
KS-073,Greenwood County,Kansas,1.44,1.41,124,0.03
KS-075,Hamilton County,Kansas,0.76,0.57,99,0.18
KS-077,Harper County,Kansas,1.47,1.38,125,0.09
KS-079,Harvey County,Kansas,1.66,1.62,128,0.04
KS-081,Haskell County,Kansas,1.6,1.52,124,0.08
KS-083,Hodgeman County,Kansas,2.11,1.97,128,0.14
KS-085,Jackson County,Kansas,2.28,2.16,130,0.12
KS-087,Jefferson County,Kansas,2.12,2.03,130,0.09
KS-089,Jewell County,Kansas,2.37,2.37,128,-0
KS-091,Johnson County,Kansas,2.1,2.03,129,0.07
KS-093,Kearny County,Kansas,1.12,0.99,115,0.13
KS-095,Kingman County,Kansas,1.49,1.43,125,0.07
KS-097,Kiowa County,Kansas,2.25,2.16,130,0.09
KS-099,Labette County,Kansas,1.35,1.29,123,0.06
KS-101,Lane County,Kansas,1.69,1.61,124,0.08
KS-103,Leavenworth County,Kansas,1.93,1.86,129,0.08
KS-105,Lincoln County,Kansas,2.67,2.6,128,0.07
KS-107,Linn County,Kansas,1.82,1.8,130,0.02
KS-109,Logan County,Kansas,1.54,1.46,123,0.09
KS-111,Lyon County,Kansas,1.89,1.86,129,0.03
KS-113,McPherson County,Kansas,2.08,1.97,129,0.11
KS-115,Marion County,Kansas,1.82,1.73,129,0.09
KS-117,Marshall County,Kansas,2.07,1.94,128,0.12
KS-119,Meade County,Kansas,1.92,1.82,126,0.1
KS-121,Miami County,Kansas,1.99,1.94,130,0.04
KS-123,Mitchell County,Kansas,2.48,2.45,128,0.03
KS-125,Montgomery County,Kansas,1.47,1.4,124,0.06
KS-127,Morris County,Kansas,1.99,1.91,129,0.07
KS-129,Morton County,Kansas,0.81,0.7,110,0.12
