agg_level_desc,reference_period_desc,unit_desc,state_name,statisticcat_desc,week_ending,watershed_code,county_ansi,state_fips_code,county_code,congr_district_code,country_name,domain_desc,state_ansi,country_code,source_desc,commodity_desc,zip_5,domaincat_desc,asd_code,end_code,region_desc,group_desc,county_name,Value,watershed_desc,prodn_practice_desc,sector_desc,load_time,freq_desc,state_alpha,asd_desc,util_practice_desc,class_desc,begin_code,short_desc,location_desc,year,CV (%)
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,IRRIGATION STATUS,17,9000,CENSUS,CROP TOTALS,,IRRIGATION STATUS: (NONE ON OPERATION),,00,,CROP TOTALS,,"12,220,458,000",,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2017,3.2
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,IRRIGATION STATUS,17,9000,CENSUS,CROP TOTALS,,IRRIGATION STATUS: (NONE ON OPERATION),,00,,CROP TOTALS,,"12,474,106,000",,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2012,1.6
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,IRRIGATION STATUS,17,9000,CENSUS,CROP TOTALS,,IRRIGATION STATUS: (NONE ON OPERATION),,00,,CROP TOTALS,,"9,634,515,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2007,
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,IRRIGATION STATUS,17,9000,CENSUS,CROP TOTALS,,IRRIGATION STATUS: (NONE ON OPERATION),,00,,CROP TOTALS,,"5,161,133,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2002,
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,IRRIGATION STATUS,17,9000,CENSUS,CROP TOTALS,,IRRIGATION STATUS: (NONE ON OPERATION),,00,,CROP TOTALS,,"5,988,827,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,1997,
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (111),,00,,CROP TOTALS,,"21,707,015,000",,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2022,1.1
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (111),,00,,CROP TOTALS,,"13,373,405,000",,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2017,2.9
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (111),,00,,CROP TOTALS,,"13,662,673,000",,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2012,1.5
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (111),,00,,CROP TOTALS,,"10,513,159,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2007,
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (111),,00,,CROP TOTALS,,"5,601,867,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2002,
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (1111),,00,,CROP TOTALS,,"21,046,684,000",,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2022,1.3
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (1111),,00,,CROP TOTALS,,"12,824,346,000",,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2017,2.9
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (1111),,00,,CROP TOTALS,,"13,152,191,000",,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2012,1.5
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (1111),,00,,CROP TOTALS,,"9,944,291,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2007,
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (1111),,00,,CROP TOTALS,,"5,085,937,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2002,
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (11111),,00,,CROP TOTALS,,"2,536,761,000",,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2022,5.3
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (11111),,00,,CROP TOTALS,,"2,660,348,000",,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2017,4.3
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (11111),,00,,CROP TOTALS,,"2,587,484,000",,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2012,2.4
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (11111),,00,,CROP TOTALS,,"432,296,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2007,
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (11111),,00,,CROP TOTALS,,"992,802,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2002,
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (11112),,00,,CROP TOTALS,,                 (D),,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2022,(D)
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (11112),,00,,CROP TOTALS,,                 (D),,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2007,
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (11112),,00,,CROP TOTALS,,"20,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2002,
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (11113),,00,,CROP TOTALS,,                 (D),,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2017,(D)
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (11114),,00,,CROP TOTALS,,                 (D),,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2022,(D)
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (11114),,00,,CROP TOTALS,,                 (D),,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2017,(D)
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (11114),,00,,CROP TOTALS,,                 (D),,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2012,(D)
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (11114),,00,,CROP TOTALS,,                 (D),,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2007,
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (11114),,00,,CROP TOTALS,,"2,139,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2002,
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (11115),,00,,CROP TOTALS,,"16,689,065,000",,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2022,1.5
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (11115),,00,,CROP TOTALS,,"8,722,722,000",,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2017,3.9
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (11115),,00,,CROP TOTALS,,"9,464,215,000",,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2012,1.5
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (11115),,00,,CROP TOTALS,,"8,566,205,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2007,
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (11115),,00,,CROP TOTALS,,"3,877,318,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2002,
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (11116),,00,,CROP TOTALS,,                 (D),,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2012,(D)
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (11116),,00,,CROP TOTALS,,                 (D),,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2007,
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (11119),,00,,CROP TOTALS,,"1,809,101,000",,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2022,7.0
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (11119),,00,,CROP TOTALS,,"1,435,032,000",,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2017,4.8
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (11119),,00,,CROP TOTALS,,"1,068,974,000",,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2012,2.6
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (11119),,00,,CROP TOTALS,,"934,649,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2007,
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (11119),,00,,CROP TOTALS,,"213,657,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2002,
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (1112),,00,,CROP TOTALS,,"156,119,000",,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2022,2.6
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (1112),,00,,CROP TOTALS,,"101,317,000",,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2017,36.0
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (1112),,00,,CROP TOTALS,,"99,953,000",,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2012,8.6
STATE,YEAR,$,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,NAICS CLASSIFICATION,17,9000,CENSUS,CROP TOTALS,,NAICS CLASSIFICATION: (1112),,00,,CROP TOTALS,,"73,490,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",ILLINOIS,2007,
