group_desc,region_desc,end_code,asd_code,domaincat_desc,load_time,prodn_practice_desc,sector_desc,watershed_desc,Value,county_name,class_desc,begin_code,util_practice_desc,asd_desc,state_alpha,freq_desc,CV (%),year,location_desc,short_desc,week_ending,statisticcat_desc,unit_desc,state_name,reference_period_desc,agg_level_desc,congr_district_code,county_code,state_fips_code,county_ansi,watershed_code,state_ansi,domain_desc,country_name,zip_5,commodity_desc,country_code,source_desc
CROP TOTALS,,00,,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"490,549,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2002,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,IRRIGATION STATUS,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"377,001,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,1997,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,IRRIGATION STATUS,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,IRRIGATION STATUS: (NONE ON OPERATION),2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"3,754,697,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,78.6,2022,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,IRRIGATION STATUS,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,IRRIGATION STATUS: (NONE ON OPERATION),2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"2,431,752,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,6.5,2017,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,IRRIGATION STATUS,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,IRRIGATION STATUS: (NONE ON OPERATION),2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"3,229,380,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,1.8,2012,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,IRRIGATION STATUS,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,IRRIGATION STATUS: (NONE ON OPERATION),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"1,711,537,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,IRRIGATION STATUS,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,IRRIGATION STATUS: (NONE ON OPERATION),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"1,161,329,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2002,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,IRRIGATION STATUS,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,IRRIGATION STATUS: (NONE ON OPERATION),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"1,331,847,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,1997,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,IRRIGATION STATUS,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (111),2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"6,605,164,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,51.6,2022,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (111),2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"4,311,087,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,4.3,2017,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (111),2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"5,141,136,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,1.5,2012,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (111),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"3,152,033,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (111),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"2,230,649,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2002,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (1111),2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"3,907,117,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,77.1,2022,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (1111),2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"2,382,532,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,6.4,2017,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (1111),2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"3,420,907,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,1.5,2012,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (1111),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"1,578,283,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (1111),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"879,276,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2002,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (11111),2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"715,817,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,32.2,2022,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (11111),2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"522,422,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,23.9,2017,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (11111),2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"393,542,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,2.6,2012,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (11111),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"195,498,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (11111),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"300,449,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2002,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (11112),2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"21,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,(L),2022,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (11112),2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"39,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,67.5,2017,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (11112),2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,                 (D),,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,(D),2012,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (11112),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,                 (D),,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (11112),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,                 (D),,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2002,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (11113),2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"52,751,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,(H),2022,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (11113),2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"26,859,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,10.8,2017,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (11113),2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,                 (D),,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,(D),2012,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (11113),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,                 (D),,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (11113),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"29,511,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2002,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (11114),2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"10,798,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,(H),2022,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (11114),2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"4,476,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,17.0,2017,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (11114),2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"13,055,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,14.1,2012,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (11114),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"9,583,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (11114),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,                 (D),,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2002,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (11115),2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"1,700,970,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,44.8,2022,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (11115),2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"886,323,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,5.0,2017,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (11115),2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"1,644,333,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,1.4,2012,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (11115),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"713,337,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (11115),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"370,532,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2002,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (11119),2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"1,426,759,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,(H),2022,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (11119),2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"942,413,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,4.5,2017,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (11119),2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"1,360,028,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,2.0,2012,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (11119),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"654,081,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,NAICS CLASSIFICATION: (11119),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,"171,486,000",,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2002,MICHIGAN,"CROP TOTALS - SALES, MEASURED IN $",,SALES,$,MICHIGAN,YEAR,STATE,,,26,,00000000,26,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS
