week_ending,state_ansi,county_code,begin_code,county_name,end_code,Value,country_name,asd_code,reference_period_desc,state_alpha,location_desc,state_fips_code,county_ansi,util_practice_desc,domain_desc,freq_desc,congr_district_code,year,unit_desc,region_desc,group_desc,CV (%),commodity_desc,domaincat_desc,short_desc,statisticcat_desc,source_desc,zip_5,watershed_code,class_desc,watershed_desc,agg_level_desc,state_name,country_code,load_time,sector_desc,prodn_practice_desc,asd_desc
,05,,00,,00,"443,511,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,2002,$,,CROP TOTALS,,CROP TOTALS,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"469,944,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,1997,$,,CROP TOTALS,,CROP TOTALS,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"182,316,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,2022,$,,CROP TOTALS,14.9,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"157,929,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,2017,$,,CROP TOTALS,7.5,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"165,064,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,2012,$,,CROP TOTALS,3.0,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"170,370,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,2007,$,,CROP TOTALS,,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"108,286,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,2002,$,,CROP TOTALS,,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"194,452,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,1997,$,,CROP TOTALS,,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"5,286,247,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2022,$,,CROP TOTALS,7.4,CROP TOTALS,NAICS CLASSIFICATION: (111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"3,576,209,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2017,$,,CROP TOTALS,5.0,CROP TOTALS,NAICS CLASSIFICATION: (111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"4,799,143,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2012,$,,CROP TOTALS,5.6,CROP TOTALS,NAICS CLASSIFICATION: (111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"2,865,101,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2007,$,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"1,601,586,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2002,$,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"4,639,905,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2022,$,,CROP TOTALS,6.6,CROP TOTALS,NAICS CLASSIFICATION: (1111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"3,119,008,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2017,$,,CROP TOTALS,6.2,CROP TOTALS,NAICS CLASSIFICATION: (1111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"4,290,901,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2012,$,,CROP TOTALS,5.4,CROP TOTALS,NAICS CLASSIFICATION: (1111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"2,261,196,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2007,$,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (1111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"1,093,968,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2002,$,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (1111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"1,826,508,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2022,$,,CROP TOTALS,8.5,CROP TOTALS,NAICS CLASSIFICATION: (11111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"1,523,694,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2017,$,,CROP TOTALS,6.5,CROP TOTALS,NAICS CLASSIFICATION: (11111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"1,232,457,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2012,$,,CROP TOTALS,3.6,CROP TOTALS,NAICS CLASSIFICATION: (11111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"281,874,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2007,$,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (11111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"453,579,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2002,$,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (11111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,                 (D),UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2002,$,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (11113),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"4,576,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2022,$,,CROP TOTALS,23.3,CROP TOTALS,NAICS CLASSIFICATION: (11114),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"745,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2017,$,,CROP TOTALS,7.4,CROP TOTALS,NAICS CLASSIFICATION: (11114),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"9,213,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2012,$,,CROP TOTALS,28.3,CROP TOTALS,NAICS CLASSIFICATION: (11114),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"10,387,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2007,$,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (11114),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,                 (D),UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2002,$,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (11114),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"159,381,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2022,$,,CROP TOTALS,10.1,CROP TOTALS,NAICS CLASSIFICATION: (11115),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"83,542,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2017,$,,CROP TOTALS,24.4,CROP TOTALS,NAICS CLASSIFICATION: (11115),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"348,934,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2012,$,,CROP TOTALS,9.5,CROP TOTALS,NAICS CLASSIFICATION: (11115),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"193,512,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2007,$,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (11115),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"30,195,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2002,$,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (11115),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"1,107,161,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2022,$,,CROP TOTALS,6.6,CROP TOTALS,NAICS CLASSIFICATION: (11116),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"799,198,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2017,$,,CROP TOTALS,11.1,CROP TOTALS,NAICS CLASSIFICATION: (11116),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"1,040,132,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2012,$,,CROP TOTALS,1.6,CROP TOTALS,NAICS CLASSIFICATION: (11116),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"936,246,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2007,$,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (11116),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,                 (D),UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2002,$,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (11116),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"1,542,278,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2022,$,,CROP TOTALS,8.3,CROP TOTALS,NAICS CLASSIFICATION: (11119),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"711,830,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2017,$,,CROP TOTALS,9.7,CROP TOTALS,NAICS CLASSIFICATION: (11119),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"1,660,165,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2012,$,,CROP TOTALS,12.9,CROP TOTALS,NAICS CLASSIFICATION: (11119),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"839,176,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2007,$,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (11119),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"314,719,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2002,$,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (11119),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"64,045,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2022,$,,CROP TOTALS,17.6,CROP TOTALS,NAICS CLASSIFICATION: (1112),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"42,896,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2017,$,,CROP TOTALS,3.4,CROP TOTALS,NAICS CLASSIFICATION: (1112),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"35,424,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2012,$,,CROP TOTALS,38.1,CROP TOTALS,NAICS CLASSIFICATION: (1112),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
,05,,00,,00,"36,827,000",UNITED STATES,,YEAR,AR,ARKANSAS,05,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2007,$,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (1112),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,ARKANSAS,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,
