state_fips_code,county_code,congr_district_code,watershed_code,county_ansi,statisticcat_desc,week_ending,unit_desc,state_name,reference_period_desc,agg_level_desc,commodity_desc,zip_5,country_code,source_desc,domain_desc,state_ansi,country_name,sector_desc,prodn_practice_desc,load_time,Value,watershed_desc,county_name,end_code,region_desc,group_desc,asd_code,domaincat_desc,year,CV (%),location_desc,short_desc,begin_code,class_desc,asd_desc,state_alpha,util_practice_desc,freq_desc
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,IRRIGATION STATUS,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,"787,942,000",,,00,,CROP TOTALS,,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),2002,,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,IRRIGATION STATUS,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,"801,166,000",,,00,,CROP TOTALS,,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),1997,,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,IRRIGATION STATUS,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,"470,700,000",,,00,,CROP TOTALS,,IRRIGATION STATUS: (NONE ON OPERATION),2022,24.1,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,IRRIGATION STATUS,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,"372,011,000",,,00,,CROP TOTALS,,IRRIGATION STATUS: (NONE ON OPERATION),2017,8.0,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,IRRIGATION STATUS,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,"354,167,000",,,00,,CROP TOTALS,,IRRIGATION STATUS: (NONE ON OPERATION),2012,4.1,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,IRRIGATION STATUS,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,"353,840,000",,,00,,CROP TOTALS,,IRRIGATION STATUS: (NONE ON OPERATION),2007,,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,IRRIGATION STATUS,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,"98,183,000",,,00,,CROP TOTALS,,IRRIGATION STATUS: (NONE ON OPERATION),2002,,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,IRRIGATION STATUS,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,"207,296,000",,,00,,CROP TOTALS,,IRRIGATION STATUS: (NONE ON OPERATION),1997,,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,"2,693,934,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (111),2022,17.0,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,"2,102,250,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (111),2017,6.1,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,"2,285,020,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (111),2012,5.7,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,"1,874,830,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (111),2007,,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,"1,148,616,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (111),2002,,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,"1,426,893,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (1111),2022,21.3,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,"1,112,857,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (1111),2017,8.4,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,"1,369,162,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (1111),2012,3.3,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,"950,419,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (1111),2007,,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,"375,781,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (1111),2002,,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,"963,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11111),2022,13.5,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,"151,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11111),2017,5.2,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,"25,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11111),2012,65.0,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,"290,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11111),2007,,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,"28,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11111),2002,,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,"4,217,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11112),2022,20.9,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,"2,346,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11112),2017,4.7,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,                 (D),,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11112),2012,(D),COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,                 (D),,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11112),2007,,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,"3,372,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11112),2002,,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,"4,416,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11113),2022,93.3,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,"7,876,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11113),2017,39.6,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,                 (D),,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11113),2012,(D),COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,                 (D),,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11113),2007,,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,"9,397,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11113),2002,,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,"171,629,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11114),2022,45.9,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,"181,893,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11114),2017,13.5,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,                 (D),,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11114),2012,(D),COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,"336,615,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11114),2007,,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,"94,756,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11114),2002,,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,"971,705,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11115),2022,32.2,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,"646,773,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11115),2017,13.5,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,"817,927,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11115),2012,3.1,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,"411,375,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11115),2007,,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,"233,803,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11115),2002,,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,"273,963,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11119),2022,16.9,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,"273,818,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11119),2017,5.8,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,"182,360,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11119),2012,8.8,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,"197,341,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11119),2007,,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,"34,424,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11119),2002,,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
08,,,00000000,,SALES,,$,COLORADO,YEAR,STATE,CROP TOTALS,,9000,CENSUS,NAICS CLASSIFICATION,08,UNITED STATES,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,"517,522,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (1112),2022,30.1,COLORADO,"CROP TOTALS - SALES, MEASURED IN $",00,ALL CLASSES,,CO,ALL UTILIZATION PRACTICES,ANNUAL
