region_desc,unit_desc,year,congr_district_code,freq_desc,domain_desc,util_practice_desc,county_ansi,state_fips_code,state_alpha,location_desc,reference_period_desc,country_name,asd_code,Value,end_code,county_name,begin_code,county_code,week_ending,state_ansi,prodn_practice_desc,asd_desc,sector_desc,load_time,country_code,state_name,agg_level_desc,watershed_desc,class_desc,watershed_code,zip_5,source_desc,statisticcat_desc,short_desc,domaincat_desc,CV (%),commodity_desc,group_desc
,$,2022,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,"4,591,837,000",00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111),5.3,CROP TOTALS,CROP TOTALS
,$,2017,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,"3,225,340,000",00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111),3.5,CROP TOTALS,CROP TOTALS
,$,2012,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,"3,152,712,000",00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111),2.3,CROP TOTALS,CROP TOTALS
,$,2007,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,"2,942,483,000",00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111),,CROP TOTALS,CROP TOTALS
,$,2002,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,"2,164,481,000",00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111),,CROP TOTALS,CROP TOTALS
,$,2022,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,"384,730,000",00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (1111),17.4,CROP TOTALS,CROP TOTALS
,$,2017,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,"222,890,000",00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (1111),14.7,CROP TOTALS,CROP TOTALS
,$,2012,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,"393,726,000",00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (1111),7.9,CROP TOTALS,CROP TOTALS
,$,2007,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,"237,517,000",00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (1111),,CROP TOTALS,CROP TOTALS
,$,2002,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,"95,103,000",00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (1111),,CROP TOTALS,CROP TOTALS
,$,2022,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,                 (D),00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11111),(D),CROP TOTALS,CROP TOTALS
,$,2017,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,                 (D),00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11112),(D),CROP TOTALS,CROP TOTALS
,$,2012,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,                 (D),00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11112),(D),CROP TOTALS,CROP TOTALS
,$,2007,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,                 (D),00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11112),,CROP TOTALS,CROP TOTALS
,$,2002,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,                 (D),00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11112),,CROP TOTALS,CROP TOTALS
,$,2022,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,                 (D),00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11113),(D),CROP TOTALS,CROP TOTALS
,$,2017,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,                 (D),00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11113),(D),CROP TOTALS,CROP TOTALS
,$,2012,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,                 (D),00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11113),(D),CROP TOTALS,CROP TOTALS
,$,2007,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,                 (D),00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11113),,CROP TOTALS,CROP TOTALS
,$,2002,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,                 (D),00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11113),,CROP TOTALS,CROP TOTALS
,$,2022,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,"340,300,000",00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11114),18.0,CROP TOTALS,CROP TOTALS
,$,2017,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,"178,006,000",00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11114),15.8,CROP TOTALS,CROP TOTALS
,$,2012,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,"299,332,000",00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11114),8.1,CROP TOTALS,CROP TOTALS
,$,2007,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,"207,015,000",00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11114),,CROP TOTALS,CROP TOTALS
,$,2002,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,"85,481,000",00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11114),,CROP TOTALS,CROP TOTALS
,$,2022,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,"18,588,000",00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11115),27.8,CROP TOTALS,CROP TOTALS
,$,2017,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,                 (D),00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11115),(D),CROP TOTALS,CROP TOTALS
,$,2012,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,"28,677,000",00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11115),11.1,CROP TOTALS,CROP TOTALS
,$,2007,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,                 (D),00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11115),,CROP TOTALS,CROP TOTALS
,$,2002,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,"4,588,000",00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11115),,CROP TOTALS,CROP TOTALS
,$,2022,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,"25,631,000",00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11119),20.1,CROP TOTALS,CROP TOTALS
,$,2017,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,"24,213,000",00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11119),18.5,CROP TOTALS,CROP TOTALS
,$,2012,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,"62,120,000",00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11119),12.8,CROP TOTALS,CROP TOTALS
,$,2007,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,"23,380,000",00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11119),,CROP TOTALS,CROP TOTALS
,$,2002,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,"4,420,000",00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11119),,CROP TOTALS,CROP TOTALS
,$,2022,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,"708,659,000",00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (1112),9.6,CROP TOTALS,CROP TOTALS
,$,2017,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,"521,387,000",00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (1112),6.3,CROP TOTALS,CROP TOTALS
,$,2012,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,"475,391,000",00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (1112),7.1,CROP TOTALS,CROP TOTALS
,$,2007,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,"333,503,000",00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (1112),,CROP TOTALS,CROP TOTALS
,$,2002,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,"364,828,000",00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (1112),,CROP TOTALS,CROP TOTALS
,$,2022,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,"217,687,000",00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111211),7.1,CROP TOTALS,CROP TOTALS
,$,2017,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,41,OR,OREGON,YEAR,UNITED STATES,,"141,481,000",00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,9000,OREGON,STATE,,ALL CLASSES,00000000,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111211),3.0,CROP TOTALS,CROP TOTALS
