prodn_practice_desc,sector_desc,load_time,Value,watershed_desc,county_name,end_code,region_desc,group_desc,asd_code,domaincat_desc,year,CV (%),location_desc,short_desc,class_desc,begin_code,state_alpha,util_practice_desc,asd_desc,freq_desc,state_fips_code,county_code,congr_district_code,watershed_code,county_ansi,statisticcat_desc,week_ending,state_name,unit_desc,reference_period_desc,agg_level_desc,commodity_desc,zip_5,source_desc,country_code,domain_desc,state_ansi,country_name
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"275,625,000",,,00,,CROP TOTALS,,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),1997,,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,IRRIGATION STATUS,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,"7,708,816,000",,,00,,CROP TOTALS,,IRRIGATION STATUS: (NONE ON OPERATION),2022,2.6,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,IRRIGATION STATUS,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,"4,708,279,000",,,00,,CROP TOTALS,,IRRIGATION STATUS: (NONE ON OPERATION),2017,2.3,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,IRRIGATION STATUS,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,"5,924,092,000",,,00,,CROP TOTALS,,IRRIGATION STATUS: (NONE ON OPERATION),2012,2.4,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,IRRIGATION STATUS,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"3,513,445,000",,,00,,CROP TOTALS,,IRRIGATION STATUS: (NONE ON OPERATION),2007,,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,IRRIGATION STATUS,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"1,741,860,000",,,00,,CROP TOTALS,,IRRIGATION STATUS: (NONE ON OPERATION),2002,,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,IRRIGATION STATUS,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"2,413,245,000",,,00,,CROP TOTALS,,IRRIGATION STATUS: (NONE ON OPERATION),1997,,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,IRRIGATION STATUS,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,"8,100,208,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (111),2022,2.4,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,"4,998,913,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (111),2017,1.9,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,"6,198,468,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (111),2012,2.5,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"3,833,990,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (111),2007,,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"2,155,062,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (111),2002,,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,"7,056,321,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (1111),2022,2.9,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,"4,192,063,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (1111),2017,2.2,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,"5,485,019,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (1111),2012,2.3,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"3,120,949,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (1111),2007,,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"1,407,177,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (1111),2002,,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,"2,206,407,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11111),2022,3.8,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,"1,686,623,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11111),2017,4.5,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,"1,696,746,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11111),2012,2.6,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"834,209,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11111),2007,,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"694,456,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11111),2002,,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,                 (D),,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11112),2002,,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,                 (D),,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11113),2017,(D),OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,                 (D),,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11113),2002,,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,"17,971,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11114),2022,17.3,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,                 (D),,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11114),2017,(D),OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,"7,059,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11114),2012,7.6,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"8,037,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11114),2007,,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"10,747,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11114),2002,,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,"3,549,289,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11115),2022,5.5,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,"1,656,413,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11115),2017,3.2,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,"2,658,462,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11115),2012,2.3,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"1,398,839,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11115),2007,,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"401,902,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11115),2002,,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,"1,282,654,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11119),2022,4.0,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,"840,065,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11119),2017,4.8,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,"1,122,751,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11119),2012,2.1,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"879,863,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11119),2007,,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"299,047,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (11119),2002,,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,"161,401,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (1112),2022,6.3,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,"133,548,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (1112),2017,7.4,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,"108,868,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (1112),2012,3.7,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"123,339,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (1112),2007,,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"136,614,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (1112),2002,,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,"12,564,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (111211),2022,5.9,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,"2,773,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (111211),2017,(H),OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,"2,152,000",,,00,,CROP TOTALS,,NAICS CLASSIFICATION: (111211),2012,8.6,OHIO,"CROP TOTALS - SALES, MEASURED IN $",ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,$,YEAR,STATE,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,39,UNITED STATES
