commodity_desc,CV (%),domaincat_desc,group_desc,source_desc,short_desc,statisticcat_desc,class_desc,watershed_code,agg_level_desc,watershed_desc,zip_5,load_time,asd_desc,prodn_practice_desc,sector_desc,country_code,state_name,county_name,state_ansi,week_ending,begin_code,county_code,end_code,Value,state_alpha,location_desc,reference_period_desc,state_fips_code,county_ansi,country_name,asd_code,unit_desc,year,region_desc,domain_desc,util_practice_desc,congr_district_code,freq_desc
CROP TOTALS,,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,"12,052,000",AK,ALASKA,YEAR,02,,UNITED STATES,,$,2002,,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,1997,,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,(L),IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2024-07-02 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,"11,795,000",AK,ALASKA,YEAR,02,,UNITED STATES,,$,2022,,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,1.0,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2018-02-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,"8,000,000",AK,ALASKA,YEAR,02,,UNITED STATES,,$,2017,,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,5.0,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-12-31 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,"6,948,000",AK,ALASKA,YEAR,02,,UNITED STATES,,$,2012,,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,"4,539,000",AK,ALASKA,YEAR,02,,UNITED STATES,,$,2007,,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,"4,496,000",AK,ALASKA,YEAR,02,,UNITED STATES,,$,2002,,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,"3,986,000",AK,ALASKA,YEAR,02,,UNITED STATES,,$,1997,,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,(D),NAICS CLASSIFICATION: (111),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2024-07-02 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2022,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,0.4,NAICS CLASSIFICATION: (111),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2018-02-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,"29,127,000",AK,ALASKA,YEAR,02,,UNITED STATES,,$,2017,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,1.6,NAICS CLASSIFICATION: (111),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-12-31 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,"24,556,000",AK,ALASKA,YEAR,02,,UNITED STATES,,$,2012,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,,NAICS CLASSIFICATION: (111),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,"24,507,000",AK,ALASKA,YEAR,02,,UNITED STATES,,$,2007,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,,NAICS CLASSIFICATION: (111),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,"20,487,000",AK,ALASKA,YEAR,02,,UNITED STATES,,$,2002,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,(D),NAICS CLASSIFICATION: (1111),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2024-07-02 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2022,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,(D),NAICS CLASSIFICATION: (1111),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2018-02-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2017,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,(D),NAICS CLASSIFICATION: (1111),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-12-31 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2012,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,,NAICS CLASSIFICATION: (1111),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2007,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,,NAICS CLASSIFICATION: (1111),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2002,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,(D),NAICS CLASSIFICATION: (11114),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-12-31 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2012,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,(D),NAICS CLASSIFICATION: (11119),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2024-07-02 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2022,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,(D),NAICS CLASSIFICATION: (11119),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2018-02-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2017,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,(D),NAICS CLASSIFICATION: (11119),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-12-31 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2012,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,,NAICS CLASSIFICATION: (11119),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2007,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,,NAICS CLASSIFICATION: (11119),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2002,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,(D),NAICS CLASSIFICATION: (1112),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2024-07-02 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2022,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,0.6,NAICS CLASSIFICATION: (1112),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2018-02-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,"5,927,000",AK,ALASKA,YEAR,02,,UNITED STATES,,$,2017,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,(D),NAICS CLASSIFICATION: (1112),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-12-31 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2012,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,,NAICS CLASSIFICATION: (1112),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,"4,389,000",AK,ALASKA,YEAR,02,,UNITED STATES,,$,2007,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,,NAICS CLASSIFICATION: (1112),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2002,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,(L),NAICS CLASSIFICATION: (111211),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2024-07-02 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,"997,000",AK,ALASKA,YEAR,02,,UNITED STATES,,$,2022,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,(D),NAICS CLASSIFICATION: (111211),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2018-02-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2017,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,(D),NAICS CLASSIFICATION: (111211),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-12-31 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2012,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,,NAICS CLASSIFICATION: (111211),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2007,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,,NAICS CLASSIFICATION: (111211),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,"2,641,000",AK,ALASKA,YEAR,02,,UNITED STATES,,$,2002,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,(D),NAICS CLASSIFICATION: (111219),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2024-07-02 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2022,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,(D),NAICS CLASSIFICATION: (111219),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2018-02-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2017,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,(D),NAICS CLASSIFICATION: (111219),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-12-31 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2012,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,,NAICS CLASSIFICATION: (111219),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2007,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,,NAICS CLASSIFICATION: (111219),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2002,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,(D),NAICS CLASSIFICATION: (1113),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2024-07-02 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2022,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,(D),NAICS CLASSIFICATION: (1113),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2018-02-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2017,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,(D),NAICS CLASSIFICATION: (1113),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-12-31 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2012,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,,NAICS CLASSIFICATION: (1113),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2007,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,,NAICS CLASSIFICATION: (1113),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2002,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,(D),NAICS CLASSIFICATION: (11133),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2024-07-02 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2022,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,(D),NAICS CLASSIFICATION: (11133),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2018-02-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2017,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,(D),NAICS CLASSIFICATION: (11133),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-12-31 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2012,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,,NAICS CLASSIFICATION: (11133),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2007,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
CROP TOTALS,,NAICS CLASSIFICATION: (11133),CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,ALL CLASSES,00000000,STATE,,,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,ALASKA,,02,,00,,00,                 (D),AK,ALASKA,YEAR,02,,UNITED STATES,,$,2002,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL
