asd_code,region_desc,end_code,group_desc,domaincat_desc,Value,watershed_desc,sector_desc,prodn_practice_desc,load_time,county_name,class_desc,begin_code,freq_desc,state_alpha,asd_desc,util_practice_desc,short_desc,location_desc,CV (%),year,unit_desc,state_name,statisticcat_desc,week_ending,agg_level_desc,reference_period_desc,state_fips_code,county_code,congr_district_code,watershed_code,county_ansi,domain_desc,state_ansi,country_name,commodity_desc,zip_5,country_code,source_desc
,,00,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),"104,206,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,,2007,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,IRRIGATION STATUS,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),"78,622,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,,2002,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,IRRIGATION STATUS,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),"111,857,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,,1997,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,IRRIGATION STATUS,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (111),"1,343,942,000",,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,2.3,2022,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (111),"976,805,000",,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,2.8,2017,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (111),"884,229,000",,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,1.9,2012,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (111),"845,601,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,,2007,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (111),"654,171,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,,2002,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (1111),"82,793,000",,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,6.0,2022,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (1111),"76,628,000",,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,10.3,2017,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (1111),"109,818,000",,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,2.9,2012,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (1111),"51,220,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,,2007,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (1111),"24,052,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,,2002,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (11111),"24,598,000",,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,10.9,2022,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (11111),"20,953,000",,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,14.0,2017,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (11111),                 (D),,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,(D),2012,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (11111),                 (D),,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,,2007,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (11111),"9,355,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,,2002,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (11113),"22,000",,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,(L),2022,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (11113),                 (D),,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,,2002,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (11114),"514,000",,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,13.0,2022,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (11114),"41,000",,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,43.2,2017,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (11114),                 (D),,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,(D),2012,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (11114),                 (D),,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,,2007,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (11114),                 (D),,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,,2002,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (11115),"27,193,000",,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,7.7,2022,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (11115),"31,205,000",,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,21.6,2017,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (11115),"51,528,000",,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,2.8,2012,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (11115),"24,927,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,,2007,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (11115),"8,369,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,,2002,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (11119),"30,466,000",,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,6.7,2022,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (11119),"24,429,000",,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,18.8,2017,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (11119),"28,405,000",,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,8.8,2012,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (11119),                 (D),,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,,2007,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (11119),"5,241,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,,2002,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (1112),"292,902,000",,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,3.7,2022,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (1112),"224,771,000",,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,8.7,2017,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (1112),"191,888,000",,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,2.5,2012,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (1112),"190,098,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,,2007,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (1112),"170,281,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,,2002,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (111211),"4,312,000",,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,71.5,2022,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
,,00,CROP TOTALS,NAICS CLASSIFICATION: (111211),"3,146,000",,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,,ALL CLASSES,00,ANNUAL,NJ,,ALL UTILIZATION PRACTICES,"CROP TOTALS - SALES, MEASURED IN $",NEW JERSEY,33.5,2017,$,NEW JERSEY,SALES,,STATE,YEAR,34,,,00000000,,NAICS CLASSIFICATION,34,UNITED STATES,CROP TOTALS,,9000,CENSUS
