county_code,state_fips_code,congr_district_code,watershed_code,county_ansi,state_name,unit_desc,statisticcat_desc,week_ending,agg_level_desc,reference_period_desc,commodity_desc,zip_5,source_desc,country_code,domain_desc,state_ansi,country_name,Value,watershed_desc,sector_desc,prodn_practice_desc,load_time,county_name,asd_code,end_code,region_desc,group_desc,domaincat_desc,location_desc,short_desc,year,CV (%),begin_code,class_desc,freq_desc,asd_desc,state_alpha,util_practice_desc
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,IRRIGATION STATUS,46,UNITED STATES,"5,311,596,000",,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,,,00,,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2012,2.6,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,IRRIGATION STATUS,46,UNITED STATES,"2,967,202,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2007,,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,IRRIGATION STATUS,46,UNITED STATES,"1,358,343,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2002,,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,IRRIGATION STATUS,46,UNITED STATES,"1,538,248,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",1997,,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,"7,006,870,000",,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (111),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2022,2.5,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,"4,498,374,000",,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (111),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2017,5.7,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,"5,374,726,000",,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (111),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2012,2.5,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,"2,925,729,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (111),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2007,,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,"1,300,181,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (111),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2002,,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,"6,823,212,000",,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (1111),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2022,2.8,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,"4,378,888,000",,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (1111),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2017,5.9,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,"5,197,596,000",,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (1111),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2012,2.5,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,"2,824,114,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (1111),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2007,,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,"1,165,269,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (1111),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2002,,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,"577,820,000",,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (11111),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2022,10.4,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,"968,269,000",,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (11111),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2017,18.1,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,"344,115,000",,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (11111),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2012,4.3,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,"194,416,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (11111),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2007,,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,"422,140,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (11111),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2002,,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,"88,805,000",,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (11112),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2022,14.8,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,"56,188,000",,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (11112),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2017,12.4,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,                 (D),,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (11112),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2012,(D),00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,                 (D),,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (11112),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2007,,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,                 (D),,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (11112),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2002,,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,                 (D),,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (11113),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2017,(D),00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,                 (D),,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (11113),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2012,(D),00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,                 (D),,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (11113),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2007,,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,                 (D),,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (11113),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2002,,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,"132,651,000",,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (11114),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2022,19.2,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,                 (D),,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (11114),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2017,(D),00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,"289,484,000",,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (11114),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2012,4.2,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,"368,280,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (11114),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2007,,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,"51,870,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (11114),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2002,,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,"3,606,220,000",,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (11115),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2022,4.2,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,"1,542,538,000",,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (11115),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2017,7.0,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,"2,641,313,000",,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (11115),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2012,2.8,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,"925,377,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (11115),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2007,,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,"488,621,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (11115),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2002,,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,"2,417,715,000",,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (11119),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2022,4.9,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,"1,792,539,000",,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (11119),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2017,4.5,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,"1,890,625,000",,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (11119),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2012,3.4,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
,46,,00000000,,SOUTH DAKOTA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,46,UNITED STATES,"1,331,156,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,NAICS CLASSIFICATION: (11119),SOUTH DAKOTA,"CROP TOTALS - SALES, MEASURED IN $",2007,,00,ALL CLASSES,ANNUAL,,SD,ALL UTILIZATION PRACTICES
