country_name,asd_code,state_alpha,state_fips_code,location_desc,reference_period_desc,county_ansi,util_practice_desc,domain_desc,freq_desc,congr_district_code,year,unit_desc,region_desc,state_ansi,week_ending,county_code,begin_code,county_name,end_code,Value,zip_5,watershed_code,class_desc,watershed_desc,agg_level_desc,state_name,country_code,load_time,sector_desc,prodn_practice_desc,asd_desc,group_desc,CV (%),commodity_desc,domaincat_desc,short_desc,statisticcat_desc,source_desc
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,2022,$,,31,,,00,,00,"2,582,316,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,2.6,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,2017,$,,31,,,00,,00,"1,854,136,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,3.4,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,2012,$,,31,,,00,,00,"1,726,087,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,10.9,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,2007,$,,31,,,00,,00,"1,259,138,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,2002,$,,31,,,00,,00,"628,817,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,1997,$,,31,,,00,,00,"1,017,944,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2022,$,,31,,,00,,00,"13,085,987,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,3.1,CROP TOTALS,NAICS CLASSIFICATION: (111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2017,$,,31,,,00,,00,"8,478,301,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,6.7,CROP TOTALS,NAICS CLASSIFICATION: (111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2012,$,,31,,,00,,00,"10,439,275,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,5.8,CROP TOTALS,NAICS CLASSIFICATION: (111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2007,$,,31,,,00,,00,"6,213,506,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2002,$,,31,,,00,,00,"3,014,606,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2022,$,,31,,,00,,00,"12,678,766,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,3.2,CROP TOTALS,NAICS CLASSIFICATION: (1111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2017,$,,31,,,00,,00,"8,194,795,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,6.8,CROP TOTALS,NAICS CLASSIFICATION: (1111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2012,$,,31,,,00,,00,"9,900,189,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,6.8,CROP TOTALS,NAICS CLASSIFICATION: (1111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2007,$,,31,,,00,,00,"5,980,577,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (1111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2002,$,,31,,,00,,00,"2,775,859,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (1111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2022,$,,31,,,00,,00,"452,667,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,26.4,CROP TOTALS,NAICS CLASSIFICATION: (11111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2017,$,,31,,,00,,00,"759,868,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,8.2,CROP TOTALS,NAICS CLASSIFICATION: (11111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2012,$,,31,,,00,,00,"413,329,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,4.4,CROP TOTALS,NAICS CLASSIFICATION: (11111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2007,$,,31,,,00,,00,"307,400,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (11111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2002,$,,31,,,00,,00,"379,879,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (11111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2022,$,,31,,,00,,00,                 (D),,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,(D),CROP TOTALS,NAICS CLASSIFICATION: (11112),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2017,$,,31,,,00,,00,"2,390,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,30.3,CROP TOTALS,NAICS CLASSIFICATION: (11112),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2012,$,,31,,,00,,00,"595,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,17.0,CROP TOTALS,NAICS CLASSIFICATION: (11112),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2007,$,,31,,,00,,00,                 (D),,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (11112),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2002,$,,31,,,00,,00,"294,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (11112),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2022,$,,31,,,00,,00,                 (D),,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,(D),CROP TOTALS,NAICS CLASSIFICATION: (11113),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2017,$,,31,,,00,,00,"51,167,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,12.6,CROP TOTALS,NAICS CLASSIFICATION: (11113),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2012,$,,31,,,00,,00,"12,393,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,44.4,CROP TOTALS,NAICS CLASSIFICATION: (11113),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2007,$,,31,,,00,,00,                 (D),,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (11113),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2002,$,,31,,,00,,00,"27,158,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (11113),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2022,$,,31,,,00,,00,"68,938,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,16.4,CROP TOTALS,NAICS CLASSIFICATION: (11114),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2017,$,,31,,,00,,00,"43,865,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,13.8,CROP TOTALS,NAICS CLASSIFICATION: (11114),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2012,$,,31,,,00,,00,"154,785,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,7.9,CROP TOTALS,NAICS CLASSIFICATION: (11114),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2007,$,,31,,,00,,00,"150,856,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (11114),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2002,$,,31,,,00,,00,"96,203,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (11114),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2022,$,,31,,,00,,00,"10,805,619,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,3.6,CROP TOTALS,NAICS CLASSIFICATION: (11115),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2017,$,,31,,,00,,00,"5,723,427,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,8.9,CROP TOTALS,NAICS CLASSIFICATION: (11115),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2012,$,,31,,,00,,00,"8,052,279,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,9.0,CROP TOTALS,NAICS CLASSIFICATION: (11115),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2007,$,,31,,,00,,00,"4,407,059,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (11115),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2002,$,,31,,,00,,00,"2,131,554,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (11115),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2022,$,,31,,,00,,00,"1,335,167,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,6.1,CROP TOTALS,NAICS CLASSIFICATION: (11119),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2017,$,,31,,,00,,00,"1,614,078,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,3.2,CROP TOTALS,NAICS CLASSIFICATION: (11119),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2012,$,,31,,,00,,00,"1,266,808,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,5.1,CROP TOTALS,NAICS CLASSIFICATION: (11119),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2007,$,,31,,,00,,00,"1,109,006,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (11119),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
UNITED STATES,,NE,31,NEBRASKA,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2002,$,,31,,,00,,00,"140,771,000",,00000000,ALL CLASSES,,STATE,NEBRASKA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (11119),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
