asd_code,country_name,location_desc,state_alpha,state_fips_code,reference_period_desc,county_ansi,util_practice_desc,domain_desc,freq_desc,congr_district_code,year,unit_desc,region_desc,state_ansi,week_ending,county_code,begin_code,county_name,end_code,Value,zip_5,watershed_code,class_desc,watershed_desc,agg_level_desc,state_name,country_code,load_time,sector_desc,asd_desc,prodn_practice_desc,group_desc,CV (%),commodity_desc,domaincat_desc,short_desc,statisticcat_desc,source_desc
,UNITED STATES,HAWAII,HI,15,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2012,$,,15,,,00,,00,                 (D),,00000000,ALL CLASSES,,STATE,HAWAII,9000,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,CROP TOTALS,(D),CROP TOTALS,NAICS CLASSIFICATION: (1112),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
,UNITED STATES,HAWAII,HI,15,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2007,$,,15,,,00,,00,                 (D),,00000000,ALL CLASSES,,STATE,HAWAII,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (1112),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
,UNITED STATES,HAWAII,HI,15,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2002,$,,15,,,00,,00,"54,622,000",,00000000,ALL CLASSES,,STATE,HAWAII,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (1112),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
,UNITED STATES,HAWAII,HI,15,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2022,$,,15,,,00,,00,"3,404,000",,00000000,ALL CLASSES,,STATE,HAWAII,9000,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,CROP TOTALS,85.2,CROP TOTALS,NAICS CLASSIFICATION: (111211),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
,UNITED STATES,HAWAII,HI,15,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2017,$,,15,,,00,,00,"3,272,000",,00000000,ALL CLASSES,,STATE,HAWAII,9000,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,CROP TOTALS,79.7,CROP TOTALS,NAICS CLASSIFICATION: (111211),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
,UNITED STATES,HAWAII,HI,15,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2012,$,,15,,,00,,00,                 (D),,00000000,ALL CLASSES,,STATE,HAWAII,9000,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,CROP TOTALS,(D),CROP TOTALS,NAICS CLASSIFICATION: (111211),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
,UNITED STATES,HAWAII,HI,15,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2002,$,,15,,,00,,00,                 (D),,00000000,ALL CLASSES,,STATE,HAWAII,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (111211),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
,UNITED STATES,HAWAII,HI,15,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2022,$,,15,,,00,,00,"118,814,000",,00000000,ALL CLASSES,,STATE,HAWAII,9000,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,CROP TOTALS,16.1,CROP TOTALS,NAICS CLASSIFICATION: (111219),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
,UNITED STATES,HAWAII,HI,15,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2017,$,,15,,,00,,00,"83,915,000",,00000000,ALL CLASSES,,STATE,HAWAII,9000,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,CROP TOTALS,(H),CROP TOTALS,NAICS CLASSIFICATION: (111219),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
,UNITED STATES,HAWAII,HI,15,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2012,$,,15,,,00,,00,"68,878,000",,00000000,ALL CLASSES,,STATE,HAWAII,9000,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,CROP TOTALS,9.6,CROP TOTALS,NAICS CLASSIFICATION: (111219),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
,UNITED STATES,HAWAII,HI,15,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2007,$,,15,,,00,,00,                 (D),,00000000,ALL CLASSES,,STATE,HAWAII,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (111219),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
,UNITED STATES,HAWAII,HI,15,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2002,$,,15,,,00,,00,                 (D),,00000000,ALL CLASSES,,STATE,HAWAII,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (111219),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
,UNITED STATES,HAWAII,HI,15,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2022,$,,15,,,00,,00,"159,835,000",,00000000,ALL CLASSES,,STATE,HAWAII,9000,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,CROP TOTALS,3.7,CROP TOTALS,NAICS CLASSIFICATION: (1113),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
,UNITED STATES,HAWAII,HI,15,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2017,$,,15,,,00,,00,"141,271,000",,00000000,ALL CLASSES,,STATE,HAWAII,9000,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,CROP TOTALS,7.8,CROP TOTALS,NAICS CLASSIFICATION: (1113),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
,UNITED STATES,HAWAII,HI,15,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2012,$,,15,,,00,,00,"149,185,000",,00000000,ALL CLASSES,,STATE,HAWAII,9000,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,CROP TOTALS,7.0,CROP TOTALS,NAICS CLASSIFICATION: (1113),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
,UNITED STATES,HAWAII,HI,15,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2007,$,,15,,,00,,00,"156,053,000",,00000000,ALL CLASSES,,STATE,HAWAII,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (1113),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
,UNITED STATES,HAWAII,HI,15,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2002,$,,15,,,00,,00,"178,259,000",,00000000,ALL CLASSES,,STATE,HAWAII,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (1113),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
,UNITED STATES,HAWAII,HI,15,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2022,$,,15,,,00,,00,"253,000",,00000000,ALL CLASSES,,STATE,HAWAII,9000,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,CROP TOTALS,20.9,CROP TOTALS,NAICS CLASSIFICATION: (11131),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
,UNITED STATES,HAWAII,HI,15,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2017,$,,15,,,00,,00,"179,000",,00000000,ALL CLASSES,,STATE,HAWAII,9000,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,CROP TOTALS,47.4,CROP TOTALS,NAICS CLASSIFICATION: (11131),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
,UNITED STATES,HAWAII,HI,15,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2012,$,,15,,,00,,00,"202,000",,00000000,ALL CLASSES,,STATE,HAWAII,9000,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,CROP TOTALS,73.7,CROP TOTALS,NAICS CLASSIFICATION: (11131),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
,UNITED STATES,HAWAII,HI,15,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2007,$,,15,,,00,,00,                 (D),,00000000,ALL CLASSES,,STATE,HAWAII,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (11131),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
,UNITED STATES,HAWAII,HI,15,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2002,$,,15,,,00,,00,                 (D),,00000000,ALL CLASSES,,STATE,HAWAII,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,CROP TOTALS,,CROP TOTALS,NAICS CLASSIFICATION: (11131),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
,UNITED STATES,HAWAII,HI,15,YEAR,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2022,$,,15,,,00,,00,"2,581,000",,00000000,ALL CLASSES,,STATE,HAWAII,9000,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,CROP TOTALS,23.8,CROP TOTALS,NAICS CLASSIFICATION: (11132),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS
