county_name,Value,watershed_desc,prodn_practice_desc,sector_desc,load_time,domaincat_desc,asd_code,region_desc,end_code,group_desc,short_desc,location_desc,year,CV (%),freq_desc,state_alpha,asd_desc,util_practice_desc,class_desc,begin_code,watershed_code,county_ansi,county_code,state_fips_code,congr_district_code,agg_level_desc,reference_period_desc,unit_desc,state_name,statisticcat_desc,week_ending,country_code,source_desc,commodity_desc,zip_5,country_name,domain_desc,state_ansi
,"1,368,406,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2002,,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,IRRIGATION STATUS,48
,"1,482,964,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,1997,,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,IRRIGATION STATUS,48
,"2,365,217,000",,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,IRRIGATION STATUS: (NONE ON OPERATION),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2022,8.3,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,IRRIGATION STATUS,48
,"2,402,772,000",,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,IRRIGATION STATUS: (NONE ON OPERATION),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2017,4.2,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,IRRIGATION STATUS,48
,"2,435,344,000",,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,IRRIGATION STATUS: (NONE ON OPERATION),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2012,3.4,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,IRRIGATION STATUS,48
,"2,088,972,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,IRRIGATION STATUS: (NONE ON OPERATION),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2007,,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,IRRIGATION STATUS,48
,"1,050,248,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,IRRIGATION STATUS: (NONE ON OPERATION),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2002,,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,IRRIGATION STATUS,48
,"1,450,714,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,IRRIGATION STATUS: (NONE ON OPERATION),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,1997,,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,IRRIGATION STATUS,48
,"6,908,331,000",,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,NAICS CLASSIFICATION: (111),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2022,7.2,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"6,588,592,000",,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,NAICS CLASSIFICATION: (111),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2017,3.4,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"6,965,583,000",,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,NAICS CLASSIFICATION: (111),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2012,4.8,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"6,261,249,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,NAICS CLASSIFICATION: (111),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2007,,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"3,542,990,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,NAICS CLASSIFICATION: (111),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2002,,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"2,516,499,000",,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,NAICS CLASSIFICATION: (1111),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2022,16.8,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"1,746,418,000",,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,NAICS CLASSIFICATION: (1111),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2017,6.2,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"2,837,252,000",,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,NAICS CLASSIFICATION: (1111),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2012,5.5,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"2,195,643,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,NAICS CLASSIFICATION: (1111),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2007,,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"861,508,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,NAICS CLASSIFICATION: (1111),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2002,,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,                 (D),,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,NAICS CLASSIFICATION: (11111),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2022,(D),ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"18,922,000",,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,NAICS CLASSIFICATION: (11111),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2017,16.0,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"10,240,000",,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,NAICS CLASSIFICATION: (11111),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2012,26.2,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"8,759,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,NAICS CLASSIFICATION: (11111),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2007,,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"12,582,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,NAICS CLASSIFICATION: (11111),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2002,,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"7,727,000",,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,NAICS CLASSIFICATION: (11112),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2022,2.7,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,                 (D),,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,NAICS CLASSIFICATION: (11112),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2017,(D),ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,                 (D),,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,NAICS CLASSIFICATION: (11112),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2012,(D),ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,                 (D),,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,NAICS CLASSIFICATION: (11112),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2007,,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"817,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,NAICS CLASSIFICATION: (11112),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2002,,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,                 (D),,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,NAICS CLASSIFICATION: (11113),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2022,(D),ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,                 (D),,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,NAICS CLASSIFICATION: (11113),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2017,(D),ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,                 (D),,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,NAICS CLASSIFICATION: (11113),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2012,(D),ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,                 (D),,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,NAICS CLASSIFICATION: (11113),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2007,,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"2,521,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,NAICS CLASSIFICATION: (11113),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2002,,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"186,124,000",,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,NAICS CLASSIFICATION: (11114),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2022,14.1,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"60,246,000",,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,NAICS CLASSIFICATION: (11114),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2017,7.8,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"286,345,000",,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,NAICS CLASSIFICATION: (11114),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2012,4.8,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"341,701,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,NAICS CLASSIFICATION: (11114),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2007,,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"100,953,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,NAICS CLASSIFICATION: (11114),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2002,,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"1,456,470,000",,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,NAICS CLASSIFICATION: (11115),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2022,23.5,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"939,384,000",,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,NAICS CLASSIFICATION: (11115),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2017,6.2,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"1,228,176,000",,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,NAICS CLASSIFICATION: (11115),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2012,7.7,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"967,290,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,NAICS CLASSIFICATION: (11115),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2007,,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"478,425,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,NAICS CLASSIFICATION: (11115),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2002,,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"260,106,000",,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,NAICS CLASSIFICATION: (11116),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2022,17.1,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"107,208,000",,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,NAICS CLASSIFICATION: (11116),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2017,16.2,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"126,443,000",,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,NAICS CLASSIFICATION: (11116),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2012,24.6,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"93,566,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,NAICS CLASSIFICATION: (11116),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2007,,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"69,681,000",,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,NAICS CLASSIFICATION: (11116),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2002,,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
,"594,414,000",,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,NAICS CLASSIFICATION: (11119),,,00,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TEXAS,2022,10.4,ANNUAL,TX,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,00000000,,,48,,STATE,YEAR,$,TEXAS,SALES,,9000,CENSUS,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,48
