location_desc,short_desc,year,CV (%),freq_desc,state_alpha,asd_desc,util_practice_desc,class_desc,begin_code,county_name,watershed_desc,Value,load_time,prodn_practice_desc,sector_desc,domaincat_desc,asd_code,group_desc,end_code,region_desc,source_desc,country_code,zip_5,commodity_desc,country_name,state_ansi,domain_desc,county_ansi,watershed_code,congr_district_code,state_fips_code,county_code,agg_level_desc,reference_period_desc,state_name,unit_desc,week_ending,statisticcat_desc
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2002,,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,"13,962,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,IRRIGATION STATUS,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",1997,,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,"11,178,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,IRRIGATION STATUS,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2022,10.3,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,"251,063,000",2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,IRRIGATION STATUS: (NONE ON OPERATION),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,IRRIGATION STATUS,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2017,11.7,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,"129,666,000",2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,IRRIGATION STATUS: (NONE ON OPERATION),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,IRRIGATION STATUS,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2012,3.8,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,"123,961,000",2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,IRRIGATION STATUS: (NONE ON OPERATION),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,IRRIGATION STATUS,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2007,,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,"56,841,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,IRRIGATION STATUS: (NONE ON OPERATION),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,IRRIGATION STATUS,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2002,,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,"36,938,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,IRRIGATION STATUS: (NONE ON OPERATION),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,IRRIGATION STATUS,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",1997,,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,"39,606,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,IRRIGATION STATUS: (NONE ON OPERATION),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,IRRIGATION STATUS,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2022,12.4,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,"252,538,000",2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (111),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2017,11.8,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,"147,447,000",2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (111),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2012,6.6,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,"122,904,000",2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (111),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2007,,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,"90,016,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (111),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2002,,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,"63,736,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (111),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2022,34.4,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,"12,688,000",2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (1111),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2017,30.1,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,"5,552,000",2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (1111),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2012,24.7,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,"6,602,000",2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (1111),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2007,,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,                 (D),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (1111),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2002,,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,                 (D),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (1111),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2022,(D),ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,                 (D),2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (11111),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2017,14.3,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,"961,000",2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (11111),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2012,(D),ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,                 (D),2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (11111),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2007,,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,                 (D),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (11111),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2002,,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,                 (D),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (11111),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2022,(L),ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,"3,000",2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (11113),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2012,(D),ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,                 (D),2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (11113),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2017,(D),ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,                 (D),2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (11114),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2012,(D),ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,                 (D),2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (11114),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2007,,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,                 (D),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (11114),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2002,,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,                 (D),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (11114),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2022,(D),ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,                 (D),2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (11115),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2017,(D),ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,                 (D),2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (11115),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2012,(D),ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,                 (D),2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (11115),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2007,,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,"2,713,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (11115),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2002,,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,                 (D),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (11115),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2022,93.2,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,"244,000",2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (11119),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2017,(D),ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,                 (D),2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (11119),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2012,(D),ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,                 (D),2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (11119),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2022,25.4,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,"40,123,000",2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (1112),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2017,29.4,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,"23,388,000",2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (1112),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2012,14.8,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,"18,888,000",2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (1112),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2007,,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,"12,594,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (1112),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2002,,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,"9,739,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (1112),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2022,22.8,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,"2,076,000",2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (111211),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2017,9.6,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,"800,000",2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (111211),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2012,(D),ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,                 (D),2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (111211),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2007,,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,"711,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (111211),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2002,,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,                 (D),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (111211),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2022,25.8,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,"38,047,000",2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (111219),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
VERMONT,"CROP TOTALS - SALES, MEASURED IN $",2017,30.5,ANNUAL,VT,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,,,"22,588,000",2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,NAICS CLASSIFICATION: (111219),,CROP TOTALS,00,,CENSUS,9000,,CROP TOTALS,UNITED STATES,50,NAICS CLASSIFICATION,,00000000,,50,,STATE,YEAR,VERMONT,$,,SALES
