load_time,asd_desc,prodn_practice_desc,sector_desc,country_code,state_name,watershed_code,class_desc,agg_level_desc,watershed_desc,zip_5,source_desc,short_desc,statisticcat_desc,CV (%),commodity_desc,domaincat_desc,group_desc,unit_desc,year,region_desc,domain_desc,util_practice_desc,congr_district_code,freq_desc,state_fips_code,state_alpha,location_desc,reference_period_desc,county_ansi,asd_code,country_name,end_code,Value,county_name,week_ending,state_ansi,begin_code,county_code
2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),CROP TOTALS,$,2002,,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"17,739,949,000",,,06,00,
2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),CROP TOTALS,$,1997,,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"16,177,232,000",,,06,00,
2024-07-02 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,22.6,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,$,2022,,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"367,919,000",,,06,00,
2018-02-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,30.6,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,$,2017,,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"85,592,000",,,06,00,
2012-12-31 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,3.6,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,$,2012,,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"291,213,000",,,06,00,
2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,$,2007,,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"276,274,000",,,06,00,
2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,$,2002,,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"131,222,000",,,06,00,
2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,$,1997,,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"124,785,000",,,06,00,
2024-07-02 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,8.2,CROP TOTALS,NAICS CLASSIFICATION: (111),CROP TOTALS,$,2022,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"42,609,209,000",,,06,00,
2018-02-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,3.3,CROP TOTALS,NAICS CLASSIFICATION: (111),CROP TOTALS,$,2017,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"33,054,374,000",,,06,00,
2012-12-31 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,2.2,CROP TOTALS,NAICS CLASSIFICATION: (111),CROP TOTALS,$,2012,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"30,056,994,000",,,06,00,
2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (111),CROP TOTALS,$,2007,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"22,743,206,000",,,06,00,
2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (111),CROP TOTALS,$,2002,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"19,016,505,000",,,06,00,
2024-07-02 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,33.4,CROP TOTALS,NAICS CLASSIFICATION: (1111),CROP TOTALS,$,2022,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"1,119,757,000",,,06,00,
2018-02-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,43.8,CROP TOTALS,NAICS CLASSIFICATION: (1111),CROP TOTALS,$,2017,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"690,740,000",,,06,00,
2012-12-31 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,3.5,CROP TOTALS,NAICS CLASSIFICATION: (1111),CROP TOTALS,$,2012,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"1,106,590,000",,,06,00,
2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (1111),CROP TOTALS,$,2007,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"756,647,000",,,06,00,
2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (1111),CROP TOTALS,$,2002,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"473,621,000",,,06,00,
2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (11111),CROP TOTALS,$,2007,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,                 (D),,,06,00,
2024-07-02 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,17.8,CROP TOTALS,NAICS CLASSIFICATION: (11112),CROP TOTALS,$,2022,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"2,241,000",,,06,00,
2018-02-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,66.6,CROP TOTALS,NAICS CLASSIFICATION: (11112),CROP TOTALS,$,2017,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"2,898,000",,,06,00,
2012-12-31 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,(D),CROP TOTALS,NAICS CLASSIFICATION: (11112),CROP TOTALS,$,2012,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,                 (D),,,06,00,
2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (11112),CROP TOTALS,$,2007,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,                 (D),,,06,00,
2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (11112),CROP TOTALS,$,2002,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"4,828,000",,,06,00,
2024-07-02 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,(D),CROP TOTALS,NAICS CLASSIFICATION: (11113),CROP TOTALS,$,2022,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,                 (D),,,06,00,
2018-02-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,39.5,CROP TOTALS,NAICS CLASSIFICATION: (11113),CROP TOTALS,$,2017,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"10,774,000",,,06,00,
2012-12-31 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,(D),CROP TOTALS,NAICS CLASSIFICATION: (11113),CROP TOTALS,$,2012,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,                 (D),,,06,00,
2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (11113),CROP TOTALS,$,2007,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,                 (D),,,06,00,
2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (11113),CROP TOTALS,$,2002,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"25,200,000",,,06,00,
2024-07-02 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,(D),CROP TOTALS,NAICS CLASSIFICATION: (11114),CROP TOTALS,$,2022,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,                 (D),,,06,00,
2018-02-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,6.3,CROP TOTALS,NAICS CLASSIFICATION: (11114),CROP TOTALS,$,2017,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"17,830,000",,,06,00,
2012-12-31 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,11.1,CROP TOTALS,NAICS CLASSIFICATION: (11114),CROP TOTALS,$,2012,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"35,180,000",,,06,00,
2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (11114),CROP TOTALS,$,2007,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"24,388,000",,,06,00,
2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (11114),CROP TOTALS,$,2002,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"13,564,000",,,06,00,
2024-07-02 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,53.3,CROP TOTALS,NAICS CLASSIFICATION: (11115),CROP TOTALS,$,2022,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"313,907,000",,,06,00,
2018-02-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,27.4,CROP TOTALS,NAICS CLASSIFICATION: (11115),CROP TOTALS,$,2017,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"82,250,000",,,06,00,
2012-12-31 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,4.9,CROP TOTALS,NAICS CLASSIFICATION: (11115),CROP TOTALS,$,2012,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"161,604,000",,,06,00,
2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (11115),CROP TOTALS,$,2007,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"126,895,000",,,06,00,
2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (11115),CROP TOTALS,$,2002,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"90,864,000",,,06,00,
2024-07-02 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,53.8,CROP TOTALS,NAICS CLASSIFICATION: (11116),CROP TOTALS,$,2022,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"704,395,000",,,06,00,
2018-02-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,57.6,CROP TOTALS,NAICS CLASSIFICATION: (11116),CROP TOTALS,$,2017,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"503,968,000",,,06,00,
2012-12-31 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,4.5,CROP TOTALS,NAICS CLASSIFICATION: (11116),CROP TOTALS,$,2012,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"740,782,000",,,06,00,
2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (11116),CROP TOTALS,$,2007,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,                 (D),,,06,00,
2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (11116),CROP TOTALS,$,2002,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"301,662,000",,,06,00,
2024-07-02 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,11.2,CROP TOTALS,NAICS CLASSIFICATION: (11119),CROP TOTALS,$,2022,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"81,036,000",,,06,00,
2018-02-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,7.5,CROP TOTALS,NAICS CLASSIFICATION: (11119),CROP TOTALS,$,2017,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"73,021,000",,,06,00,
2012-12-31 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,CALIFORNIA,00000000,ALL CLASSES,STATE,,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,11.5,CROP TOTALS,NAICS CLASSIFICATION: (11119),CROP TOTALS,$,2012,,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,ANNUAL,06,CA,CALIFORNIA,YEAR,,,UNITED STATES,00,"155,741,000",,,06,00,
