group_desc,domaincat_desc,commodity_desc,CV (%),statisticcat_desc,short_desc,source_desc,zip_5,agg_level_desc,watershed_desc,class_desc,watershed_code,country_code,state_name,prodn_practice_desc,asd_desc,sector_desc,load_time,begin_code,county_code,week_ending,state_ansi,county_name,Value,end_code,country_name,asd_code,county_ansi,state_fips_code,state_alpha,location_desc,reference_period_desc,congr_district_code,freq_desc,domain_desc,util_practice_desc,region_desc,unit_desc,year
CROP TOTALS,NAICS CLASSIFICATION: (11111),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,00,,,30,,                 (D),00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017
CROP TOTALS,NAICS CLASSIFICATION: (11112),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,00,,,30,,                 (D),00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022
CROP TOTALS,NAICS CLASSIFICATION: (11112),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,00,,,30,,                 (D),00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017
CROP TOTALS,NAICS CLASSIFICATION: (11112),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,00,,,30,,                 (D),00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012
CROP TOTALS,NAICS CLASSIFICATION: (11112),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,"314,000",00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007
CROP TOTALS,NAICS CLASSIFICATION: (11112),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,"3,299,000",00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002
CROP TOTALS,NAICS CLASSIFICATION: (11113),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,00,,,30,,                 (D),00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022
CROP TOTALS,NAICS CLASSIFICATION: (11113),CROP TOTALS,29.5,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,00,,,30,,"60,063,000",00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017
CROP TOTALS,NAICS CLASSIFICATION: (11113),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,00,,,30,,                 (D),00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012
CROP TOTALS,NAICS CLASSIFICATION: (11113),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,"4,479,000",00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007
CROP TOTALS,NAICS CLASSIFICATION: (11113),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,"3,813,000",00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002
CROP TOTALS,NAICS CLASSIFICATION: (11114),CROP TOTALS,37.8,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,00,,,30,,"1,192,416,000",00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022
CROP TOTALS,NAICS CLASSIFICATION: (11114),CROP TOTALS,5.3,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,00,,,30,,"571,176,000",00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017
CROP TOTALS,NAICS CLASSIFICATION: (11114),CROP TOTALS,2.2,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,00,,,30,,"1,291,396,000",00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012
CROP TOTALS,NAICS CLASSIFICATION: (11114),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,"733,936,000",00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007
CROP TOTALS,NAICS CLASSIFICATION: (11114),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,"359,911,000",00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002
CROP TOTALS,NAICS CLASSIFICATION: (11115),CROP TOTALS,23.5,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,00,,,30,,"30,837,000",00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022
CROP TOTALS,NAICS CLASSIFICATION: (11115),CROP TOTALS,41.5,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,00,,,30,,"17,385,000",00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017
CROP TOTALS,NAICS CLASSIFICATION: (11115),CROP TOTALS,11.1,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,00,,,30,,"19,656,000",00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012
CROP TOTALS,NAICS CLASSIFICATION: (11115),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,"8,382,000",00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007
CROP TOTALS,NAICS CLASSIFICATION: (11115),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,"3,821,000",00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002
CROP TOTALS,NAICS CLASSIFICATION: (11119),CROP TOTALS,23.2,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,00,,,30,,"484,964,000",00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022
CROP TOTALS,NAICS CLASSIFICATION: (11119),CROP TOTALS,9.7,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,00,,,30,,"353,736,000",00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017
CROP TOTALS,NAICS CLASSIFICATION: (11119),CROP TOTALS,3.1,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,00,,,30,,"271,275,000",00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012
CROP TOTALS,NAICS CLASSIFICATION: (11119),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,"132,877,000",00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007
CROP TOTALS,NAICS CLASSIFICATION: (11119),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,"52,570,000",00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002
CROP TOTALS,NAICS CLASSIFICATION: (1112),CROP TOTALS,12.7,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,00,,,30,,"93,693,000",00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022
CROP TOTALS,NAICS CLASSIFICATION: (1112),CROP TOTALS,26.7,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,00,,,30,,"55,688,000",00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017
CROP TOTALS,NAICS CLASSIFICATION: (1112),CROP TOTALS,69.1,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,00,,,30,,"38,307,000",00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012
CROP TOTALS,NAICS CLASSIFICATION: (1112),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,"44,922,000",00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007
CROP TOTALS,NAICS CLASSIFICATION: (1112),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,STATE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,"30,873,000",00,UNITED STATES,,,30,MT,MONTANA,YEAR,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002
