congr_district_code,freq_desc,domain_desc,util_practice_desc,region_desc,unit_desc,year,asd_code,country_name,county_ansi,state_alpha,reference_period_desc,state_fips_code,location_desc,Value,end_code,begin_code,county_code,week_ending,state_ansi,county_name,country_code,state_name,prodn_practice_desc,asd_desc,sector_desc,load_time,zip_5,agg_level_desc,watershed_desc,class_desc,watershed_code,statisticcat_desc,short_desc,source_desc,group_desc,domaincat_desc,commodity_desc,CV (%)
,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,$,2002,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,"143,862,000",00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),CROP TOTALS,
,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,$,1997,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,"250,081,000",00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),CROP TOTALS,
,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,$,2022,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,"88,582,000",00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,9.1
,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,$,2017,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,"70,258,000",00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,10.0
,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,$,2012,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,"61,255,000",00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,7.5
,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,$,2007,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,"57,416,000",00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,
,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,$,2002,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,"35,240,000",00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,
,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,$,1997,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,"58,165,000",00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,"451,561,000",00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (111),CROP TOTALS,10.2
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,"356,930,000",00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (111),CROP TOTALS,12.3
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,"373,742,000",00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (111),CROP TOTALS,5.7
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,"361,792,000",00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (111),CROP TOTALS,
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,"274,034,000",00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (111),CROP TOTALS,
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,"3,678,000",00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (1111),CROP TOTALS,7.1
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,"1,584,000",00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (1111),CROP TOTALS,5.9
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,"3,062,000",00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (1111),CROP TOTALS,36.0
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,"762,000",00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (1111),CROP TOTALS,
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,"668,000",00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (1111),CROP TOTALS,
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,                 (D),00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11111),CROP TOTALS,(D)
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,                 (D),00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11111),CROP TOTALS,(D)
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,                 (D),00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11111),CROP TOTALS,
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,                 (D),00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11111),CROP TOTALS,
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,                 (D),00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11114),CROP TOTALS,(D)
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,                 (D),00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11115),CROP TOTALS,(D)
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,"1,528,000",00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11115),CROP TOTALS,6.0
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,                 (D),00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11115),CROP TOTALS,(D)
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,"711,000",00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11115),CROP TOTALS,
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,                 (D),00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11115),CROP TOTALS,
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,                 (D),00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11119),CROP TOTALS,(D)
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,                 (D),00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11119),CROP TOTALS,(D)
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,                 (D),00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11119),CROP TOTALS,(D)
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,                 (D),00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11119),CROP TOTALS,
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,"132,593,000",00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (1112),CROP TOTALS,9.1
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,"106,871,000",00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (1112),CROP TOTALS,22.2
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,"79,378,000",00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (1112),CROP TOTALS,8.5
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,"57,796,000",00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (1112),CROP TOTALS,
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,"36,108,000",00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (1112),CROP TOTALS,
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,"14,670,000",00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (111211),CROP TOTALS,3.1
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,"12,696,000",00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (111211),CROP TOTALS,0.9
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,                 (D),00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (111211),CROP TOTALS,(D)
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,                 (D),00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (111211),CROP TOTALS,
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,                 (D),00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (111211),CROP TOTALS,
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,"117,923,000",00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (111219),CROP TOTALS,10.2
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,"94,175,000",00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (111219),CROP TOTALS,25.2
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,                 (D),00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (111219),CROP TOTALS,(D)
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,                 (D),00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (111219),CROP TOTALS,
,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002,,UNITED STATES,,MA,YEAR,25,MASSACHUSETTS,                 (D),00,00,,,25,,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (111219),CROP TOTALS,
