Year,State,State_ANSI,County,County_ANSI,Crop_Yield,ZIndexValue,Anomaly
2012,INDIANA,18.0,POSEY,129,122285000,-0.6,-0.64
2012,INDIANA,18.0,SPENCER,147,60270000,0.33,0.33
2012,INDIANA,18.0,SULLIVAN,153,72320000,-1.53,-1.6
2012,INDIANA,18.0,VANDERBURGH,163,32541000,-1.5,-1.6
2012,INDIANA,18.0,WARRICK,173,36995000,-0.83,-0.88
2012,INDIANA,18.0,CLAY,21,55590000,-0.57,-0.51
2012,INDIANA,18.0,MONTGOMERY,107,147211000,-0.09,-0.06
2012,INDIANA,18.0,OWEN,119,19438000,-0.35,-0.3
2012,INDIANA,18.0,PARKE,121,52572000,-0.68,-0.68
2012,INDIANA,18.0,PUTNAM,133,61535000,0.2,0.17
2012,INDIANA,18.0,TIPPECANOE,157,132619000,-1.04,-1.05
2012,INDIANA,18.0,VERMILLION,165,46101000,-1.9,-1.97
2012,INDIANA,18.0,VIGO,167,46274000,-1.29,-1.41
2012,INDIANA,18.0,WARREN,171,105883000,-1.34,-1.37
2012,IOWA,19.0,BOONE,15,226093000,-0.46,-0.46
2012,IOWA,19.0,DALLAS,49,174661000,0.72,0.75
2012,IOWA,19.0,GRUNDY,75,277888000,-0.11,-0.07
2012,IOWA,19.0,HAMILTON,79,238880000,0.59,0.56
2012,IOWA,19.0,HARDIN,83,261033000,0.45,0.48
2012,IOWA,19.0,JASPER,99,250868000,-1.17,-1.1
2012,IOWA,19.0,MARSHALL,127,235051000,-0.39,-0.4
2012,IOWA,19.0,POLK,153,142113000,-1.53,-1.6
2012,IOWA,19.0,POWESHIEK,157,210751000,-1.04,-1.05
2012,IOWA,19.0,STORY,169,233151000,-1.51,-1.58
2012,IOWA,19.0,TAMA,171,278845000,-1.34,-1.37
2012,IOWA,19.0,WEBSTER,187,291462000,-0.13,-0.11
2012,IOWA,19.0,BENTON,11,275384000,-1.06,-1.07
2012,IOWA,19.0,CEDAR,31,219282000,-1.28,-1.33
2012,IOWA,19.0,CLINTON,45,268603000,-1.33,-1.4
2012,IOWA,19.0,IOWA,95,179463000,0.94,0.93
2012,IOWA,19.0,JACKSON,97,107547000,-1.46,-1.48
2012,IOWA,19.0,JOHNSON,103,175250000,0.44,0.45
2012,IOWA,19.0,JONES,105,164510000,-0.65,-0.59
2012,IOWA,19.0,LINN,113,198462000,-1.07,-1.05
2012,IOWA,19.0,MUSCATINE,139,135709000,-1.26,-1.25
2012,IOWA,19.0,SCOTT,163,164978000,-1.5,-1.6
2012,IOWA,19.0,BUTLER,23,197259000,-0.6,-0.63
2012,IOWA,19.0,CERRO GORDO,33,196940000,0.31,0.31
2012,IOWA,19.0,FLOYD,67,184643000,-1.27,-1.29
2012,IOWA,19.0,FRANKLIN,69,253825000,-1.41,-1.47
2012,IOWA,19.0,HANCOCK,81,234395000,-0.72,-0.67
2012,IOWA,19.0,HUMBOLDT,91,169698000,-0.66,-0.65
2012,IOWA,19.0,KOSSUTH,109,463598000,-1.33,-1.36
2012,IOWA,19.0,MITCHELL,131,170688000,-1.13,-1.1
2012,IOWA,19.0,WINNEBAGO,189,167316000,-1.49,-1.59
2012,IOWA,19.0,WORTH,195,163330000,-1.11,-1.14
2012,IOWA,19.0,WRIGHT,197,256907000,-1.34,-1.36
2012,IOWA,19.0,ALLAMAKEE,5,91309000,-1.28,-1.29
2012,IOWA,19.0,BLACK HAWK,13,187982000,-0.94,-0.89
2012,IOWA,19.0,BREMER,17,171705000,-0.87,-0.82
2012,IOWA,19.0,BUCHANAN,19,247096000,0.03,0.06
2012,IOWA,19.0,CHICKASAW,37,175628000,-0.57,-0.5
2012,IOWA,19.0,CLAYTON,43,192447000,0.43,0.4
2012,IOWA,19.0,DELAWARE,55,207258000,0.31,0.29
2012,IOWA,19.0,DUBUQUE,61,120053000,-1.28,-1.34
2012,IOWA,19.0,FAYETTE,65,233164000,-0.42,-0.39
2012,IOWA,19.0,HOWARD,89,184571000,0.71,0.75
2012,IOWA,19.0,WINNESHIEK,191,172824000,-1.76,-1.73
2012,IOWA,19.0,BUENA VISTA,21,256952000,-0.57,-0.51
2012,IOWA,19.0,CHEROKEE,35,230038000,-1.14,-1.07
2012,IOWA,19.0,CLAY,41,235884000,-1.21,-1.2
2012,IOWA,19.0,DICKINSON,59,129924000,0.38,0.39
2012,IOWA,19.0,EMMET,63,156881000,-0.32,-0.3
2012,IOWA,19.0,LYON,119,256519000,-0.35,-0.3
2012,IOWA,19.0,O BRIEN,141,231329000,0.62,0.62
2012,IOWA,19.0,OSCEOLA,143,175562000,0.37,0.37
2012,IOWA,19.0,PALO ALTO,147,274409000,0.33,0.33
2012,IOWA,19.0,PLYMOUTH,149,262413000,0.45,0.44
2012,IOWA,19.0,POCAHONTAS,151,263559000,-1.17,-1.21
2012,IOWA,19.0,SIOUX,167,317798000,-1.29,-1.41
2012,IOWA,19.0,APPANOOSE,7,21299000,-0.64,-0.6
2012,IOWA,19.0,CLARKE,39,27567000,-1.27,-1.26
2012,IOWA,19.0,DECATUR,53,32033000,-1.28,-1.27
2012,IOWA,19.0,LUCAS,117,24380000,-0.44,-0.42
2012,IOWA,19.0,MADISON,121,86722000,-0.68,-0.68
2012,IOWA,19.0,MARION,125,110989000,-0.48,-0.47
2012,IOWA,19.0,MONROE,135,32601000,1.19,1.15
2012,IOWA,19.0,RINGGOLD,159,48708000,-1.3,-1.4
2012,IOWA,19.0,UNION,175,54591000,-1.52,-1.62
2012,IOWA,19.0,WARREN,181,89811000,-1.24,-1.34
2012,IOWA,19.0,WAYNE,185,47948000,-1.0,-1.04
2012,IOWA,19.0,DAVIS,51,29344000,-0.62,-0.55
2012,IOWA,19.0,DES MOINES,57,97722000,-0.25,-0.24
2012,IOWA,19.0,HENRY,87,120936000,-0.89,-0.88
2012,IOWA,19.0,JEFFERSON,101,73052000,-0.95,-0.93
2012,IOWA,19.0,KEOKUK,107,131590000,-0.09,-0.06
2012,IOWA,19.0,LEE,111,91955000,-1.08,-1.05
2012,IOWA,19.0,LOUISA,115,104828000,-0.03,-0.06
2012,IOWA,19.0,MAHASKA,123,170751000,-0.77,-0.71
2012,IOWA,19.0,VAN BUREN,177,57965000,-1.5,-1.57
2012,IOWA,19.0,WAPELLO,179,62430000,-1.65,-1.67
2012,IOWA,19.0,WASHINGTON,183,167270000,-1.46,-1.47
2012,IOWA,19.0,ADAIR,1,123490000,-0.79,-0.75
2012,IOWA,19.0,ADAMS,3,77967000,-1.44,-1.45
2012,IOWA,19.0,CASS,29,131719000,-0.87,-0.86
2012,IOWA,19.0,FREMONT,71,161550000,1.15,1.19
2012,IOWA,19.0,MILLS,129,115062000,-0.6,-0.64
2012,IOWA,19.0,MONTGOMERY,137,135016000,0.82,0.81
2012,IOWA,19.0,PAGE,145,161898000,0.37,0.42
2012,IOWA,19.0,POTTAWATTAMIE,155,325485000,-1.77,-1.8
2012,IOWA,19.0,TAYLOR,173,84476000,-0.83,-0.88
2012,IOWA,19.0,AUDUBON,9,140837000,0.45,0.4
2012,IOWA,19.0,CALHOUN,25,211561000,-0.86,-0.83
2012,IOWA,19.0,CARROLL,27,192219000,-0.9,-0.91
2012,IOWA,19.0,CRAWFORD,47,264239000,-0.91,-0.88
2012,IOWA,19.0,GREENE,73,208725000,-0.23,-0.23
2012,IOWA,19.0,GUTHRIE,77,135242000,0.53,0.51
2012,IOWA,19.0,HARRISON,85,214185000,-0.81,-0.83
2012,IOWA,19.0,IDA,93,163556000,0.2,0.21
2012,IOWA,19.0,MONONA,133,191551000,0.2,0.17
2012,IOWA,19.0,SAC,161,216554000,-1.8,-1.85
2012,IOWA,19.0,SHELBY,165,247386000,-1.9,-1.97
2012,IOWA,19.0,WOODBURY,193,235714000,-1.4,-1.47
2012,KANSAS,20.0,BARTON,9,96206000,0.45,0.4
2012,KANSAS,20.0,DICKINSON,41,82393000,-1.21,-1.2
2012,KANSAS,20.0,ELLIS,51,32578000,-0.62,-0.55
2012,KANSAS,20.0,ELLSWORTH,53,34476000,-1.28,-1.27
2012,KANSAS,20.0,LINCOLN,105,43230000,-0.65,-0.59
2012,KANSAS,20.0,MARION,115,77431000,-0.03,-0.06
2012,KANSAS,20.0,MCPHERSON,113,128177000,-1.07,-1.05
2012,KANSAS,20.0,RICE,159,98963000,-1.3,-1.4
2012,KANSAS,20.0,RUSH,165,47687000,-1.9,-1.97
2012,KANSAS,20.0,RUSSELL,167,36671000,-1.29,-1.41
2012,KANSAS,20.0,SALINE,169,59490000,-1.51,-1.58
2012,KANSAS,20.0,ANDERSON,3,40863000,-1.44,-1.45
2012,KANSAS,20.0,CHASE,17,10825000,-0.87,-0.82
2012,KANSAS,20.0,COFFEY,31,32713000,-1.28,-1.33
2012,KANSAS,20.0,DOUGLAS,45,29068000,-1.33,-1.4
2012,KANSAS,20.0,FRANKLIN,59,55284000,0.38,0.39
2012,KANSAS,20.0,GEARY,61,15493000,-1.28,-1.34
2012,KANSAS,20.0,JOHNSON,91,16075000,-0.66,-0.65
2012,KANSAS,20.0,LINN,107,24767000,-0.09,-0.06
2012,KANSAS,20.0,LYON,111,35233000,-1.08,-1.05
2012,KANSAS,20.0,MIAMI,121,33884000,-0.68,-0.68
2012,KANSAS,20.0,MORRIS,127,32823000,-0.39,-0.4
2012,KANSAS,20.0,OSAGE,139,37234000,-1.26,-1.25
2012,KANSAS,20.0,SHAWNEE,177,41690000,-1.5,-1.57
2012,KANSAS,20.0,WABAUNSEE,197,21525000,-1.34,-1.36
2012,KANSAS,20.0,CLAY,27,80502000,-0.9,-0.91
2012,KANSAS,20.0,CLOUD,29,67590000,-0.87,-0.86
2012,KANSAS,20.0,JEWELL,89,105290000,0.71,0.75
2012,KANSAS,20.0,MITCHELL,123,87948000,-0.77,-0.71
2012,KANSAS,20.0,OSBORNE,141,47049000,0.62,0.62
2012,KANSAS,20.0,OTTAWA,143,60033000,0.37,0.37
2012,KANSAS,20.0,PHILLIPS,147,48855000,0.33,0.33
2012,KANSAS,20.0,REPUBLIC,157,115977000,-1.04,-1.05
2012,KANSAS,20.0,ROOKS,163,56769000,-1.5,-1.6
2012,KANSAS,20.0,SMITH,183,74549000,-1.46,-1.47
2012,KANSAS,20.0,WASHINGTON,201,99499000,-1.34,-1.37
2012,KANSAS,20.0,ATCHISON,5,43294000,-1.28,-1.29
2012,KANSAS,20.0,BROWN,13,120011000,-0.94,-0.89
2012,KANSAS,20.0,DONIPHAN,43,75461000,0.43,0.4
2012,KANSAS,20.0,JACKSON,85,23345000,-0.81,-0.83
2012,KANSAS,20.0,JEFFERSON,87,33316000,-0.89,-0.88
2012,KANSAS,20.0,LEAVENWORTH,103,25214000,0.44,0.45
2012,KANSAS,20.0,MARSHALL,117,104099000,-0.44,-0.42
2012,KANSAS,20.0,NEMAHA,131,78468000,-1.13,-1.1
2012,KANSAS,20.0,POTTAWATOMIE,149,52353000,0.45,0.44
2012,KANSAS,20.0,RILEY,161,36288000,-1.8,-1.85
2012,KANSAS,20.0,WYANDOTTE,209,2705000,-1.57,-1.62
2012,KANSAS,20.0,CHEYENNE,23,75375000,-0.6,-0.63
2012,KANSAS,20.0,DECATUR,39,51378000,-1.27,-1.26
2012,KANSAS,20.0,GRAHAM,65,44179000,-0.42,-0.39
2012,KANSAS,20.0,NORTON,137,50952000,0.82,0.81
2012,KANSAS,20.0,RAWLINS,153,69183000,-1.53,-1.6
2012,KANSAS,20.0,SHERIDAN,179,109299000,-1.65,-1.67
2012,KANSAS,20.0,SHERMAN,181,131288000,-1.24,-1.34
2012,KANSAS,20.0,THOMAS,193,146097000,-1.4,-1.47
2012,KANSAS,20.0,BARBER,7,45420000,-0.64,-0.6
2012,KANSAS,20.0,COMANCHE,33,21783000,0.31,0.31
2012,KANSAS,20.0,EDWARDS,47,126933000,-0.91,-0.88
2012,KANSAS,20.0,HARPER,77,64427000,0.53,0.51
2012,KANSAS,20.0,HARVEY,79,112291000,0.59,0.56
2012,KANSAS,20.0,KINGMAN,95,76391000,0.94,0.93
2012,KANSAS,20.0,KIOWA,97,63956000,-1.46,-1.48
2012,KANSAS,20.0,PAWNEE,145,92111000,0.37,0.42
2012,KANSAS,20.0,PRATT,151,125850000,-1.17,-1.21
2012,KANSAS,20.0,RENO,155,151667000,-1.77,-1.8
2012,KANSAS,20.0,SEDGWICK,173,130187000,-0.83,-0.88
2012,KANSAS,20.0,STAFFORD,185,120219000,-1.0,-1.04
2012,KANSAS,20.0,SUMNER,191,149762000,-1.76,-1.73
2012,KANSAS,20.0,ALLEN,1,22317000,-0.79,-0.75
2012,KANSAS,20.0,BOURBON,11,15879000,-1.06,-1.07
2012,KANSAS,20.0,BUTLER,15,78784000,-0.46,-0.46
2012,KANSAS,20.0,CHEROKEE,21,70454000,-0.57,-0.51
2012,KANSAS,20.0,COWLEY,35,58870000,-1.14,-1.07
2012,KANSAS,20.0,CRAWFORD,37,51594000,-0.57,-0.5
2012,KANSAS,20.0,ELK,49,6746000,0.72,0.75
2012,KANSAS,20.0,GREENWOOD,73,17687000,-0.23,-0.23
2012,KANSAS,20.0,LABETTE,99,50948000,-1.17,-1.1
2012,KANSAS,20.0,MONTGOMERY,125,48638000,-0.48,-0.47
2012,KANSAS,20.0,NEOSHO,133,41322000,0.2,0.17
2012,KANSAS,20.0,WILSON,205,46754000,-1.68,-1.73
2012,KANSAS,20.0,WOODSON,207,27018000,-1.44,-1.47
2012,KANSAS,20.0,CLARK,25,16351000,-0.86,-0.83
2012,KANSAS,20.0,FINNEY,55,184485000,0.31,0.29
2012,KANSAS,20.0,FORD,57,114300000,-0.25,-0.24
2012,KANSAS,20.0,GRANT,67,86023000,-1.27,-1.29
2012,KANSAS,20.0,GRAY,69,139892000,-1.41,-1.47
2012,KANSAS,20.0,HAMILTON,75,55383000,-0.11,-0.07
2012,KANSAS,20.0,HASKELL,81,107497000,-0.72,-0.67
2012,KANSAS,20.0,HODGEMAN,83,53206000,0.45,0.48
2012,KANSAS,20.0,KEARNY,93,80730000,0.2,0.21
2012,KANSAS,20.0,MEADE,119,147138000,-0.35,-0.3
2012,KANSAS,20.0,MORTON,129,58361000,-0.6,-0.64
2012,KANSAS,20.0,SEWARD,175,96079000,-1.52,-1.62
2012,KANSAS,20.0,STANTON,187,79556000,-0.13,-0.11
2012,KANSAS,20.0,STEVENS,189,144543000,-1.49,-1.59
2012,KANSAS,20.0,GOVE,63,68390000,-0.32,-0.3
2012,KANSAS,20.0,GREELEY,71,58936000,1.15,1.19
2012,KANSAS,20.0,LANE,101,31124000,-0.95,-0.93
2012,KANSAS,20.0,LOGAN,109,58541000,-1.33,-1.36
2012,KANSAS,20.0,NESS,135,45534000,1.19,1.15
2012,KANSAS,20.0,SCOTT,171,64648000,-1.34,-1.37
2012,KANSAS,20.0,TREGO,195,35826000,-1.11,-1.14
2012,KANSAS,20.0,WALLACE,199,64411000,-1.09,-1.07
2012,KENTUCKY,21.0,ANDERSON,5,4301000,-1.28,-1.29
2012,KENTUCKY,21.0,BATH,11,8994000,-1.06,-1.07
2012,KENTUCKY,21.0,BOURBON,17,37427000,-0.87,-0.82
2012,KENTUCKY,21.0,BOYLE,21,7079000,-0.57,-0.51
2012,KENTUCKY,21.0,CLARK,49,11027000,0.72,0.75
2012,KENTUCKY,21.0,FAYETTE,67,13576000,-1.27,-1.29
2012,KENTUCKY,21.0,FLEMING,69,17990000,-1.41,-1.47
2012,KENTUCKY,21.0,FRANKLIN,73,8125000,-0.23,-0.23
2012,KENTUCKY,21.0,GARRARD,79,10470000,0.59,0.56
2012,KENTUCKY,21.0,HARRISON,97,19436000,-1.46,-1.48
2012,KENTUCKY,21.0,JESSAMINE,113,5277000,-1.07,-1.05
2012,KENTUCKY,21.0,LINCOLN,137,17546000,0.82,0.81
2012,KENTUCKY,21.0,MADISON,151,8609000,-1.17,-1.21
2012,KENTUCKY,21.0,MASON,161,18418000,-1.8,-1.85
2012,KENTUCKY,21.0,MERCER,167,9406000,-1.29,-1.41
2012,KENTUCKY,21.0,MONTGOMERY,173,5908000,-0.83,-0.88
2012,KENTUCKY,21.0,NICHOLAS,181,10488000,-1.24,-1.34
2012,KENTUCKY,21.0,ROBERTSON,201,1768000,-1.34,-1.37
2012,KENTUCKY,21.0,SCOTT,209,13414000,-1.57,-1.62
2012,KENTUCKY,21.0,SHELBY,211,54844000,-1.26,-1.38
2012,KENTUCKY,21.0,SPENCER,215,10308000,-1.13,-1.08
2012,KENTUCKY,21.0,WASHINGTON,229,16106000,-1.33,-1.34
2012,KENTUCKY,21.0,WOODFORD,239,9606000,-1.18,-1.2
2012,KENTUCKY,21.0,ADAIR,1,13832000,-0.79,-0.75
2012,KENTUCKY,21.0,ALLEN,3,14122000,-1.44,-1.45
2012,KENTUCKY,21.0,BARREN,9,37738000,0.45,0.4
2012,KENTUCKY,21.0,BRECKINRIDGE,27,34045000,-0.9,-0.91
2012,KENTUCKY,21.0,BULLITT,29,4619000,-0.87,-0.86
2012,KENTUCKY,21.0,BUTLER,31,23171000,-1.28,-1.33
2012,KENTUCKY,21.0,CASEY,45,13926000,-1.33,-1.4
2012,KENTUCKY,21.0,CLINTON,53,3788000,-1.28,-1.27
2012,KENTUCKY,21.0,CUMBERLAND,57,3208000,-0.25,-0.24
2012,KENTUCKY,21.0,EDMONSON,61,6766000,-1.28,-1.34
2012,KENTUCKY,21.0,GRAYSON,85,18291000,-0.81,-0.83
2012,KENTUCKY,21.0,GREEN,87,21977000,-0.89,-0.88
2012,KENTUCKY,21.0,HARDIN,93,40700000,0.2,0.21
2012,KENTUCKY,21.0,HART,99,14234000,-1.17,-1.1
2012,KENTUCKY,21.0,JEFFERSON,111,6174000,-1.08,-1.05
2012,KENTUCKY,21.0,LARUE,123,31124000,-0.77,-0.71
2012,KENTUCKY,21.0,MARION,155,22682000,-1.77,-1.8
2012,KENTUCKY,21.0,MEADE,163,18905000,-1.5,-1.6
2012,KENTUCKY,21.0,METCALFE,169,10545000,-1.51,-1.58
2012,KENTUCKY,21.0,MONROE,171,18120000,-1.34,-1.37
2012,KENTUCKY,21.0,NELSON,179,34336000,-1.65,-1.67
2012,KENTUCKY,21.0,RUSSELL,207,7176000,-1.44,-1.47
2012,KENTUCKY,21.0,TAYLOR,217,16852000,-1.28,-1.37
2012,KENTUCKY,21.0,WARREN,227,54967000,-0.18,-0.16
2012,KENTUCKY,21.0,BOYD,19,509000,0.03,0.06
2012,KENTUCKY,21.0,BREATHITT,25,736000,-0.86,-0.83
2012,KENTUCKY,21.0,CARTER,43,3104000,0.43,0.4
2012,KENTUCKY,21.0,CLAY,51,3282000,-0.62,-0.55
2012,KENTUCKY,21.0,ELLIOTT,63,1388000,-0.32,-0.3
2012,KENTUCKY,21.0,ESTILL,65,2269000,-0.42,-0.39
2012,KENTUCKY,21.0,FLOYD,71,430000,1.15,1.19
2012,KENTUCKY,21.0,GREENUP,89,2824000,0.71,0.75
2012,KENTUCKY,21.0,HARLAN,95,152000,0.94,0.93
2012,KENTUCKY,21.0,JACKSON,109,2603000,-1.33,-1.36
2012,KENTUCKY,21.0,JOHNSON,115,460000,-0.03,-0.06
2012,KENTUCKY,21.0,KNOTT,119,63000,-0.35,-0.3
2012,KENTUCKY,21.0,KNOX,121,1379000,-0.68,-0.68
2012,KENTUCKY,21.0,LAUREL,125,6346000,-0.48,-0.47
2012,KENTUCKY,21.0,LAWRENCE,127,835000,-0.39,-0.4
2012,KENTUCKY,21.0,LEE,129,459000,-0.6,-0.64
2012,KENTUCKY,21.0,LETCHER,133,86000,0.2,0.17
2012,KENTUCKY,21.0,LEWIS,135,9063000,1.19,1.15
2012,KENTUCKY,21.0,MAGOFFIN,153,674000,-1.53,-1.6
2012,KENTUCKY,21.0,MCCREARY,147,366000,0.33,0.33
2012,KENTUCKY,21.0,MENIFEE,165,1695000,-1.9,-1.97
2012,KENTUCKY,21.0,MORGAN,175,2896000,-1.52,-1.62
2012,KENTUCKY,21.0,OWSLEY,189,1152000,-1.49,-1.59
2012,KENTUCKY,21.0,PERRY,193,151000,-1.4,-1.47
2012,KENTUCKY,21.0,PIKE,195,229000,-1.11,-1.14
2012,KENTUCKY,21.0,POWELL,197,1563000,-1.34,-1.36
2012,KENTUCKY,21.0,PULASKI,199,23173000,-1.09,-1.07
2012,KENTUCKY,21.0,ROCKCASTLE,203,6609000,0.28,0.28
2012,KENTUCKY,21.0,ROWAN,205,2518000,-1.68,-1.73
2012,KENTUCKY,21.0,WAYNE,231,11697000,-1.17,-1.19
2012,KENTUCKY,21.0,WHITLEY,235,1689000,-1.61,-1.66
2012,KENTUCKY,21.0,WOLFE,237,983000,-1.43,-1.57
2012,KENTUCKY,21.0,CALDWELL,33,33393000,0.31,0.31
2012,KENTUCKY,21.0,CHRISTIAN,47,149061000,-0.91,-0.88
2012,KENTUCKY,21.0,CRITTENDEN,55,19882000,0.31,0.29
2012,KENTUCKY,21.0,DAVIESS,59,115752000,0.38,0.39
2012,KENTUCKY,21.0,HANCOCK,91,10175000,-0.66,-0.65
2012,KENTUCKY,21.0,HENDERSON,101,73217000,-0.95,-0.93
2012,KENTUCKY,21.0,HOPKINS,107,35144000,-0.09,-0.06
2012,KENTUCKY,21.0,LOGAN,141,96876000,0.62,0.62
2012,KENTUCKY,21.0,MCLEAN,149,57774000,0.45,0.44
2012,KENTUCKY,21.0,MUHLENBERG,177,24559000,-1.5,-1.57
2012,KENTUCKY,21.0,OHIO,183,36372000,-1.46,-1.47
2012,KENTUCKY,21.0,SIMPSON,213,44309000,-0.1,-0.08
2012,KENTUCKY,21.0,TODD,219,86922000,-1.16,-1.22
2012,KENTUCKY,21.0,UNION,225,89065000,-1.48,-1.56
2012,KENTUCKY,21.0,WEBSTER,233,44319000,-0.64,-0.6
2012,KENTUCKY,21.0,BOONE,15,8233000,-0.46,-0.46
2012,KENTUCKY,21.0,BRACKEN,23,6801000,-0.6,-0.63
2012,KENTUCKY,21.0,CAMPBELL,37,3162000,-0.57,-0.5
2012,KENTUCKY,21.0,CARROLL,41,4503000,-1.21,-1.2
2012,KENTUCKY,21.0,GALLATIN,77,4523000,0.53,0.51
2012,KENTUCKY,21.0,GRANT,81,6594000,-0.72,-0.67
2012,KENTUCKY,21.0,HENRY,103,18392000,0.44,0.45
2012,KENTUCKY,21.0,KENTON,117,2277000,-0.44,-0.42
2012,KENTUCKY,21.0,OLDHAM,185,9117000,-1.0,-1.04
2012,KENTUCKY,21.0,OWEN,187,10478000,-0.13,-0.11
2012,KENTUCKY,21.0,PENDLETON,191,8448000,-1.76,-1.73
2012,KENTUCKY,21.0,TRIMBLE,223,6700000,-0.79,-0.77
2012,KENTUCKY,21.0,BALLARD,7,31535000,-0.64,-0.6
2012,KENTUCKY,21.0,CALLOWAY,35,62882000,-1.14,-1.07
2012,KENTUCKY,21.0,CARLISLE,39,34054000,-1.27,-1.26
2012,KENTUCKY,21.0,FULTON,75,33715000,-0.11,-0.07
2012,KENTUCKY,21.0,GRAVES,83,86722000,0.45,0.48
2012,KENTUCKY,21.0,HICKMAN,105,56841000,-0.65,-0.59
2012,KENTUCKY,21.0,LIVINGSTON,139,10731000,-1.26,-1.25
2012,KENTUCKY,21.0,LYON,143,5290000,0.37,0.37
2012,KENTUCKY,21.0,MARSHALL,157,14349000,-1.04,-1.05
2012,KENTUCKY,21.0,MCCRACKEN,145,16288000,0.37,0.42
2012,KENTUCKY,21.0,TRIGG,221,38974000,-1.21,-1.28
2012,LOUISIANA,22.0,AVOYELLES,9,125611000,0.45,0.4
2012,LOUISIANA,22.0,CATAHOULA,25,88250000,-0.86,-0.83
2012,LOUISIANA,22.0,CONCORDIA,29,115736000,-0.87,-0.86
2012,LOUISIANA,22.0,EVANGELINE,39,52364000,-1.27,-1.26
2012,LOUISIANA,22.0,GRANT,43,5886000,0.43,0.4
2012,LOUISIANA,22.0,LA SALLE,59,354000,0.38,0.39
2012,LOUISIANA,22.0,POINTE COUPEE,77,124618000,0.53,0.51
2012,LOUISIANA,22.0,RAPIDES,79,116703000,0.59,0.56
2012,LOUISIANA,22.0,SAINT LANDRY,97,114615000,-1.46,-1.48
2012,LOUISIANA,22.0,WEST BATON ROUGE,121,27839000,-0.68,-0.68
2012,LOUISIANA,22.0,EAST BATON ROUGE,33,2745000,0.31,0.31
2012,LOUISIANA,22.0,EAST FELICIANA,37,6692000,-0.57,-0.5
2012,LOUISIANA,22.0,LIVINGSTON,63,1236000,-0.32,-0.3
2012,LOUISIANA,22.0,SAINT HELENA,91,2115000,-0.66,-0.65
2012,LOUISIANA,22.0,SAINT TAMMANY,103,6892000,0.44,0.45
2012,LOUISIANA,22.0,TANGIPAHOA,105,18346000,-0.65,-0.59
2012,LOUISIANA,22.0,WASHINGTON,117,11379000,-0.44,-0.42
2012,LOUISIANA,22.0,WEST FELICIANA,125,14340000,-0.48,-0.47
2012,LOUISIANA,22.0,BIENVILLE,13,1880000,-0.94,-0.89
2012,LOUISIANA,22.0,CALDWELL,21,9663000,-0.57,-0.51
2012,LOUISIANA,22.0,CLAIBORNE,27,1943000,-0.9,-0.91
2012,LOUISIANA,22.0,JACKSON,49,325000,0.72,0.75
2012,LOUISIANA,22.0,LINCOLN,61,1472000,-1.28,-1.34
2012,LOUISIANA,22.0,OUACHITA,73,26955000,-0.23,-0.23
2012,LOUISIANA,22.0,UNION,111,1389000,-1.08,-1.05
2012,LOUISIANA,22.0,WINN,127,712000,-0.39,-0.4
2012,LOUISIANA,22.0,EAST CARROLL,35,191490000,-1.14,-1.07
2012,LOUISIANA,22.0,FRANKLIN,41,138498000,-1.21,-1.2
2012,LOUISIANA,22.0,MADISON,65,154158000,-0.42,-0.39
2012,LOUISIANA,22.0,MOREHOUSE,67,170710000,-1.27,-1.29
2012,LOUISIANA,22.0,RICHLAND,83,119053000,0.45,0.48
2012,LOUISIANA,22.0,TENSAS,107,128932000,-0.09,-0.06
2012,LOUISIANA,22.0,WEST CARROLL,123,70412000,-0.77,-0.71
2012,LOUISIANA,22.0,BOSSIER,15,10765000,-0.46,-0.46
2012,LOUISIANA,22.0,CADDO,17,42295000,-0.87,-0.82
2012,LOUISIANA,22.0,DE SOTO,31,4458000,-1.28,-1.33
2012,LOUISIANA,22.0,RED RIVER,81,12910000,-0.72,-0.67
2012,LOUISIANA,22.0,WEBSTER,119,1740000,-0.35,-0.3
2012,LOUISIANA,22.0,ASSUMPTION,7,63888000,-0.64,-0.6
2012,LOUISIANA,22.0,IBERIA,45,89626000,-1.33,-1.4
2012,LOUISIANA,22.0,IBERVILLE,47,65250000,-0.91,-0.88
2012,LOUISIANA,22.0,LAFAYETTE,55,27168000,0.31,0.29
2012,LOUISIANA,22.0,SAINT MARTIN,99,48025000,-1.17,-1.1
2012,LOUISIANA,22.0,SAINT MARY,101,64714000,-0.95,-0.93
2012,LOUISIANA,22.0,ASCENSION,5,17707000,-1.28,-1.29
2012,LOUISIANA,22.0,JEFFERSON,51,388000,-0.62,-0.55
2012,LOUISIANA,22.0,LAFOURCHE,57,42735000,-0.25,-0.24
2012,LOUISIANA,22.0,ORLEANS,71,214000,1.15,1.19
2012,LOUISIANA,22.0,PLAQUEMINES,75,5875000,-0.11,-0.07
2012,LOUISIANA,22.0,SAINT BERNARD,87,155000,-0.89,-0.88
2012,LOUISIANA,22.0,SAINT CHARLES,89,148000,0.71,0.75
2012,LOUISIANA,22.0,SAINT JAMES,93,32763000,0.2,0.21
2012,LOUISIANA,22.0,ST. JOHN THE BAPTIST,95,9130000,0.94,0.93
2012,LOUISIANA,22.0,TERREBONNE,109,16175000,-1.33,-1.36
2012,LOUISIANA,22.0,ACADIA,1,107739000,-0.79,-0.75
2012,LOUISIANA,22.0,ALLEN,3,20175000,-1.44,-1.45
