agg_level_desc,reference_period_desc,state_name,unit_desc,week_ending,statisticcat_desc,county_ansi,watershed_code,congr_district_code,state_fips_code,county_code,country_name,state_ansi,domain_desc,country_code,source_desc,zip_5,commodity_desc,domaincat_desc,asd_code,group_desc,end_code,region_desc,county_name,watershed_desc,Value,load_time,sector_desc,prodn_practice_desc,freq_desc,asd_desc,state_alpha,util_practice_desc,class_desc,begin_code,short_desc,location_desc,year,CV (%)
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,IRRIGATION STATUS,9000,CENSUS,,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),,CROP TOTALS,00,,,,"8,809,323,000",2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2017,2.0
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,IRRIGATION STATUS,9000,CENSUS,,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),,CROP TOTALS,00,,,,"12,403,875,000",2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2012,2.8
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,IRRIGATION STATUS,9000,CENSUS,,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),,CROP TOTALS,00,,,,"6,270,231,000",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2007,
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,IRRIGATION STATUS,9000,CENSUS,,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),,CROP TOTALS,00,,,,"4,007,246,000",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2002,
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,IRRIGATION STATUS,9000,CENSUS,,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),,CROP TOTALS,00,,,,"3,894,857,000",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,1997,
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (111),,CROP TOTALS,00,,,,"15,680,687,000",2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2022,32.0
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (111),,CROP TOTALS,00,,,,"9,087,157,000",2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2017,1.8
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (111),,CROP TOTALS,00,,,,"12,848,913,000",2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2012,2.5
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (111),,CROP TOTALS,00,,,,"6,348,072,000",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2007,
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (111),,CROP TOTALS,00,,,,"4,077,070,000",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2002,
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (1111),,CROP TOTALS,00,,,,"14,424,684,000",2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2022,33.7
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (1111),,CROP TOTALS,00,,,,"8,082,950,000",2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2017,1.9
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (1111),,CROP TOTALS,00,,,,"11,741,078,000",2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2012,2.4
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (1111),,CROP TOTALS,00,,,,"5,415,924,000",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2007,
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (1111),,CROP TOTALS,00,,,,"3,120,717,000",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2002,
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (11111),,CROP TOTALS,00,,,,"941,361,000",2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2022,56.5
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (11111),,CROP TOTALS,00,,,,"981,876,000",2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2017,6.4
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (11111),,CROP TOTALS,00,,,,"811,451,000",2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2012,6.3
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (11111),,CROP TOTALS,00,,,,"407,549,000",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2007,
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (11111),,CROP TOTALS,00,,,,"650,782,000",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2002,
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (11112),,CROP TOTALS,00,,,,"10,399,000",2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2022,52.7
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (11112),,CROP TOTALS,00,,,,"2,804,000",2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2017,36.1
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (11112),,CROP TOTALS,00,,,,                 (D),2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2012,(D)
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (11112),,CROP TOTALS,00,,,,                 (D),2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2007,
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (11112),,CROP TOTALS,00,,,,"3,128,000",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2002,
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (11113),,CROP TOTALS,00,,,,"57,838,000",2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2022,90.9
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (11113),,CROP TOTALS,00,,,,"25,825,000",2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2017,8.8
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (11113),,CROP TOTALS,00,,,,                 (D),2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2012,(D)
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (11113),,CROP TOTALS,00,,,,                 (D),2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2007,
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (11113),,CROP TOTALS,00,,,,"16,675,000",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2002,
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (11114),,CROP TOTALS,00,,,,"222,564,000",2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2022,63.6
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (11114),,CROP TOTALS,00,,,,"154,800,000",2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2017,4.0
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (11114),,CROP TOTALS,00,,,,"134,587,000",2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2012,8.7
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (11114),,CROP TOTALS,00,,,,"177,376,000",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2007,
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (11114),,CROP TOTALS,00,,,,"120,251,000",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2002,
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (11115),,CROP TOTALS,00,,,,"10,087,795,000",2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2022,30.4
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (11115),,CROP TOTALS,00,,,,"4,527,856,000",2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2017,3.6
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (11115),,CROP TOTALS,00,,,,"7,969,403,000",2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2012,7.1
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (11115),,CROP TOTALS,00,,,,"3,242,293,000",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2007,
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (11115),,CROP TOTALS,00,,,,"2,099,590,000",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2002,
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (11119),,CROP TOTALS,00,,,,"3,104,726,000",2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2022,41.5
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (11119),,CROP TOTALS,00,,,,"2,389,789,000",2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2017,4.6
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (11119),,CROP TOTALS,00,,,,"2,784,499,000",2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2012,8.6
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (11119),,CROP TOTALS,00,,,,"1,580,651,000",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2007,
STATE,YEAR,MINNESOTA,$,,SALES,,00000000,,27,,UNITED STATES,27,NAICS CLASSIFICATION,9000,CENSUS,,CROP TOTALS,NAICS CLASSIFICATION: (11119),,CROP TOTALS,00,,,,"230,292,000",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $",MINNESOTA,2002,
