week_ending,state_ansi,county_code,begin_code,county_name,end_code,Value,country_name,asd_code,state_alpha,reference_period_desc,location_desc,state_fips_code,county_ansi,util_practice_desc,domain_desc,freq_desc,congr_district_code,year,unit_desc,region_desc,group_desc,commodity_desc,CV (%),domaincat_desc,short_desc,statisticcat_desc,source_desc,zip_5,watershed_code,class_desc,watershed_desc,agg_level_desc,state_name,country_code,load_time,sector_desc,asd_desc,prodn_practice_desc
,09,,00,,00,"45,490,000",UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,2007,$,,CROP TOTALS,CROP TOTALS,,IRRIGATION STATUS: (NONE ON OPERATION),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,"33,992,000",UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,2002,$,,CROP TOTALS,CROP TOTALS,,IRRIGATION STATUS: (NONE ON OPERATION),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,"38,598,000",UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,1997,$,,CROP TOTALS,CROP TOTALS,,IRRIGATION STATUS: (NONE ON OPERATION),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,"503,252,000",UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2022,$,,CROP TOTALS,CROP TOTALS,6.1,NAICS CLASSIFICATION: (111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,"409,508,000",UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2017,$,,CROP TOTALS,CROP TOTALS,6.9,NAICS CLASSIFICATION: (111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,"375,168,000",UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2012,$,,CROP TOTALS,CROP TOTALS,7.1,NAICS CLASSIFICATION: (111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,"399,096,000",UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2007,$,,CROP TOTALS,CROP TOTALS,,NAICS CLASSIFICATION: (111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,"326,252,000",UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2002,$,,CROP TOTALS,CROP TOTALS,,NAICS CLASSIFICATION: (111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,"5,286,000",UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2022,$,,CROP TOTALS,CROP TOTALS,31.2,NAICS CLASSIFICATION: (1111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,"3,147,000",UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2017,$,,CROP TOTALS,CROP TOTALS,63.6,NAICS CLASSIFICATION: (1111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,"7,364,000",UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2012,$,,CROP TOTALS,CROP TOTALS,19.8,NAICS CLASSIFICATION: (1111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,"561,000",UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2007,$,,CROP TOTALS,CROP TOTALS,,NAICS CLASSIFICATION: (1111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,"783,000",UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2002,$,,CROP TOTALS,CROP TOTALS,,NAICS CLASSIFICATION: (1111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,                 (D),UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2022,$,,CROP TOTALS,CROP TOTALS,(D),NAICS CLASSIFICATION: (11111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,                 (D),UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2017,$,,CROP TOTALS,CROP TOTALS,(D),NAICS CLASSIFICATION: (11111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,                 (D),UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2012,$,,CROP TOTALS,CROP TOTALS,(D),NAICS CLASSIFICATION: (11111),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,                 (D),UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2022,$,,CROP TOTALS,CROP TOTALS,(D),NAICS CLASSIFICATION: (11114),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,                 (D),UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2017,$,,CROP TOTALS,CROP TOTALS,(D),NAICS CLASSIFICATION: (11114),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,                 (D),UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2012,$,,CROP TOTALS,CROP TOTALS,(D),NAICS CLASSIFICATION: (11114),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,                 (D),UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2007,$,,CROP TOTALS,CROP TOTALS,,NAICS CLASSIFICATION: (11114),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,                 (D),UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2002,$,,CROP TOTALS,CROP TOTALS,,NAICS CLASSIFICATION: (11114),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,"5,248,000",UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2022,$,,CROP TOTALS,CROP TOTALS,32.5,NAICS CLASSIFICATION: (11115),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,                 (D),UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2017,$,,CROP TOTALS,CROP TOTALS,(D),NAICS CLASSIFICATION: (11115),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,                 (D),UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2012,$,,CROP TOTALS,CROP TOTALS,(D),NAICS CLASSIFICATION: (11115),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,                 (D),UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2007,$,,CROP TOTALS,CROP TOTALS,,NAICS CLASSIFICATION: (11115),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,                 (D),UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2002,$,,CROP TOTALS,CROP TOTALS,,NAICS CLASSIFICATION: (11115),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,                 (D),UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2017,$,,CROP TOTALS,CROP TOTALS,(D),NAICS CLASSIFICATION: (11119),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,                 (D),UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2012,$,,CROP TOTALS,CROP TOTALS,(D),NAICS CLASSIFICATION: (11119),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,                 (D),UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2002,$,,CROP TOTALS,CROP TOTALS,,NAICS CLASSIFICATION: (11119),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,"48,648,000",UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2022,$,,CROP TOTALS,CROP TOTALS,18.3,NAICS CLASSIFICATION: (1112),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,"34,704,000",UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2017,$,,CROP TOTALS,CROP TOTALS,77.9,NAICS CLASSIFICATION: (1112),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,"32,965,000",UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2012,$,,CROP TOTALS,CROP TOTALS,10.6,NAICS CLASSIFICATION: (1112),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,"27,618,000",UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2007,$,,CROP TOTALS,CROP TOTALS,,NAICS CLASSIFICATION: (1112),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,"17,034,000",UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2002,$,,CROP TOTALS,CROP TOTALS,,NAICS CLASSIFICATION: (1112),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,                 (D),UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2022,$,,CROP TOTALS,CROP TOTALS,(D),NAICS CLASSIFICATION: (111211),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,                 (D),UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2017,$,,CROP TOTALS,CROP TOTALS,(D),NAICS CLASSIFICATION: (111211),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,                 (D),UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2012,$,,CROP TOTALS,CROP TOTALS,(D),NAICS CLASSIFICATION: (111211),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,                 (D),UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2007,$,,CROP TOTALS,CROP TOTALS,,NAICS CLASSIFICATION: (111211),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,"16,000",UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2002,$,,CROP TOTALS,CROP TOTALS,,NAICS CLASSIFICATION: (111211),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,                 (D),UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2022,$,,CROP TOTALS,CROP TOTALS,(D),NAICS CLASSIFICATION: (111219),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,                 (D),UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2017,$,,CROP TOTALS,CROP TOTALS,(D),NAICS CLASSIFICATION: (111219),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,                 (D),UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2012,$,,CROP TOTALS,CROP TOTALS,(D),NAICS CLASSIFICATION: (111219),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,                 (D),UNITED STATES,,CT,YEAR,CONNECTICUT,09,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,2007,$,,CROP TOTALS,CROP TOTALS,,NAICS CLASSIFICATION: (111219),"CROP TOTALS - SALES, MEASURED IN $",SALES,CENSUS,,00000000,ALL CLASSES,,STATE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
