state_alpha,load_time,asd_code,county_code,short_desc,watershed_code,asd_desc,agg_level_desc,region_desc,CV (%),unit_desc,prodn_practice_desc,state_ansi,sector_desc,year,begin_code,commodity_desc,Value,domain_desc,source_desc,country_code,domaincat_desc,week_ending,country_name,watershed_desc,congr_district_code,statisticcat_desc,group_desc,reference_period_desc,location_desc,state_fips_code,county_name,util_practice_desc,freq_desc,county_ansi,zip_5,class_desc,state_name,end_code
LA,2024-07-02 12:00:00.000,,,"CORN, GRAIN, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE",00000000,,STATE,,3.6,BU / ACRE,"IRRIGATED, ENTIRE CROP",22,CROPS,2022,00,CORN,180.6,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,GRAIN,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2018-02-01 00:00:00.000,,,"CORN, GRAIN, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE",00000000,,STATE,,2.1,BU / ACRE,"IRRIGATED, ENTIRE CROP",22,CROPS,2017,00,CORN,189.9,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,GRAIN,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2012-12-31 00:00:00.000,,,"CORN, GRAIN, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE",00000000,,STATE,,1.2,BU / ACRE,"IRRIGATED, ENTIRE CROP",22,CROPS,2012,00,CORN,185.1,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,GRAIN,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2012-01-01 00:00:00.000,,,"CORN, GRAIN, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE",00000000,,STATE,,,BU / ACRE,"IRRIGATED, ENTIRE CROP",22,CROPS,2007,00,CORN,171.9,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,GRAIN,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2012-01-01 00:00:00.000,,,"CORN, GRAIN, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE",00000000,,STATE,,,BU / ACRE,"IRRIGATED, ENTIRE CROP",22,CROPS,2002,00,CORN,132.3,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,GRAIN,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2018-02-01 00:00:00.000,,,"CORN, SILAGE, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN TONS / ACRE",00000000,,STATE,,(D),TONS / ACRE,"IRRIGATED, ENTIRE CROP",22,CROPS,2017,00,CORN,                 (D),TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,SILAGE,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2012-12-31 00:00:00.000,,,"CORN, SILAGE, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN TONS / ACRE",00000000,,STATE,,(D),TONS / ACRE,"IRRIGATED, ENTIRE CROP",22,CROPS,2012,00,CORN,                 (D),TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,SILAGE,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2012-01-01 00:00:00.000,,,"CORN, SILAGE, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN TONS / ACRE",00000000,,STATE,,,TONS / ACRE,"IRRIGATED, ENTIRE CROP",22,CROPS,2007,00,CORN,                 (D),TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,SILAGE,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2012-01-01 00:00:00.000,,,"CORN, SILAGE, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN TONS / ACRE",00000000,,STATE,,,TONS / ACRE,"IRRIGATED, ENTIRE CROP",22,CROPS,2002,00,CORN,14.4,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,SILAGE,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2024-07-02 12:00:00.000,,,"CORN, GRAIN, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE",00000000,,STATE,,2.7,BU / ACRE,"IRRIGATED, NONE OF CROP",22,CROPS,2022,00,CORN,159.1,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,GRAIN,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2018-02-01 00:00:00.000,,,"CORN, GRAIN, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE",00000000,,STATE,,4.1,BU / ACRE,"IRRIGATED, NONE OF CROP",22,CROPS,2017,00,CORN,176.7,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,GRAIN,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2012-12-31 00:00:00.000,,,"CORN, GRAIN, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE",00000000,,STATE,,5.2,BU / ACRE,"IRRIGATED, NONE OF CROP",22,CROPS,2012,00,CORN,157.1,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,GRAIN,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2012-01-01 00:00:00.000,,,"CORN, GRAIN, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE",00000000,,STATE,,,BU / ACRE,"IRRIGATED, NONE OF CROP",22,CROPS,2007,00,CORN,150.9,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,GRAIN,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2012-01-01 00:00:00.000,,,"CORN, GRAIN, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE",00000000,,STATE,,,BU / ACRE,"IRRIGATED, NONE OF CROP",22,CROPS,2002,00,CORN,112.9,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,GRAIN,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2024-07-02 12:00:00.000,,,"CORN, SILAGE, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN TONS / ACRE",00000000,,STATE,,8.2,TONS / ACRE,"IRRIGATED, NONE OF CROP",22,CROPS,2022,00,CORN,12.6,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,SILAGE,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2018-02-01 00:00:00.000,,,"CORN, SILAGE, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN TONS / ACRE",00000000,,STATE,,(D),TONS / ACRE,"IRRIGATED, NONE OF CROP",22,CROPS,2017,00,CORN,                 (D),TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,SILAGE,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2012-12-31 00:00:00.000,,,"CORN, SILAGE, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN TONS / ACRE",00000000,,STATE,,1.2,TONS / ACRE,"IRRIGATED, NONE OF CROP",22,CROPS,2012,00,CORN,14.9,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,SILAGE,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2012-01-01 00:00:00.000,,,"CORN, SILAGE, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN TONS / ACRE",00000000,,STATE,,,TONS / ACRE,"IRRIGATED, NONE OF CROP",22,CROPS,2007,00,CORN,18.1,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,SILAGE,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2012-01-01 00:00:00.000,,,"CORN, SILAGE, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN TONS / ACRE",00000000,,STATE,,,TONS / ACRE,"IRRIGATED, NONE OF CROP",22,CROPS,2002,00,CORN,9.9,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,SILAGE,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2024-07-02 12:00:00.000,,,"CORN, GRAIN, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE",00000000,,STATE,,4.5,BU / ACRE,"IRRIGATED, PART OF CROP",22,CROPS,2022,00,CORN,165.5,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,GRAIN,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2018-02-01 00:00:00.000,,,"CORN, GRAIN, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE",00000000,,STATE,,1.7,BU / ACRE,"IRRIGATED, PART OF CROP",22,CROPS,2017,00,CORN,183.7,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,GRAIN,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2012-12-31 00:00:00.000,,,"CORN, GRAIN, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE",00000000,,STATE,,1.9,BU / ACRE,"IRRIGATED, PART OF CROP",22,CROPS,2012,00,CORN,180.1,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,GRAIN,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2012-01-01 00:00:00.000,,,"CORN, GRAIN, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE",00000000,,STATE,,,BU / ACRE,"IRRIGATED, PART OF CROP",22,CROPS,2007,00,CORN,159.9,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,GRAIN,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2012-01-01 00:00:00.000,,,"CORN, GRAIN, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE",00000000,,STATE,,,BU / ACRE,"IRRIGATED, PART OF CROP",22,CROPS,2002,00,CORN,124,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,GRAIN,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2012-12-31 00:00:00.000,,,"CORN, SILAGE, IRRIGATED, PART OF CROP - YIELD, MEASURED IN TONS / ACRE",00000000,,STATE,,(D),TONS / ACRE,"IRRIGATED, PART OF CROP",22,CROPS,2012,00,CORN,                 (D),TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,SILAGE,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2012-01-01 00:00:00.000,,,"CORN, SILAGE, IRRIGATED, PART OF CROP - YIELD, MEASURED IN TONS / ACRE",00000000,,STATE,,,TONS / ACRE,"IRRIGATED, PART OF CROP",22,CROPS,2007,00,CORN,                 (D),TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,SILAGE,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2012-12-31 00:00:00.000,,,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",00000000,,STATE,,,BU / ACRE,NON-IRRIGATED,22,CROPS,2013,00,CORN,158,IRRIGATION STATUS,CENSUS,9000,IRRIGATION STATUS: (ANY ON OPERATION),,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,GRAIN,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2018-02-01 00:00:00.000,,,"COTTON, IRRIGATED - YIELD, MEASURED IN LB / ACRE",00000000,,STATE,,(D),LB / ACRE,IRRIGATED,22,CROPS,2018,00,COTTON,                 (D),"IRRIGATION METHOD, PRIMARY",CENSUS,9000,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,ALL UTILIZATION PRACTICES,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2012-12-31 00:00:00.000,,,"COTTON, IRRIGATED - YIELD, MEASURED IN LB / ACRE",00000000,,STATE,,,LB / ACRE,IRRIGATED,22,CROPS,2013,00,COTTON,"1,341","IRRIGATION METHOD, PRIMARY",CENSUS,9000,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,ALL UTILIZATION PRACTICES,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2018-02-01 00:00:00.000,,,"COTTON, IRRIGATED - YIELD, MEASURED IN LB / ACRE",00000000,,STATE,,(D),LB / ACRE,IRRIGATED,22,CROPS,2018,00,COTTON,                 (D),"IRRIGATION METHOD, PRIMARY",CENSUS,9000,"IRRIGATION METHOD, PRIMARY: (PRESSURE, SPRINKLER)",,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,ALL UTILIZATION PRACTICES,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2012-12-31 00:00:00.000,,,"COTTON, IRRIGATED - YIELD, MEASURED IN LB / ACRE",00000000,,STATE,,,LB / ACRE,IRRIGATED,22,CROPS,2013,00,COTTON,"1,421","IRRIGATION METHOD, PRIMARY",CENSUS,9000,"IRRIGATION METHOD, PRIMARY: (PRESSURE, SPRINKLER)",,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,ALL UTILIZATION PRACTICES,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2018-02-01 00:00:00.000,,,"COTTON, IRRIGATED - YIELD, MEASURED IN LB / ACRE",00000000,,STATE,,5.6,LB / ACRE,IRRIGATED,22,CROPS,2018,00,COTTON,"1,270",TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,ALL UTILIZATION PRACTICES,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2012-12-31 00:00:00.000,,,"COTTON, IRRIGATED - YIELD, MEASURED IN LB / ACRE",00000000,,STATE,,,LB / ACRE,IRRIGATED,22,CROPS,2013,00,COTTON,"1,361",TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,ALL UTILIZATION PRACTICES,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2024-07-02 12:00:00.000,,,"COTTON, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BALES / ACRE",00000000,,STATE,,4.7,BALES / ACRE,"IRRIGATED, ENTIRE CROP",22,CROPS,2022,00,COTTON,1.9,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,ALL UTILIZATION PRACTICES,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2018-02-01 00:00:00.000,,,"COTTON, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BALES / ACRE",00000000,,STATE,,6.7,BALES / ACRE,"IRRIGATED, ENTIRE CROP",22,CROPS,2017,00,COTTON,2.2,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,ALL UTILIZATION PRACTICES,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2012-12-31 00:00:00.000,,,"COTTON, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BALES / ACRE",00000000,,STATE,,1.3,BALES / ACRE,"IRRIGATED, ENTIRE CROP",22,CROPS,2012,00,COTTON,2.1,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,ALL UTILIZATION PRACTICES,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2012-01-01 00:00:00.000,,,"COTTON, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BALES / ACRE",00000000,,STATE,,,BALES / ACRE,"IRRIGATED, ENTIRE CROP",22,CROPS,2007,00,COTTON,2,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,ALL UTILIZATION PRACTICES,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2012-01-01 00:00:00.000,,,"COTTON, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BALES / ACRE",00000000,,STATE,,,BALES / ACRE,"IRRIGATED, ENTIRE CROP",22,CROPS,2002,00,COTTON,1.5,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,ALL UTILIZATION PRACTICES,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2024-07-02 12:00:00.000,,,"COTTON, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BALES / ACRE",00000000,,STATE,,7.6,BALES / ACRE,"IRRIGATED, NONE OF CROP",22,CROPS,2022,00,COTTON,1.8,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,ALL UTILIZATION PRACTICES,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2018-02-01 00:00:00.000,,,"COTTON, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BALES / ACRE",00000000,,STATE,,4.5,BALES / ACRE,"IRRIGATED, NONE OF CROP",22,CROPS,2017,00,COTTON,1.8,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,ALL UTILIZATION PRACTICES,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2012-12-31 00:00:00.000,,,"COTTON, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BALES / ACRE",00000000,,STATE,,1.3,BALES / ACRE,"IRRIGATED, NONE OF CROP",22,CROPS,2012,00,COTTON,2,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,ALL UTILIZATION PRACTICES,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2012-01-01 00:00:00.000,,,"COTTON, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BALES / ACRE",00000000,,STATE,,,BALES / ACRE,"IRRIGATED, NONE OF CROP",22,CROPS,2007,00,COTTON,2.1,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,ALL UTILIZATION PRACTICES,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2012-01-01 00:00:00.000,,,"COTTON, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BALES / ACRE",00000000,,STATE,,,BALES / ACRE,"IRRIGATED, NONE OF CROP",22,CROPS,2002,00,COTTON,1.6,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,ALL UTILIZATION PRACTICES,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2024-07-02 12:00:00.000,,,"COTTON, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BALES / ACRE",00000000,,STATE,,2.6,BALES / ACRE,"IRRIGATED, PART OF CROP",22,CROPS,2022,00,COTTON,1.9,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,ALL UTILIZATION PRACTICES,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2018-02-01 00:00:00.000,,,"COTTON, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BALES / ACRE",00000000,,STATE,,4.4,BALES / ACRE,"IRRIGATED, PART OF CROP",22,CROPS,2017,00,COTTON,2,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,ALL UTILIZATION PRACTICES,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2012-12-31 00:00:00.000,,,"COTTON, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BALES / ACRE",00000000,,STATE,,1.6,BALES / ACRE,"IRRIGATED, PART OF CROP",22,CROPS,2012,00,COTTON,2.2,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,ALL UTILIZATION PRACTICES,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2012-01-01 00:00:00.000,,,"COTTON, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BALES / ACRE",00000000,,STATE,,,BALES / ACRE,"IRRIGATED, PART OF CROP",22,CROPS,2007,00,COTTON,2.1,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,ALL UTILIZATION PRACTICES,ANNUAL,,,ALL CLASSES,LOUISIANA,00
LA,2012-01-01 00:00:00.000,,,"COTTON, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BALES / ACRE",00000000,,STATE,,,BALES / ACRE,"IRRIGATED, PART OF CROP",22,CROPS,2002,00,COTTON,1.6,TOTAL,CENSUS,9000,NOT SPECIFIED,,UNITED STATES,,,YIELD,FIELD CROPS,YEAR,LOUISIANA,22,,ALL UTILIZATION PRACTICES,ANNUAL,,,ALL CLASSES,LOUISIANA,00
