country_name,group_desc,CV (%),county_ansi,begin_code,watershed_desc,end_code,zip_5,Value,county_name,class_desc,unit_desc,state_alpha,week_ending,state_name,location_desc,asd_desc,short_desc,prodn_practice_desc,util_practice_desc,state_fips_code,freq_desc,source_desc,county_code,asd_code,region_desc,statisticcat_desc,domaincat_desc,agg_level_desc,year,watershed_code,domain_desc,country_code,congr_district_code,sector_desc,commodity_desc,state_ansi,reference_period_desc,load_time
UNITED STATES,FIELD CROPS,81.3,,00,,00,,105.9,,ALL CLASSES,BU / ACRE,HI,,HAWAII,HAWAII,,"CORN, GRAIN, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","IRRIGATED, ENTIRE CROP",GRAIN,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2017,00000000,TOTAL,9000,,CROPS,CORN,15,YEAR,2018-02-01 00:00:00.000
UNITED STATES,FIELD CROPS,3.0,,00,,00,,70.6,,ALL CLASSES,BU / ACRE,HI,,HAWAII,HAWAII,,"CORN, GRAIN, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","IRRIGATED, ENTIRE CROP",GRAIN,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2012,00000000,TOTAL,9000,,CROPS,CORN,15,YEAR,2012-12-31 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,40.1,,ALL CLASSES,BU / ACRE,HI,,HAWAII,HAWAII,,"CORN, GRAIN, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","IRRIGATED, ENTIRE CROP",GRAIN,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2007,00000000,TOTAL,9000,,CROPS,CORN,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,46.4,,ALL CLASSES,BU / ACRE,HI,,HAWAII,HAWAII,,"CORN, GRAIN, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","IRRIGATED, ENTIRE CROP",GRAIN,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2002,00000000,TOTAL,9000,,CROPS,CORN,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,                 (D),,ALL CLASSES,TONS / ACRE,HI,,HAWAII,HAWAII,,"CORN, SILAGE, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN TONS / ACRE","IRRIGATED, ENTIRE CROP",SILAGE,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2002,00000000,TOTAL,9000,,CROPS,CORN,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,(D),,00,,00,,                 (D),,ALL CLASSES,BU / ACRE,HI,,HAWAII,HAWAII,,"CORN, GRAIN, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","IRRIGATED, NONE OF CROP",GRAIN,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2022,00000000,TOTAL,9000,,CROPS,CORN,15,YEAR,2024-07-02 12:00:00.000
UNITED STATES,FIELD CROPS,(D),,00,,00,,                 (D),,ALL CLASSES,BU / ACRE,HI,,HAWAII,HAWAII,,"CORN, GRAIN, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","IRRIGATED, NONE OF CROP",GRAIN,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2017,00000000,TOTAL,9000,,CROPS,CORN,15,YEAR,2018-02-01 00:00:00.000
UNITED STATES,FIELD CROPS,(D),,00,,00,,                 (D),,ALL CLASSES,TONS / ACRE,HI,,HAWAII,HAWAII,,"CORN, SILAGE, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN TONS / ACRE","IRRIGATED, NONE OF CROP",SILAGE,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2017,00000000,TOTAL,9000,,CROPS,CORN,15,YEAR,2018-02-01 00:00:00.000
UNITED STATES,FIELD CROPS,(D),,00,,00,,                 (D),,ALL CLASSES,TONS / ACRE,HI,,HAWAII,HAWAII,,"CORN, SILAGE, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN TONS / ACRE","IRRIGATED, NONE OF CROP",SILAGE,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2012,00000000,TOTAL,9000,,CROPS,CORN,15,YEAR,2012-12-31 00:00:00.000
UNITED STATES,FIELD CROPS,(D),,00,,00,,                 (D),,ALL CLASSES,BU / ACRE,HI,,HAWAII,HAWAII,,"CORN, GRAIN, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE","IRRIGATED, PART OF CROP",GRAIN,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2017,00000000,TOTAL,9000,,CROPS,CORN,15,YEAR,2018-02-01 00:00:00.000
UNITED STATES,FIELD CROPS,(D),,00,,00,,                 (D),,(EXCL ALFALFA),TONS / ACRE,HI,,HAWAII,HAWAII,,"HAY, (EXCL ALFALFA), IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN TONS / ACRE","IRRIGATED, ENTIRE CROP",ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2022,00000000,TOTAL,9000,,CROPS,HAY,15,YEAR,2024-07-02 12:00:00.000
UNITED STATES,FIELD CROPS,11.1,,00,,00,,2.1,,(EXCL ALFALFA),TONS / ACRE,HI,,HAWAII,HAWAII,,"HAY, (EXCL ALFALFA), IRRIGATED, NONE OF CROP - YIELD, MEASURED IN TONS / ACRE","IRRIGATED, NONE OF CROP",ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2022,00000000,TOTAL,9000,,CROPS,HAY,15,YEAR,2024-07-02 12:00:00.000
UNITED STATES,FIELD CROPS,(D),,00,,00,,                 (D),,(EXCL ALFALFA),TONS / ACRE,HI,,HAWAII,HAWAII,,"HAY, (EXCL ALFALFA), IRRIGATED, NONE OF CROP - YIELD, MEASURED IN TONS / ACRE","IRRIGATED, NONE OF CROP",ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2017,00000000,TOTAL,9000,,CROPS,HAY,15,YEAR,2018-02-01 00:00:00.000
UNITED STATES,FIELD CROPS,(D),,00,,00,,                 (D),,ALFALFA,TONS / ACRE,HI,,HAWAII,HAWAII,,"HAY, ALFALFA, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN TONS / ACRE","IRRIGATED, ENTIRE CROP",ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2022,00000000,TOTAL,9000,,CROPS,HAY,15,YEAR,2024-07-02 12:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,3,,ALFALFA,TONS / ACRE,HI,,HAWAII,HAWAII,,"HAY, ALFALFA, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN TONS / ACRE","IRRIGATED, ENTIRE CROP",ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2007,00000000,TOTAL,9000,,CROPS,HAY,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,                 (D),,ALFALFA,TONS / ACRE,HI,,HAWAII,HAWAII,,"HAY, ALFALFA, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN TONS / ACRE","IRRIGATED, ENTIRE CROP",ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2002,00000000,TOTAL,9000,,CROPS,HAY,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,(D),,00,,00,,                 (D),,ALFALFA,TONS / ACRE,HI,,HAWAII,HAWAII,,"HAY, ALFALFA, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN TONS / ACRE","IRRIGATED, NONE OF CROP",ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2017,00000000,TOTAL,9000,,CROPS,HAY,15,YEAR,2018-02-01 00:00:00.000
UNITED STATES,FIELD CROPS,(D),,00,,00,,                 (D),,"TAME, (EXCL ALFALFA & SMALL GRAIN)",TONS / ACRE,HI,,HAWAII,HAWAII,,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN TONS / ACRE","IRRIGATED, ENTIRE CROP",ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2012,00000000,TOTAL,9000,,CROPS,HAY,15,YEAR,2012-12-31 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,1.9,,"TAME, (EXCL ALFALFA & SMALL GRAIN)",TONS / ACRE,HI,,HAWAII,HAWAII,,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN TONS / ACRE","IRRIGATED, ENTIRE CROP",ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2007,00000000,TOTAL,9000,,CROPS,HAY,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,(D),,00,,00,,                 (D),,"TAME, (EXCL ALFALFA & SMALL GRAIN)",TONS / ACRE,HI,,HAWAII,HAWAII,,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED, NONE OF CROP - YIELD, MEASURED IN TONS / ACRE","IRRIGATED, NONE OF CROP",ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2012,00000000,TOTAL,9000,,CROPS,HAY,15,YEAR,2012-12-31 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,                 (D),,"TAME, (EXCL ALFALFA & SMALL GRAIN)",TONS / ACRE,HI,,HAWAII,HAWAII,,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED, NONE OF CROP - YIELD, MEASURED IN TONS / ACRE","IRRIGATED, NONE OF CROP",ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2007,00000000,TOTAL,9000,,CROPS,HAY,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,                 (D),,"TAME, (EXCL ALFALFA & SMALL GRAIN)",TONS / ACRE,HI,,HAWAII,HAWAII,,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED, NONE OF CROP - YIELD, MEASURED IN TONS / ACRE","IRRIGATED, NONE OF CROP",ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2002,00000000,TOTAL,9000,,CROPS,HAY,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,                 (D),,"TAME, (EXCL ALFALFA & SMALL GRAIN)",TONS / ACRE,HI,,HAWAII,HAWAII,,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED, PART OF CROP - YIELD, MEASURED IN TONS / ACRE","IRRIGATED, PART OF CROP",ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2007,00000000,TOTAL,9000,,CROPS,HAY,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,                 (D),,"TAME, (EXCL ALFALFA & SMALL GRAIN)",TONS / ACRE,HI,,HAWAII,HAWAII,,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED, PART OF CROP - YIELD, MEASURED IN TONS / ACRE","IRRIGATED, PART OF CROP",ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2002,00000000,TOTAL,9000,,CROPS,HAY,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,                 (D),,(EXCL ALFALFA),"TONS / ACRE, DRY BASIS",HI,,HAWAII,HAWAII,,"HAY & HAYLAGE, (EXCL ALFALFA), IRRIGATED - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",IRRIGATED,ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,"IRRIGATION METHOD, PRIMARY: (PRESSURE)",STATE,2013,00000000,"IRRIGATION METHOD, PRIMARY",9000,,CROPS,HAY & HAYLAGE,15,YEAR,2012-12-31 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,                 (D),,(EXCL ALFALFA),"TONS / ACRE, DRY BASIS",HI,,HAWAII,HAWAII,,"HAY & HAYLAGE, (EXCL ALFALFA), IRRIGATED - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",IRRIGATED,ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2013,00000000,TOTAL,9000,,CROPS,HAY & HAYLAGE,15,YEAR,2012-12-31 00:00:00.000
UNITED STATES,FIELD CROPS,(L),,00,,00,,6.6,,ALFALFA,"TONS / ACRE, DRY BASIS",HI,,HAWAII,HAWAII,,"HAY & HAYLAGE, ALFALFA, IRRIGATED - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",IRRIGATED,ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,"IRRIGATION METHOD, PRIMARY: (PRESSURE)",STATE,2018,00000000,"IRRIGATION METHOD, PRIMARY",9000,,CROPS,HAY & HAYLAGE,15,YEAR,2018-02-01 00:00:00.000
UNITED STATES,FIELD CROPS,(L),,00,,00,,6.6,,ALFALFA,"TONS / ACRE, DRY BASIS",HI,,HAWAII,HAWAII,,"HAY & HAYLAGE, ALFALFA, IRRIGATED - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",IRRIGATED,ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2018,00000000,TOTAL,9000,,CROPS,HAY & HAYLAGE,15,YEAR,2018-02-01 00:00:00.000
UNITED STATES,FIELD CROPS,(D),,00,,00,,                 (D),,(EXCL ALFALFA),TONS / ACRE,HI,,HAWAII,HAWAII,,"HAYLAGE, (EXCL ALFALFA), IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN TONS / ACRE","IRRIGATED, ENTIRE CROP",ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2022,00000000,TOTAL,9000,,CROPS,HAYLAGE,15,YEAR,2024-07-02 12:00:00.000
UNITED STATES,FIELD CROPS,(D),,00,,00,,                 (D),,(EXCL ALFALFA),TONS / ACRE,HI,,HAWAII,HAWAII,,"HAYLAGE, (EXCL ALFALFA), IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN TONS / ACRE","IRRIGATED, ENTIRE CROP",ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2017,00000000,TOTAL,9000,,CROPS,HAYLAGE,15,YEAR,2018-02-01 00:00:00.000
UNITED STATES,FIELD CROPS,(D),,00,,00,,                 (D),,(EXCL ALFALFA),TONS / ACRE,HI,,HAWAII,HAWAII,,"HAYLAGE, (EXCL ALFALFA), IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN TONS / ACRE","IRRIGATED, ENTIRE CROP",ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2012,00000000,TOTAL,9000,,CROPS,HAYLAGE,15,YEAR,2012-12-31 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,                 (D),,(EXCL ALFALFA),TONS / ACRE,HI,,HAWAII,HAWAII,,"HAYLAGE, (EXCL ALFALFA), IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN TONS / ACRE","IRRIGATED, ENTIRE CROP",ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2007,00000000,TOTAL,9000,,CROPS,HAYLAGE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,4.4,,00,,00,,3.5,,(EXCL ALFALFA),TONS / ACRE,HI,,HAWAII,HAWAII,,"HAYLAGE, (EXCL ALFALFA), IRRIGATED, NONE OF CROP - YIELD, MEASURED IN TONS / ACRE","IRRIGATED, NONE OF CROP",ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2022,00000000,TOTAL,9000,,CROPS,HAYLAGE,15,YEAR,2024-07-02 12:00:00.000
UNITED STATES,FIELD CROPS,(D),,00,,00,,                 (D),,(EXCL ALFALFA),TONS / ACRE,HI,,HAWAII,HAWAII,,"HAYLAGE, (EXCL ALFALFA), IRRIGATED, NONE OF CROP - YIELD, MEASURED IN TONS / ACRE","IRRIGATED, NONE OF CROP",ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2017,00000000,TOTAL,9000,,CROPS,HAYLAGE,15,YEAR,2018-02-01 00:00:00.000
UNITED STATES,FIELD CROPS,55.4,,00,,00,,3.7,,(EXCL ALFALFA),TONS / ACRE,HI,,HAWAII,HAWAII,,"HAYLAGE, (EXCL ALFALFA), IRRIGATED, NONE OF CROP - YIELD, MEASURED IN TONS / ACRE","IRRIGATED, NONE OF CROP",ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2012,00000000,TOTAL,9000,,CROPS,HAYLAGE,15,YEAR,2012-12-31 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,                 (D),,(EXCL ALFALFA),TONS / ACRE,HI,,HAWAII,HAWAII,,"HAYLAGE, (EXCL ALFALFA), IRRIGATED, NONE OF CROP - YIELD, MEASURED IN TONS / ACRE","IRRIGATED, NONE OF CROP",ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2007,00000000,TOTAL,9000,,CROPS,HAYLAGE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,(D),,00,,00,,                 (D),,(EXCL ALFALFA),TONS / ACRE,HI,,HAWAII,HAWAII,,"HAYLAGE, (EXCL ALFALFA), IRRIGATED, PART OF CROP - YIELD, MEASURED IN TONS / ACRE","IRRIGATED, PART OF CROP",ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2022,00000000,TOTAL,9000,,CROPS,HAYLAGE,15,YEAR,2024-07-02 12:00:00.000
UNITED STATES,FIELD CROPS,(D),,00,,00,,                 (D),,(EXCL ALFALFA),TONS / ACRE,HI,,HAWAII,HAWAII,,"HAYLAGE, (EXCL ALFALFA), IRRIGATED, PART OF CROP - YIELD, MEASURED IN TONS / ACRE","IRRIGATED, PART OF CROP",ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2017,00000000,TOTAL,9000,,CROPS,HAYLAGE,15,YEAR,2018-02-01 00:00:00.000
UNITED STATES,FIELD CROPS,(D),,00,,00,,                 (D),,(EXCL ALFALFA),TONS / ACRE,HI,,HAWAII,HAWAII,,"HAYLAGE, (EXCL ALFALFA), IRRIGATED, PART OF CROP - YIELD, MEASURED IN TONS / ACRE","IRRIGATED, PART OF CROP",ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2012,00000000,TOTAL,9000,,CROPS,HAYLAGE,15,YEAR,2012-12-31 00:00:00.000
UNITED STATES,FIELD CROPS,(D),,00,,00,,                 (D),,ALFALFA,TONS / ACRE,HI,,HAWAII,HAWAII,,"HAYLAGE, ALFALFA, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN TONS / ACRE","IRRIGATED, ENTIRE CROP",ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2022,00000000,TOTAL,9000,,CROPS,HAYLAGE,15,YEAR,2024-07-02 12:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,"4,576",,ALL CLASSES,LB / ACRE,HI,,HAWAII,HAWAII,,"PEANUTS, IRRIGATED - YIELD, MEASURED IN LB / ACRE",IRRIGATED,ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",STATE,2013,00000000,"IRRIGATION METHOD, PRIMARY",9000,,CROPS,PEANUTS,15,YEAR,2012-12-31 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,"4,576",,ALL CLASSES,LB / ACRE,HI,,HAWAII,HAWAII,,"PEANUTS, IRRIGATED - YIELD, MEASURED IN LB / ACRE",IRRIGATED,ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2013,00000000,TOTAL,9000,,CROPS,PEANUTS,15,YEAR,2012-12-31 00:00:00.000
UNITED STATES,FIELD CROPS,(D),,00,,00,,                 (D),,ALL CLASSES,LB / ACRE,HI,,HAWAII,HAWAII,,"PEANUTS, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN LB / ACRE","IRRIGATED, NONE OF CROP",ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2022,00000000,TOTAL,9000,,CROPS,PEANUTS,15,YEAR,2024-07-02 12:00:00.000
UNITED STATES,FIELD CROPS,(L),,00,,00,,500,,ALL CLASSES,LB / ACRE,HI,,HAWAII,HAWAII,,"PEANUTS, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN LB / ACRE","IRRIGATED, NONE OF CROP",ALL UTILIZATION PRACTICES,15,ANNUAL,CENSUS,,,,YIELD,NOT SPECIFIED,STATE,2017,00000000,TOTAL,9000,,CROPS,PEANUTS,15,YEAR,2018-02-01 00:00:00.000
