source_desc,statisticcat_desc,short_desc,domaincat_desc,CV (%),commodity_desc,group_desc,sector_desc,asd_desc,prodn_practice_desc,load_time,state_name,country_code,watershed_desc,agg_level_desc,class_desc,watershed_code,zip_5,Value,end_code,county_name,county_code,begin_code,state_ansi,week_ending,region_desc,year,unit_desc,freq_desc,congr_district_code,util_practice_desc,domain_desc,county_ansi,state_fips_code,reference_period_desc,location_desc,state_alpha,country_name,asd_code
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"176,700,000",00,,,00,40,,,2002,$,ANNUAL,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"95,384,000",00,,,00,40,,,1997,$,ANNUAL,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",IRRIGATION STATUS: (NONE ON OPERATION),4.7,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"884,473,000",00,,,00,40,,,2022,$,ANNUAL,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",IRRIGATION STATUS: (NONE ON OPERATION),3.0,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"910,682,000",00,,,00,40,,,2017,$,ANNUAL,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",IRRIGATION STATUS: (NONE ON OPERATION),3.8,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"1,205,419,000",00,,,00,40,,,2012,$,ANNUAL,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",IRRIGATION STATUS: (NONE ON OPERATION),,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"664,423,000",00,,,00,40,,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",IRRIGATION STATUS: (NONE ON OPERATION),,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"481,326,000",00,,,00,40,,,2002,$,ANNUAL,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",IRRIGATION STATUS: (NONE ON OPERATION),,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"640,422,000",00,,,00,40,,,1997,$,ANNUAL,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111),4.4,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"1,375,312,000",00,,,00,40,,,2022,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111),2.2,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"1,277,422,000",00,,,00,40,,,2017,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111),7.2,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"1,606,034,000",00,,,00,40,,,2012,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111),,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"985,122,000",00,,,00,40,,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111),,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"661,368,000",00,,,00,40,,,2002,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (1111),5.9,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"746,775,000",00,,,00,40,,,2022,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (1111),4.8,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"595,838,000",00,,,00,40,,,2017,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (1111),7.4,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"1,098,133,000",00,,,00,40,,,2012,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (1111),,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"518,246,000",00,,,00,40,,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (1111),,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"292,973,000",00,,,00,40,,,2002,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11111),(D),CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,                 (D),00,,,00,40,,,2022,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11111),17.9,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"101,291,000",00,,,00,40,,,2017,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11111),7.3,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"12,230,000",00,,,00,40,,,2012,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11111),,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,                 (D),00,,,00,40,,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11111),,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"20,170,000",00,,,00,40,,,2002,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11112),(D),CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,                 (D),00,,,00,40,,,2022,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11112),(D),CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,                 (D),00,,,00,40,,,2017,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11112),40.8,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"17,039,000",00,,,00,40,,,2012,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11112),,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,                 (D),00,,,00,40,,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11112),,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,                 (D),00,,,00,40,,,2002,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11113),(D),CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,                 (D),00,,,00,40,,,2022,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11113),(D),CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,                 (D),00,,,00,40,,,2017,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11113),,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,                 (D),00,,,00,40,,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11113),,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,                 (D),00,,,00,40,,,2002,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11114),9.2,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"379,992,000",00,,,00,40,,,2022,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11114),7.3,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"156,393,000",00,,,00,40,,,2017,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11114),5.6,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"727,871,000",00,,,00,40,,,2012,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11114),,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"280,113,000",00,,,00,40,,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11114),,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"195,280,000",00,,,00,40,,,2002,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11115),1.0,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"182,283,000",00,,,00,40,,,2022,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11115),16.1,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"111,913,000",00,,,00,40,,,2017,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11115),19.1,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"182,023,000",00,,,00,40,,,2012,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11115),,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"121,104,000",00,,,00,40,,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11115),,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"48,277,000",00,,,00,40,,,2002,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11116),,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,                 (D),00,,,00,40,,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11119),6.1,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"164,256,000",00,,,00,40,,,2022,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11119),4.4,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"222,694,000",00,,,00,40,,,2017,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11119),8.3,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"158,970,000",00,,,00,40,,,2012,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11119),,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"101,170,000",00,,,00,40,,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11119),,CROP TOTALS,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,OKLAHOMA,9000,,STATE,ALL CLASSES,00000000,,"28,781,000",00,,,00,40,,,2002,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,40,YEAR,OKLAHOMA,OK,UNITED STATES,
