county_code,state_fips_code,congr_district_code,watershed_code,county_ansi,state_name,unit_desc,statisticcat_desc,week_ending,agg_level_desc,reference_period_desc,commodity_desc,zip_5,source_desc,country_code,domain_desc,state_ansi,country_name,Value,watershed_desc,sector_desc,prodn_practice_desc,load_time,county_name,asd_code,region_desc,end_code,group_desc,domaincat_desc,short_desc,location_desc,CV (%),year,class_desc,begin_code,freq_desc,asd_desc,state_alpha,util_practice_desc
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,IRRIGATION STATUS,01,UNITED STATES,"174,957,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,,2002,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,IRRIGATION STATUS,01,UNITED STATES,"136,361,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,,1997,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,IRRIGATION STATUS,01,UNITED STATES,"877,601,000",,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,,,00,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,12.4,2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,IRRIGATION STATUS,01,UNITED STATES,"618,882,000",,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,,,,00,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,5.1,2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,IRRIGATION STATUS,01,UNITED STATES,"751,706,000",,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,,,,00,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,2.3,2012,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,IRRIGATION STATUS,01,UNITED STATES,"295,034,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,,2007,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,IRRIGATION STATUS,01,UNITED STATES,"270,439,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,,2002,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,IRRIGATION STATUS,01,UNITED STATES,"402,837,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,,1997,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"1,665,286,000",,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (111),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,13.6,2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"1,131,395,000",,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (111),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,2.8,2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"1,241,618,000",,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (111),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,4.9,2012,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"638,606,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (111),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,,2007,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"559,163,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (111),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,,2002,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"546,819,000",,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (1111),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,12.4,2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"303,284,000",,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (1111),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,5.6,2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"396,493,000",,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (1111),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,2.2,2012,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"97,021,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (1111),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,,2007,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"38,482,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (1111),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,,2002,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"95,674,000",,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (11111),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,26.4,2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"60,335,000",,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (11111),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,9.1,2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"101,975,000",,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (11111),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,9.2,2012,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"6,842,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (11111),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,,2007,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"10,046,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (11111),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,,2002,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,                 (D),,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (11112),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,(D),2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"10,000",,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (11112),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,(H),2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,                 (D),,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (11112),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,,2002,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,                 (D),,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (11113),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,(D),2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,                 (D),,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (11113),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,(D),2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"142,000",,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (11113),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,57.4,2012,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,                 (D),,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (11113),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,,2002,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,                 (D),,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (11114),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,(D),2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,                 (D),,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (11114),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,(D),2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"2,878,000",,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (11114),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,17.6,2012,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"1,284,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (11114),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,,2007,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,                 (D),,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (11114),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,,2002,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"135,298,000",,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (11115),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,12.1,2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"55,964,000",,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (11115),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,18.3,2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"72,383,000",,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (11115),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,9.4,2012,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"54,756,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (11115),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,,2007,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"23,627,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (11115),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,,2002,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"117,000",,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (11116),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,16.0,2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"312,352,000",,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (11119),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,10.8,2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"186,327,000",,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (11119),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,7.3,2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"219,114,000",,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (11119),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,2.7,2012,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"34,139,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (11119),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,,2007,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"4,057,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (11119),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,,2002,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"96,766,000",,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (1112),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,14.7,2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"52,200,000",,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (1112),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,33.0,2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,$,SALES,,STATE,YEAR,CROP TOTALS,,CENSUS,9000,NAICS CLASSIFICATION,01,UNITED STATES,"45,128,000",,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,,,,00,CROP TOTALS,NAICS CLASSIFICATION: (1112),"CROP TOTALS - SALES, MEASURED IN $",ALABAMA,21.3,2012,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
