statisticcat_desc,short_desc,source_desc,group_desc,domaincat_desc,CV (%),commodity_desc,country_code,state_name,asd_desc,prodn_practice_desc,sector_desc,load_time,zip_5,agg_level_desc,watershed_desc,watershed_code,class_desc,Value,end_code,begin_code,county_code,state_ansi,week_ending,county_name,congr_district_code,freq_desc,domain_desc,util_practice_desc,region_desc,unit_desc,year,asd_code,country_name,county_ansi,location_desc,state_fips_code,state_alpha,reference_period_desc
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"113,653,000",00,00,,56,,,,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,$,2002,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"137,744,000",00,00,,56,,,,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,$,1997,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),15.0,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,,STATE,,00000000,ALL CLASSES,"22,014,000",00,00,,56,,,,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,$,2022,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),29.1,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"16,134,000",00,00,,56,,,,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,$,2017,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),18.3,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,,STATE,,00000000,ALL CLASSES,"26,001,000",00,00,,56,,,,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,$,2012,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"16,046,000",00,00,,56,,,,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,$,2007,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"6,345,000",00,00,,56,,,,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,$,2002,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"17,189,000",00,00,,56,,,,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,$,1997,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (111),11.9,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,,STATE,,00000000,ALL CLASSES,"305,640,000",00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (111),10.3,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"244,639,000",00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (111),10.1,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,,STATE,,00000000,ALL CLASSES,"347,411,000",00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (111),,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"172,142,000",00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (111),,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"112,251,000",00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (1111),16.3,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,,STATE,,00000000,ALL CLASSES,"126,452,000",00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (1111),8.4,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"75,847,000",00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (1111),10.6,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,,STATE,,00000000,ALL CLASSES,"112,383,000",00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (1111),,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"39,662,000",00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (1111),,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,                 (D),00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11111),(D),CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,,STATE,,00000000,ALL CLASSES,                 (D),00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11112),(D),CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,,STATE,,00000000,ALL CLASSES,                 (D),00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11112),2.5,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"353,000",00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11112),(D),CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,,STATE,,00000000,ALL CLASSES,                 (D),00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11112),,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,                 (D),00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11113),(D),CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,,STATE,,00000000,ALL CLASSES,                 (D),00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11113),45.8,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"8,758,000",00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11113),(D),CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,,STATE,,00000000,ALL CLASSES,                 (D),00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11113),,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"1,956,000",00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11113),,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,                 (D),00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11114),21.6,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,,STATE,,00000000,ALL CLASSES,"11,339,000",00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11114),13.3,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"8,561,000",00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11114),10.4,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,,STATE,,00000000,ALL CLASSES,"13,988,000",00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11114),,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"10,185,000",00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11114),,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"5,969,000",00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11115),26.3,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,,STATE,,00000000,ALL CLASSES,"46,792,000",00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11115),18.0,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"11,880,000",00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11115),12.0,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,,STATE,,00000000,ALL CLASSES,"30,082,000",00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11115),,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"9,251,000",00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11115),,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"8,941,000",00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11119),16.3,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,,STATE,,00000000,ALL CLASSES,"64,592,000",00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11119),14.1,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"46,295,000",00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11119),9.9,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,,STATE,,00000000,ALL CLASSES,"54,773,000",00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11119),,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"18,270,000",00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11119),,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"4,770,000",00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (1112),2.0,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,,STATE,,00000000,ALL CLASSES,"7,566,000",00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (1112),(D),CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,                 (D),00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (1112),62.0,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,,STATE,,00000000,ALL CLASSES,"2,270,000",00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (1112),,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"4,278,000",00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (1112),,CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,                 (D),00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002,,UNITED STATES,,WYOMING,56,WY,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (111211),(D),CROP TOTALS,9000,WYOMING,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,,STATE,,00000000,ALL CLASSES,                 (D),00,00,,56,,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,,UNITED STATES,,WYOMING,56,WY,YEAR
