source_desc,country_code,commodity_desc,zip_5,country_name,domain_desc,state_ansi,watershed_code,county_ansi,county_code,state_fips_code,congr_district_code,reference_period_desc,agg_level_desc,statisticcat_desc,week_ending,state_name,unit_desc,CV (%),year,location_desc,short_desc,asd_desc,util_practice_desc,state_alpha,freq_desc,class_desc,begin_code,county_name,prodn_practice_desc,sector_desc,load_time,Value,watershed_desc,domaincat_desc,region_desc,end_code,group_desc,asd_code
CENSUS,9000,CROP TOTALS,,UNITED STATES,IRRIGATION STATUS,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,,2002,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"291,201,000",,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,IRRIGATION STATUS,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,,1997,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"239,982,000",,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,IRRIGATION STATUS,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,12.1,2022,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,"3,135,378,000",,IRRIGATION STATUS: (NONE ON OPERATION),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,IRRIGATION STATUS,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,4.6,2017,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,"2,378,750,000",,IRRIGATION STATUS: (NONE ON OPERATION),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,IRRIGATION STATUS,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,2.3,2012,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,"2,740,672,000",,IRRIGATION STATUS: (NONE ON OPERATION),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,IRRIGATION STATUS,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,,2007,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"1,352,010,000",,IRRIGATION STATUS: (NONE ON OPERATION),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,IRRIGATION STATUS,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,,2002,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"1,034,334,000",,IRRIGATION STATUS: (NONE ON OPERATION),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,IRRIGATION STATUS,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,,1997,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"1,734,540,000",,IRRIGATION STATUS: (NONE ON OPERATION),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,10.4,2022,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,"4,360,587,000",,NAICS CLASSIFICATION: (111),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,3.4,2017,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,"3,440,789,000",,NAICS CLASSIFICATION: (111),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,2.7,2012,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,"3,939,320,000",,NAICS CLASSIFICATION: (111),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,,2007,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"2,391,837,000",,NAICS CLASSIFICATION: (111),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,,2002,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"1,862,192,000",,NAICS CLASSIFICATION: (111),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,10.9,2022,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,"1,436,689,000",,NAICS CLASSIFICATION: (1111),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,4.8,2017,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,"836,097,000",,NAICS CLASSIFICATION: (1111),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,2.2,2012,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,"1,298,865,000",,NAICS CLASSIFICATION: (1111),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,,2007,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"473,766,000",,NAICS CLASSIFICATION: (1111),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,,2002,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"213,346,000",,NAICS CLASSIFICATION: (1111),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,9.4,2022,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,"389,750,000",,NAICS CLASSIFICATION: (11111),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,13.3,2017,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,"231,695,000",,NAICS CLASSIFICATION: (11111),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,6.3,2012,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,"265,194,000",,NAICS CLASSIFICATION: (11111),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,,2007,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"50,728,000",,NAICS CLASSIFICATION: (11111),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,,2002,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"55,722,000",,NAICS CLASSIFICATION: (11111),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,(L),2022,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,"3,000",,NAICS CLASSIFICATION: (11112),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,(D),2017,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,                 (D),,NAICS CLASSIFICATION: (11112),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,,2007,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,                 (D),,NAICS CLASSIFICATION: (11112),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,,2002,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,                 (D),,NAICS CLASSIFICATION: (11112),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,(D),2017,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,                 (D),,NAICS CLASSIFICATION: (11113),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,,2002,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,                 (D),,NAICS CLASSIFICATION: (11113),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,(D),2022,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,                 (D),,NAICS CLASSIFICATION: (11114),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,52.9,2017,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,"1,106,000",,NAICS CLASSIFICATION: (11114),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,17.8,2012,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,"5,098,000",,NAICS CLASSIFICATION: (11114),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,,2007,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,                 (D),,NAICS CLASSIFICATION: (11114),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,,2002,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,                 (D),,NAICS CLASSIFICATION: (11114),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,11.5,2022,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,"409,916,000",,NAICS CLASSIFICATION: (11115),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,7.3,2017,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,"240,755,000",,NAICS CLASSIFICATION: (11115),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,2.6,2012,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,"321,858,000",,NAICS CLASSIFICATION: (11115),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,,2007,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"189,484,000",,NAICS CLASSIFICATION: (11115),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,,2002,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"83,237,000",,NAICS CLASSIFICATION: (11115),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,(D),2022,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,                 (D),,NAICS CLASSIFICATION: (11116),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,17.0,2022,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,"627,924,000",,NAICS CLASSIFICATION: (11119),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,4.7,2017,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,"362,535,000",,NAICS CLASSIFICATION: (11119),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,1.6,2012,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,"706,715,000",,NAICS CLASSIFICATION: (11119),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,,2007,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"230,053,000",,NAICS CLASSIFICATION: (11119),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,,2002,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"68,466,000",,NAICS CLASSIFICATION: (11119),,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,,UNITED STATES,NAICS CLASSIFICATION,37,00000000,,,37,,YEAR,STATE,SALES,,NORTH CAROLINA,$,23.6,2022,NORTH CAROLINA,"CROP TOTALS - SALES, MEASURED IN $",,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,"650,628,000",,NAICS CLASSIFICATION: (1112),,00,CROP TOTALS,
