statisticcat_desc,short_desc,source_desc,group_desc,domaincat_desc,commodity_desc,CV (%),country_code,state_name,prodn_practice_desc,asd_desc,sector_desc,load_time,zip_5,agg_level_desc,watershed_desc,watershed_code,class_desc,Value,end_code,begin_code,county_code,week_ending,state_ansi,county_name,congr_district_code,freq_desc,domain_desc,util_practice_desc,region_desc,unit_desc,year,asd_code,country_name,county_ansi,location_desc,state_alpha,state_fips_code,reference_period_desc
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,8.6,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,,STATE,,00000000,ALL CLASSES,"4,629,263,000",00,00,,,55,,,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,$,2022,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,4.5,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"2,831,071,000",00,00,,,55,,,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,$,2017,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,1.2,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,,STATE,,00000000,ALL CLASSES,"3,295,987,000",00,00,,,55,,,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,$,2012,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"1,714,971,000",00,00,,,55,,,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,$,2007,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"1,018,495,000",00,00,,,55,,,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,$,2002,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"1,113,137,000",00,00,,,55,,,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,$,1997,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (111),CROP TOTALS,9.0,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,,STATE,,00000000,ALL CLASSES,"5,323,371,000",00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (111),CROP TOTALS,3.9,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"3,243,115,000",00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (111),CROP TOTALS,0.9,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,,STATE,,00000000,ALL CLASSES,"3,759,611,000",00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (111),CROP TOTALS,,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"2,218,068,000",00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (111),CROP TOTALS,,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"1,413,641,000",00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (1111),CROP TOTALS,9.8,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,,STATE,,00000000,ALL CLASSES,"3,739,531,000",00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (1111),CROP TOTALS,5.1,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"2,097,364,000",00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (1111),CROP TOTALS,1.1,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,,STATE,,00000000,ALL CLASSES,"2,656,140,000",00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (1111),CROP TOTALS,,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"1,242,052,000",00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (1111),CROP TOTALS,,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"647,928,000",00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11111),CROP TOTALS,17.7,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,,STATE,,00000000,ALL CLASSES,"266,698,000",00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11111),CROP TOTALS,13.5,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"276,198,000",00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11111),CROP TOTALS,2.3,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,,STATE,,00000000,ALL CLASSES,"166,698,000",00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11111),CROP TOTALS,,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"49,488,000",00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11111),CROP TOTALS,,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"121,905,000",00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11112),CROP TOTALS,(D),9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,,STATE,,00000000,ALL CLASSES,                 (D),00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11112),CROP TOTALS,(D),9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,                 (D),00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11112),CROP TOTALS,(D),9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,,STATE,,00000000,ALL CLASSES,                 (D),00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11112),CROP TOTALS,,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,                 (D),00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11112),CROP TOTALS,,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,                 (D),00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11113),CROP TOTALS,(D),9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,                 (D),00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11113),CROP TOTALS,(D),9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,,STATE,,00000000,ALL CLASSES,                 (D),00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11113),CROP TOTALS,,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,                 (D),00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11113),CROP TOTALS,,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,                 (D),00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11114),CROP TOTALS,47.0,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,,STATE,,00000000,ALL CLASSES,"8,835,000",00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11114),CROP TOTALS,(D),9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,                 (D),00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11114),CROP TOTALS,(D),9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,,STATE,,00000000,ALL CLASSES,                 (D),00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11114),CROP TOTALS,,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,                 (D),00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11114),CROP TOTALS,,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,                 (D),00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11115),CROP TOTALS,14.2,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,,STATE,,00000000,ALL CLASSES,"2,709,714,000",00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11115),CROP TOTALS,5.3,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"1,300,834,000",00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11115),CROP TOTALS,1.0,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,,STATE,,00000000,ALL CLASSES,"1,903,262,000",00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11115),CROP TOTALS,,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"908,535,000",00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11115),CROP TOTALS,,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"488,792,000",00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11116),CROP TOTALS,(D),9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,,STATE,,00000000,ALL CLASSES,                 (D),00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11119),CROP TOTALS,9.2,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,,STATE,,00000000,ALL CLASSES,"754,244,000",00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11119),CROP TOTALS,3.7,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"515,978,000",00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11119),CROP TOTALS,2.7,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,,STATE,,00000000,ALL CLASSES,"577,245,000",00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11119),CROP TOTALS,,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"270,518,000",00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007,,UNITED STATES,,WISCONSIN,WI,55,YEAR
SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NAICS CLASSIFICATION: (11119),CROP TOTALS,,9000,WISCONSIN,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,,STATE,,00000000,ALL CLASSES,"32,481,000",00,00,,,55,,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002,,UNITED STATES,,WISCONSIN,WI,55,YEAR
