county_name,begin_code,county_code,week_ending,state_ansi,Value,end_code,county_ansi,state_alpha,state_fips_code,reference_period_desc,location_desc,country_name,asd_code,region_desc,unit_desc,year,congr_district_code,freq_desc,domain_desc,util_practice_desc,domaincat_desc,commodity_desc,CV (%),group_desc,source_desc,statisticcat_desc,short_desc,agg_level_desc,watershed_desc,class_desc,watershed_code,zip_5,prodn_practice_desc,asd_desc,sector_desc,load_time,country_code,state_name
,00,,,23,"26,142,000",00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2002,,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,MAINE
,00,,,23,"21,483,000",00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,1997,,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,MAINE
,00,,,23,"226,754,000",00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2022,,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,4.8,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,9000,MAINE
,00,,,23,"170,223,000",00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2017,,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,16.5,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,9000,MAINE
,00,,,23,"199,672,000",00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2012,,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,11.2,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,9000,MAINE
,00,,,23,"151,653,000",00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2007,,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,MAINE
,00,,,23,"122,944,000",00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2002,,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,MAINE
,00,,,23,"123,167,000",00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,1997,,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,MAINE
,00,,,23,"563,177,000",00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2022,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (111),CROP TOTALS,4.6,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,9000,MAINE
,00,,,23,"399,073,000",00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2017,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (111),CROP TOTALS,8.8,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,9000,MAINE
,00,,,23,"458,674,000",00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2012,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (111),CROP TOTALS,6.6,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,9000,MAINE
,00,,,23,"322,592,000",00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2007,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (111),CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,MAINE
,00,,,23,"219,685,000",00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2002,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (111),CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,MAINE
,00,,,23,"4,389,000",00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2022,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (1111),CROP TOTALS,7.9,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,9000,MAINE
,00,,,23,"5,862,000",00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2017,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (1111),CROP TOTALS,9.4,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,9000,MAINE
,00,,,23,"4,140,000",00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2012,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (1111),CROP TOTALS,32.6,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,9000,MAINE
,00,,,23,                 (D),00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2007,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (1111),CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,MAINE
,00,,,23,"1,184,000",00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2002,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (1111),CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,MAINE
,00,,,23,                 (D),00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2012,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (11111),CROP TOTALS,(D),CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,9000,MAINE
,00,,,23,                 (D),00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2007,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (11111),CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,MAINE
,00,,,23,                 (D),00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2002,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (11111),CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,MAINE
,00,,,23,                 (D),00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2022,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (11113),CROP TOTALS,(D),CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,9000,MAINE
,00,,,23,                 (D),00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2017,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (11113),CROP TOTALS,(D),CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,9000,MAINE
,00,,,23,                 (D),00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2012,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (11113),CROP TOTALS,(D),CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,9000,MAINE
,00,,,23,"93,000",00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2007,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (11113),CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,MAINE
,00,,,23,                 (D),00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2002,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (11113),CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,MAINE
,00,,,23,                 (D),00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2022,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (11114),CROP TOTALS,(D),CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,9000,MAINE
,00,,,23,"7,000",00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2017,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (11114),CROP TOTALS,(H),CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,9000,MAINE
,00,,,23,                 (D),00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2012,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (11114),CROP TOTALS,(D),CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,9000,MAINE
,00,,,23,                 (D),00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2007,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (11114),CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,MAINE
,00,,,23,                 (D),00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2002,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (11114),CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,MAINE
,00,,,23,                 (D),00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2022,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (11115),CROP TOTALS,(D),CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,9000,MAINE
,00,,,23,                 (D),00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2017,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (11115),CROP TOTALS,(D),CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,9000,MAINE
,00,,,23,                 (D),00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2012,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (11115),CROP TOTALS,(D),CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,9000,MAINE
,00,,,23,                 (D),00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2007,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (11115),CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,MAINE
,00,,,23,"990,000",00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2002,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (11115),CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,MAINE
,00,,,23,                 (D),00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2022,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (11119),CROP TOTALS,(D),CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,9000,MAINE
,00,,,23,                 (D),00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2017,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (11119),CROP TOTALS,(D),CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,9000,MAINE
,00,,,23,                 (D),00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2012,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (11119),CROP TOTALS,(D),CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,9000,MAINE
,00,,,23,                 (D),00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2007,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (11119),CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,MAINE
,00,,,23,                 (D),00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2002,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (11119),CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,MAINE
,00,,,23,"336,613,000",00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2022,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (1112),CROP TOTALS,4.7,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,9000,MAINE
,00,,,23,"231,086,000",00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2017,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (1112),CROP TOTALS,15.3,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,9000,MAINE
,00,,,23,"220,621,000",00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2012,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (1112),CROP TOTALS,5.0,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,9000,MAINE
,00,,,23,"162,806,000",00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2007,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (1112),CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,MAINE
,00,,,23,"131,754,000",00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2002,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (1112),CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,MAINE
,00,,,23,"265,313,000",00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2022,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (111211),CROP TOTALS,4.5,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2024-07-02 12:00:00.000,9000,MAINE
,00,,,23,"176,366,000",00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2017,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (111211),CROP TOTALS,19.8,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 00:00:00.000,9000,MAINE
,00,,,23,"178,804,000",00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2012,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (111211),CROP TOTALS,5.9,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-12-31 00:00:00.000,9000,MAINE
,00,,,23,                 (D),00,,ME,23,YEAR,MAINE,UNITED STATES,,,$,2007,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION: (111211),CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",STATE,,ALL CLASSES,00000000,,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,MAINE
