load_time,sector_desc,prodn_practice_desc,asd_desc,state_name,country_code,class_desc,watershed_code,watershed_desc,agg_level_desc,zip_5,source_desc,short_desc,statisticcat_desc,CV (%),commodity_desc,domaincat_desc,group_desc,year,unit_desc,region_desc,util_practice_desc,domain_desc,freq_desc,congr_district_code,state_alpha,state_fips_code,location_desc,reference_period_desc,county_ansi,country_name,asd_code,end_code,Value,county_name,week_ending,state_ansi,county_code,begin_code
2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),CROP TOTALS,2002,$,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"49,248,000",,,19,,00
2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),CROP TOTALS,1997,$,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"42,887,000",,,19,,00
2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,2.5,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,2022,$,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"22,329,251,000",,,19,,00
2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,2.1,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,2017,$,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"13,176,236,000",,,19,,00
2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,4.8,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,2012,$,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"16,799,890,000",,,19,,00
2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,2007,$,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"9,961,314,000",,,19,,00
2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,2002,$,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"5,837,529,000",,,19,,00
2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS,1997,$,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"6,194,088,000",,,19,,00
2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,4.4,CROP TOTALS,NAICS CLASSIFICATION: (111),CROP TOTALS,2022,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"21,139,274,000",,,19,,00
2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,2.6,CROP TOTALS,NAICS CLASSIFICATION: (111),CROP TOTALS,2017,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"11,949,086,000",,,19,,00
2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,3.7,CROP TOTALS,NAICS CLASSIFICATION: (111),CROP TOTALS,2012,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"15,572,379,000",,,19,,00
2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (111),CROP TOTALS,2007,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"9,027,587,000",,,19,,00
2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (111),CROP TOTALS,2002,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"5,238,633,000",,,19,,00
2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,4.5,CROP TOTALS,NAICS CLASSIFICATION: (1111),CROP TOTALS,2022,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"20,821,113,000",,,19,,00
2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,2.7,CROP TOTALS,NAICS CLASSIFICATION: (1111),CROP TOTALS,2017,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"11,719,206,000",,,19,,00
2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,3.8,CROP TOTALS,NAICS CLASSIFICATION: (1111),CROP TOTALS,2012,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"15,397,506,000",,,19,,00
2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (1111),CROP TOTALS,2007,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"8,855,861,000",,,19,,00
2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (1111),CROP TOTALS,2002,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"5,061,392,000",,,19,,00
2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,8.5,CROP TOTALS,NAICS CLASSIFICATION: (11111),CROP TOTALS,2022,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"1,094,786,000",,,19,,00
2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,(D),CROP TOTALS,NAICS CLASSIFICATION: (11111),CROP TOTALS,2017,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,                 (D),,,19,,00
2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,2.2,CROP TOTALS,NAICS CLASSIFICATION: (11111),CROP TOTALS,2012,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"861,011,000",,,19,,00
2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (11111),CROP TOTALS,2007,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"534,039,000",,,19,,00
2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (11111),CROP TOTALS,2002,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"610,281,000",,,19,,00
2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,(D),CROP TOTALS,NAICS CLASSIFICATION: (11113),CROP TOTALS,2017,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,                 (D),,,19,,00
2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (11113),CROP TOTALS,2002,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"406,000",,,19,,00
2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,14.1,CROP TOTALS,NAICS CLASSIFICATION: (11114),CROP TOTALS,2022,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"662,000",,,19,,00
2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,(D),CROP TOTALS,NAICS CLASSIFICATION: (11114),CROP TOTALS,2017,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,                 (D),,,19,,00
2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,24.0,CROP TOTALS,NAICS CLASSIFICATION: (11114),CROP TOTALS,2012,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"425,000",,,19,,00
2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (11114),CROP TOTALS,2007,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"387,000",,,19,,00
2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (11114),CROP TOTALS,2002,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"663,000",,,19,,00
2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,5.3,CROP TOTALS,NAICS CLASSIFICATION: (11115),CROP TOTALS,2022,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"17,894,710,000",,,19,,00
2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,2.7,CROP TOTALS,NAICS CLASSIFICATION: (11115),CROP TOTALS,2017,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"8,773,473,000",,,19,,00
2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,7.3,CROP TOTALS,NAICS CLASSIFICATION: (11115),CROP TOTALS,2012,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"12,651,558,000",,,19,,00
2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (11115),CROP TOTALS,2007,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"7,143,872,000",,,19,,00
2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (11115),CROP TOTALS,2002,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"4,405,162,000",,,19,,00
2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,3.4,CROP TOTALS,NAICS CLASSIFICATION: (11119),CROP TOTALS,2022,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"1,830,955,000",,,19,,00
2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,4.5,CROP TOTALS,NAICS CLASSIFICATION: (11119),CROP TOTALS,2017,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"1,825,728,000",,,19,,00
2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,18.5,CROP TOTALS,NAICS CLASSIFICATION: (11119),CROP TOTALS,2012,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"1,884,513,000",,,19,,00
2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (11119),CROP TOTALS,2007,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"1,177,564,000",,,19,,00
2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (11119),CROP TOTALS,2002,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"44,880,000",,,19,,00
2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,10.1,CROP TOTALS,NAICS CLASSIFICATION: (1112),CROP TOTALS,2022,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"14,318,000",,,19,,00
2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,10.6,CROP TOTALS,NAICS CLASSIFICATION: (1112),CROP TOTALS,2017,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"15,393,000",,,19,,00
2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,5.5,CROP TOTALS,NAICS CLASSIFICATION: (1112),CROP TOTALS,2012,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"13,392,000",,,19,,00
2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (1112),CROP TOTALS,2007,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"11,072,000",,,19,,00
2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (1112),CROP TOTALS,2002,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"15,809,000",,,19,,00
2024-07-02 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,(D),CROP TOTALS,NAICS CLASSIFICATION: (111211),CROP TOTALS,2022,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,                 (D),,,19,,00
2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,5.3,CROP TOTALS,NAICS CLASSIFICATION: (111211),CROP TOTALS,2017,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"96,000",,,19,,00
2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,(H),CROP TOTALS,NAICS CLASSIFICATION: (111211),CROP TOTALS,2012,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,"24,000",,,19,,00
2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IOWA,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,,CROP TOTALS,NAICS CLASSIFICATION: (111211),CROP TOTALS,2007,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,IA,19,IOWA,YEAR,,UNITED STATES,,00,                 (D),,,19,,00
