class_desc,begin_code,freq_desc,state_alpha,asd_desc,util_practice_desc,location_desc,short_desc,CV (%),year,asd_code,group_desc,end_code,region_desc,domaincat_desc,watershed_desc,Value,load_time,prodn_practice_desc,sector_desc,county_name,state_ansi,domain_desc,country_name,zip_5,commodity_desc,country_code,source_desc,unit_desc,state_name,week_ending,statisticcat_desc,agg_level_desc,reference_period_desc,congr_district_code,state_fips_code,county_code,county_ansi,watershed_code
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",,2002,,CROP TOTALS,00,,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),,"155,880,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,IRRIGATION STATUS,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",,1997,,CROP TOTALS,00,,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),,"122,239,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,IRRIGATION STATUS,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",5.6,2022,,CROP TOTALS,00,,IRRIGATION STATUS: (NONE ON OPERATION),,"1,779,864,000",2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,IRRIGATION STATUS,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",4.1,2017,,CROP TOTALS,00,,IRRIGATION STATUS: (NONE ON OPERATION),,"1,317,265,000",2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,IRRIGATION STATUS,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",3.9,2012,,CROP TOTALS,00,,IRRIGATION STATUS: (NONE ON OPERATION),,"1,248,067,000",2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,IRRIGATION STATUS,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",,2007,,CROP TOTALS,00,,IRRIGATION STATUS: (NONE ON OPERATION),,"664,724,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,IRRIGATION STATUS,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",,2002,,CROP TOTALS,00,,IRRIGATION STATUS: (NONE ON OPERATION),,"707,233,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,IRRIGATION STATUS,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",,1997,,CROP TOTALS,00,,IRRIGATION STATUS: (NONE ON OPERATION),,"904,333,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,IRRIGATION STATUS,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",4.7,2022,,CROP TOTALS,00,,NAICS CLASSIFICATION: (111),,"2,910,959,000",2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",3.9,2017,,CROP TOTALS,00,,NAICS CLASSIFICATION: (111),,"2,085,304,000",2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",4.9,2012,,CROP TOTALS,00,,NAICS CLASSIFICATION: (111),,"2,035,297,000",2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",,2007,,CROP TOTALS,00,,NAICS CLASSIFICATION: (111),,"1,105,631,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",,2002,,CROP TOTALS,00,,NAICS CLASSIFICATION: (111),,"1,026,321,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",5.4,2022,,CROP TOTALS,00,,NAICS CLASSIFICATION: (1111),,"1,852,981,000",2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",6.1,2017,,CROP TOTALS,00,,NAICS CLASSIFICATION: (1111),,"1,278,083,000",2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",1.5,2012,,CROP TOTALS,00,,NAICS CLASSIFICATION: (1111),,"1,344,839,000",2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",,2007,,CROP TOTALS,00,,NAICS CLASSIFICATION: (1111),,"480,178,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",,2002,,CROP TOTALS,00,,NAICS CLASSIFICATION: (1111),,"310,144,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",8.3,2022,,CROP TOTALS,00,,NAICS CLASSIFICATION: (11111),,"712,507,000",2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",6.9,2017,,CROP TOTALS,00,,NAICS CLASSIFICATION: (11111),,"600,342,000",2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",6.6,2012,,CROP TOTALS,00,,NAICS CLASSIFICATION: (11111),,"380,234,000",2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",,2007,,CROP TOTALS,00,,NAICS CLASSIFICATION: (11111),,"57,797,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",,2002,,CROP TOTALS,00,,NAICS CLASSIFICATION: (11111),,"133,276,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",(D),2012,,CROP TOTALS,00,,NAICS CLASSIFICATION: (11112),,                 (D),2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",24.6,2022,,CROP TOTALS,00,,NAICS CLASSIFICATION: (11114),,"9,427,000",2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",48.0,2017,,CROP TOTALS,00,,NAICS CLASSIFICATION: (11114),,"1,230,000",2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",(D),2012,,CROP TOTALS,00,,NAICS CLASSIFICATION: (11114),,                 (D),2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",,2007,,CROP TOTALS,00,,NAICS CLASSIFICATION: (11114),,                 (D),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",,2002,,CROP TOTALS,00,,NAICS CLASSIFICATION: (11114),,"1,703,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",9.9,2022,,CROP TOTALS,00,,NAICS CLASSIFICATION: (11115),,"245,649,000",2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",20.3,2017,,CROP TOTALS,00,,NAICS CLASSIFICATION: (11115),,"195,369,000",2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",11.2,2012,,CROP TOTALS,00,,NAICS CLASSIFICATION: (11115),,"301,088,000",2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",,2007,,CROP TOTALS,00,,NAICS CLASSIFICATION: (11115),,"240,268,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",,2002,,CROP TOTALS,00,,NAICS CLASSIFICATION: (11115),,"116,311,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",(D),2012,,CROP TOTALS,00,,NAICS CLASSIFICATION: (11116),,                 (D),2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",,2007,,CROP TOTALS,00,,NAICS CLASSIFICATION: (11116),,                 (D),2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",7.5,2022,,CROP TOTALS,00,,NAICS CLASSIFICATION: (11119),,"885,398,000",2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",10.2,2017,,CROP TOTALS,00,,NAICS CLASSIFICATION: (11119),,"481,143,000",2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",1.9,2012,,CROP TOTALS,00,,NAICS CLASSIFICATION: (11119),,"657,250,000",2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",,2007,,CROP TOTALS,00,,NAICS CLASSIFICATION: (11119),,"180,056,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",,2002,,CROP TOTALS,00,,NAICS CLASSIFICATION: (11119),,"58,854,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",15.1,2022,,CROP TOTALS,00,,NAICS CLASSIFICATION: (1112),,"174,520,000",2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",15.6,2017,,CROP TOTALS,00,,NAICS CLASSIFICATION: (1112),,"92,380,000",2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",5.1,2012,,CROP TOTALS,00,,NAICS CLASSIFICATION: (1112),,"77,453,000",2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",,2007,,CROP TOTALS,00,,NAICS CLASSIFICATION: (1112),,"70,051,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",,2002,,CROP TOTALS,00,,NAICS CLASSIFICATION: (1112),,"64,787,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",47.8,2022,,CROP TOTALS,00,,NAICS CLASSIFICATION: (111211),,"915,000",2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,TENNESSEE,"CROP TOTALS - SALES, MEASURED IN $",(D),2017,,CROP TOTALS,00,,NAICS CLASSIFICATION: (111211),,                 (D),2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,NAICS CLASSIFICATION,UNITED STATES,,CROP TOTALS,9000,CENSUS,$,TENNESSEE,,SALES,STATE,YEAR,,47,,,00000000
