asd_code,country_name,county_ansi,state_fips_code,state_alpha,reference_period_desc,location_desc,congr_district_code,freq_desc,domain_desc,util_practice_desc,region_desc,unit_desc,year,begin_code,county_code,state_ansi,week_ending,county_name,Value,end_code,zip_5,agg_level_desc,watershed_desc,class_desc,watershed_code,country_code,state_name,asd_desc,prodn_practice_desc,sector_desc,load_time,group_desc,domaincat_desc,CV (%),commodity_desc,statisticcat_desc,short_desc,source_desc
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,$,2002,00,,45,,,"222,473,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,$,1997,00,,45,,,"157,000,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,$,2022,00,,45,,,"577,299,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),7.9,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,$,2017,00,,45,,,"423,622,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),11.4,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,$,2012,00,,45,,,"643,031,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),3.7,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,$,2007,00,,45,,,"302,201,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,$,2002,00,,45,,,"249,991,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,IRRIGATION STATUS,ALL UTILIZATION PRACTICES,,$,1997,00,,45,,,"520,986,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,00,,45,,,"1,539,531,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (111),11.5,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,00,,45,,,"1,035,611,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (111),10.1,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,00,,45,,,"1,229,712,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (111),3.5,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007,00,,45,,,"757,403,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (111),,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002,00,,45,,,"576,670,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (111),,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,00,,45,,,"478,101,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (1111),11.6,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,00,,45,,,"264,808,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (1111),21.0,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,00,,45,,,"405,109,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (1111),8.1,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007,00,,45,,,"177,020,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (1111),,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002,00,,45,,,"53,197,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (1111),,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,00,,45,,,                 (D),00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (11111),(D),CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,00,,45,,,"52,321,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (11111),19.6,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,00,,45,,,"43,637,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (11111),7.2,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007,00,,45,,,"17,962,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (11111),,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002,00,,45,,,"11,884,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (11111),,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,00,,45,,,                 (D),00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (11112),(D),CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,00,,45,,,                 (D),00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (11112),(D),CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007,00,,45,,,                 (D),00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (11112),,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,00,,45,,,                 (D),00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (11113),(D),CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002,00,,45,,,"7,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (11113),,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,00,,45,,,                 (D),00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (11114),(D),CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,00,,45,,,                 (D),00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (11114),(D),CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,00,,45,,,                 (D),00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (11114),(D),CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007,00,,45,,,                 (D),00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (11114),,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002,00,,45,,,"3,716,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (11114),,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,00,,45,,,"181,189,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (11115),7.9,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,00,,45,,,"99,894,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (11115),47.7,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,00,,45,,,"133,232,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (11115),11.6,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007,00,,45,,,"90,476,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (11115),,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002,00,,45,,,"17,575,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (11115),,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,00,,45,,,                 (D),00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (11116),(D),CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,00,,45,,,                 (D),00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (11116),(D),CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,00,,45,,,"215,184,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (11119),12.9,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2017,00,,45,,,"111,193,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (11119),12.9,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2012,00,,45,,,"222,672,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (11119),13.5,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2007,00,,45,,,"67,860,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (11119),,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2002,00,,45,,,"20,014,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (11119),,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
,UNITED STATES,,45,SC,YEAR,SOUTH CAROLINA,,ANNUAL,NAICS CLASSIFICATION,ALL UTILIZATION PRACTICES,,$,2022,00,,45,,,"210,275,000",00,,STATE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,CROP TOTALS,NAICS CLASSIFICATION: (1112),4.2,CROP TOTALS,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS
