commodity_desc,class_desc,util_practice_desc,statisticcat_desc,domain_desc,zip_5,congr_district_code,load_time,reference_period_desc,country_code,end_code,state_name,asd_desc,week_ending,location_desc,watershed_desc,country_name,sector_desc,freq_desc,watershed_code,prodn_practice_desc,domaincat_desc,county_code,state_alpha,state_fips_code,agg_level_desc,region_desc,unit_desc,county_ansi,short_desc,state_ansi,county_name,source_desc,begin_code,group_desc,CV (%),asd_code,year,Value
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2018-02-01 00:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,"IRRIGATED, ENTIRE CROP",NOT SPECIFIED,,IA,19,STATE,,BU / ACRE,,"CORN, GRAIN, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE",19,,CENSUS,00,FIELD CROPS,0.7,,2017,202.1
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-12-31 00:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,"IRRIGATED, ENTIRE CROP",NOT SPECIFIED,,IA,19,STATE,,BU / ACRE,,"CORN, GRAIN, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE",19,,CENSUS,00,FIELD CROPS,7.4,,2012,153.4
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,"IRRIGATED, ENTIRE CROP",NOT SPECIFIED,,IA,19,STATE,,BU / ACRE,,"CORN, GRAIN, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE",19,,CENSUS,00,FIELD CROPS,,,2007,114
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,"IRRIGATED, ENTIRE CROP",NOT SPECIFIED,,IA,19,STATE,,BU / ACRE,,"CORN, GRAIN, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE",19,,CENSUS,00,FIELD CROPS,,,2002,135.8
CORN,ALL CLASSES,SILAGE,YIELD,TOTAL,,,2024-07-02 12:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,"IRRIGATED, ENTIRE CROP",NOT SPECIFIED,,IA,19,STATE,,TONS / ACRE,,"CORN, SILAGE, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN TONS / ACRE",19,,CENSUS,00,FIELD CROPS,4.8,,2022,20.8
CORN,ALL CLASSES,SILAGE,YIELD,TOTAL,,,2018-02-01 00:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,"IRRIGATED, ENTIRE CROP",NOT SPECIFIED,,IA,19,STATE,,TONS / ACRE,,"CORN, SILAGE, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN TONS / ACRE",19,,CENSUS,00,FIELD CROPS,14.7,,2017,23.6
CORN,ALL CLASSES,SILAGE,YIELD,TOTAL,,,2012-12-31 00:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,"IRRIGATED, ENTIRE CROP",NOT SPECIFIED,,IA,19,STATE,,TONS / ACRE,,"CORN, SILAGE, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN TONS / ACRE",19,,CENSUS,00,FIELD CROPS,(D),,2012,                 (D)
CORN,ALL CLASSES,SILAGE,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,"IRRIGATED, ENTIRE CROP",NOT SPECIFIED,,IA,19,STATE,,TONS / ACRE,,"CORN, SILAGE, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN TONS / ACRE",19,,CENSUS,00,FIELD CROPS,,,2007,                 (D)
CORN,ALL CLASSES,SILAGE,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,"IRRIGATED, ENTIRE CROP",NOT SPECIFIED,,IA,19,STATE,,TONS / ACRE,,"CORN, SILAGE, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN TONS / ACRE",19,,CENSUS,00,FIELD CROPS,,,2002,                 (D)
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2024-07-02 12:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,"IRRIGATED, NONE OF CROP",NOT SPECIFIED,,IA,19,STATE,,BU / ACRE,,"CORN, GRAIN, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE",19,,CENSUS,00,FIELD CROPS,0.6,,2022,199.2
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2018-02-01 00:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,"IRRIGATED, NONE OF CROP",NOT SPECIFIED,,IA,19,STATE,,BU / ACRE,,"CORN, GRAIN, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE",19,,CENSUS,00,FIELD CROPS,0.4,,2017,199.3
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-12-31 00:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,"IRRIGATED, NONE OF CROP",NOT SPECIFIED,,IA,19,STATE,,BU / ACRE,,"CORN, GRAIN, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE",19,,CENSUS,00,FIELD CROPS,4.0,,2012,133.9
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,"IRRIGATED, NONE OF CROP",NOT SPECIFIED,,IA,19,STATE,,BU / ACRE,,"CORN, GRAIN, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE",19,,CENSUS,00,FIELD CROPS,,,2007,166
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,"IRRIGATED, NONE OF CROP",NOT SPECIFIED,,IA,19,STATE,,BU / ACRE,,"CORN, GRAIN, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE",19,,CENSUS,00,FIELD CROPS,,,2002,157.7
CORN,ALL CLASSES,SILAGE,YIELD,TOTAL,,,2024-07-02 12:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,"IRRIGATED, NONE OF CROP",NOT SPECIFIED,,IA,19,STATE,,TONS / ACRE,,"CORN, SILAGE, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN TONS / ACRE",19,,CENSUS,00,FIELD CROPS,1.7,,2022,20.3
CORN,ALL CLASSES,SILAGE,YIELD,TOTAL,,,2018-02-01 00:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,"IRRIGATED, NONE OF CROP",NOT SPECIFIED,,IA,19,STATE,,TONS / ACRE,,"CORN, SILAGE, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN TONS / ACRE",19,,CENSUS,00,FIELD CROPS,1.2,,2017,19.8
CORN,ALL CLASSES,SILAGE,YIELD,TOTAL,,,2012-12-31 00:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,"IRRIGATED, NONE OF CROP",NOT SPECIFIED,,IA,19,STATE,,TONS / ACRE,,"CORN, SILAGE, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN TONS / ACRE",19,,CENSUS,00,FIELD CROPS,2.8,,2012,14.3
CORN,ALL CLASSES,SILAGE,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,"IRRIGATED, NONE OF CROP",NOT SPECIFIED,,IA,19,STATE,,TONS / ACRE,,"CORN, SILAGE, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN TONS / ACRE",19,,CENSUS,00,FIELD CROPS,,,2007,18.8
CORN,ALL CLASSES,SILAGE,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,"IRRIGATED, NONE OF CROP",NOT SPECIFIED,,IA,19,STATE,,TONS / ACRE,,"CORN, SILAGE, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN TONS / ACRE",19,,CENSUS,00,FIELD CROPS,,,2002,19.1
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2024-07-02 12:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,"IRRIGATED, PART OF CROP",NOT SPECIFIED,,IA,19,STATE,,BU / ACRE,,"CORN, GRAIN, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE",19,,CENSUS,00,FIELD CROPS,1.6,,2022,188.7
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2018-02-01 00:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,"IRRIGATED, PART OF CROP",NOT SPECIFIED,,IA,19,STATE,,BU / ACRE,,"CORN, GRAIN, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE",19,,CENSUS,00,FIELD CROPS,0.8,,2017,197.9
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-12-31 00:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,"IRRIGATED, PART OF CROP",NOT SPECIFIED,,IA,19,STATE,,BU / ACRE,,"CORN, GRAIN, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE",19,,CENSUS,00,FIELD CROPS,3.0,,2012,131.8
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,"IRRIGATED, PART OF CROP",NOT SPECIFIED,,IA,19,STATE,,BU / ACRE,,"CORN, GRAIN, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE",19,,CENSUS,00,FIELD CROPS,,,2007,152.8
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,"IRRIGATED, PART OF CROP",NOT SPECIFIED,,IA,19,STATE,,BU / ACRE,,"CORN, GRAIN, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE",19,,CENSUS,00,FIELD CROPS,,,2002,143.4
CORN,ALL CLASSES,SILAGE,YIELD,TOTAL,,,2024-07-02 12:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,"IRRIGATED, PART OF CROP",NOT SPECIFIED,,IA,19,STATE,,TONS / ACRE,,"CORN, SILAGE, IRRIGATED, PART OF CROP - YIELD, MEASURED IN TONS / ACRE",19,,CENSUS,00,FIELD CROPS,7.0,,2022,21.4
CORN,ALL CLASSES,SILAGE,YIELD,TOTAL,,,2018-02-01 00:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,"IRRIGATED, PART OF CROP",NOT SPECIFIED,,IA,19,STATE,,TONS / ACRE,,"CORN, SILAGE, IRRIGATED, PART OF CROP - YIELD, MEASURED IN TONS / ACRE",19,,CENSUS,00,FIELD CROPS,5.7,,2017,23.6
CORN,ALL CLASSES,SILAGE,YIELD,TOTAL,,,2012-12-31 00:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,"IRRIGATED, PART OF CROP",NOT SPECIFIED,,IA,19,STATE,,TONS / ACRE,,"CORN, SILAGE, IRRIGATED, PART OF CROP - YIELD, MEASURED IN TONS / ACRE",19,,CENSUS,00,FIELD CROPS,(D),,2012,                 (D)
CORN,ALL CLASSES,SILAGE,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,"IRRIGATED, PART OF CROP",NOT SPECIFIED,,IA,19,STATE,,TONS / ACRE,,"CORN, SILAGE, IRRIGATED, PART OF CROP - YIELD, MEASURED IN TONS / ACRE",19,,CENSUS,00,FIELD CROPS,,,2007,                 (D)
CORN,ALL CLASSES,SILAGE,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,"IRRIGATED, PART OF CROP",NOT SPECIFIED,,IA,19,STATE,,TONS / ACRE,,"CORN, SILAGE, IRRIGATED, PART OF CROP - YIELD, MEASURED IN TONS / ACRE",19,,CENSUS,00,FIELD CROPS,,,2002,                 (D)
CORN,ALL CLASSES,GRAIN,YIELD,IRRIGATION STATUS,,,2012-12-31 00:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,NON-IRRIGATED,IRRIGATION STATUS: (ANY ON OPERATION),,IA,19,STATE,,BU / ACRE,,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",19,,CENSUS,00,FIELD CROPS,,,2013,171
CORN,ALL CLASSES,SILAGE,YIELD,IRRIGATION STATUS,,,2012-12-31 00:00:00.000,YEAR,9000,00,IOWA,,,IOWA,,UNITED STATES,CROPS,ANNUAL,00000000,NON-IRRIGATED,IRRIGATION STATUS: (ANY ON OPERATION),,IA,19,STATE,,TONS / ACRE,,"CORN, SILAGE, NON-IRRIGATED - YIELD, MEASURED IN TONS / ACRE",19,,CENSUS,00,FIELD CROPS,,,2013,13
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2024-02-23 15:00:00.000,YEAR,9000,00,IOWA,NORTHWEST,,"IOWA, NORTHWEST",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,,IA,19,AGRICULTURAL DISTRICT,,BU / ACRE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,,SURVEY,00,FIELD CROPS,,10,2019,195.3
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2024-02-23 15:00:00.000,YEAR,9000,00,IOWA,NORTHWEST,,"IOWA, NORTHWEST",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,,IA,19,AGRICULTURAL DISTRICT,,BU / ACRE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,,SURVEY,00,FIELD CROPS,,10,2018,188.4
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2018-02-22 15:08:35.000,YEAR,9000,00,IOWA,NORTHWEST,,"IOWA, NORTHWEST",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,,IA,19,AGRICULTURAL DISTRICT,,BU / ACRE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,,SURVEY,00,FIELD CROPS,,10,2017,203.4
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2017-02-23 15:00:08.000,YEAR,9000,00,IOWA,NORTHWEST,,"IOWA, NORTHWEST",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,,IA,19,AGRICULTURAL DISTRICT,,BU / ACRE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,,SURVEY,00,FIELD CROPS,,10,2016,205.5
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2016-02-18 15:04:50.000,YEAR,9000,00,IOWA,NORTHWEST,,"IOWA, NORTHWEST",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,,IA,19,AGRICULTURAL DISTRICT,,BU / ACRE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,,SURVEY,00,FIELD CROPS,,10,2015,202.5
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2015-02-19 15:38:52.000,YEAR,9000,00,IOWA,NORTHWEST,,"IOWA, NORTHWEST",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,,IA,19,AGRICULTURAL DISTRICT,,BU / ACRE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,,SURVEY,00,FIELD CROPS,,10,2014,175.3
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2015-02-19 15:38:52.000,YEAR,9000,00,IOWA,NORTHWEST,,"IOWA, NORTHWEST",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,,IA,19,AGRICULTURAL DISTRICT,,BU / ACRE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,,SURVEY,00,FIELD CROPS,,10,2013,178.6
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2015-06-03 15:08:31.000,YEAR,9000,00,IOWA,NORTHWEST,,"IOWA, NORTHWEST",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,,IA,19,AGRICULTURAL DISTRICT,,BU / ACRE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,,SURVEY,00,FIELD CROPS,,10,2012,154.8
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2015-06-03 15:08:31.000,YEAR,9000,00,IOWA,NORTHWEST,,"IOWA, NORTHWEST",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,,IA,19,AGRICULTURAL DISTRICT,,BU / ACRE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,,SURVEY,00,FIELD CROPS,,10,2011,177.7
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2015-06-03 15:08:31.000,YEAR,9000,00,IOWA,NORTHWEST,,"IOWA, NORTHWEST",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,,IA,19,AGRICULTURAL DISTRICT,,BU / ACRE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,,SURVEY,00,FIELD CROPS,,10,2010,184.7
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2015-06-03 15:08:31.000,YEAR,9000,00,IOWA,NORTHWEST,,"IOWA, NORTHWEST",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,,IA,19,AGRICULTURAL DISTRICT,,BU / ACRE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,,SURVEY,00,FIELD CROPS,,10,2009,193.9
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2015-06-03 15:08:31.000,YEAR,9000,00,IOWA,NORTHWEST,,"IOWA, NORTHWEST",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,,IA,19,AGRICULTURAL DISTRICT,,BU / ACRE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,,SURVEY,00,FIELD CROPS,,10,2008,184
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHWEST,,"IOWA, NORTHWEST",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,,IA,19,AGRICULTURAL DISTRICT,,BU / ACRE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,,SURVEY,00,FIELD CROPS,,10,2007,164.2
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHWEST,,"IOWA, NORTHWEST",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,,IA,19,AGRICULTURAL DISTRICT,,BU / ACRE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,,SURVEY,00,FIELD CROPS,,10,2006,157.4
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHWEST,,"IOWA, NORTHWEST",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,,IA,19,AGRICULTURAL DISTRICT,,BU / ACRE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,,SURVEY,00,FIELD CROPS,,10,2005,182.6
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHWEST,,"IOWA, NORTHWEST",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,,IA,19,AGRICULTURAL DISTRICT,,BU / ACRE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,,SURVEY,00,FIELD CROPS,,10,2004,186.8
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHWEST,,"IOWA, NORTHWEST",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,,IA,19,AGRICULTURAL DISTRICT,,BU / ACRE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,,SURVEY,00,FIELD CROPS,,10,2003,163.4
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHWEST,,"IOWA, NORTHWEST",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,,IA,19,AGRICULTURAL DISTRICT,,BU / ACRE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,,SURVEY,00,FIELD CROPS,,10,2002,157.3
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHWEST,,"IOWA, NORTHWEST",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,,IA,19,AGRICULTURAL DISTRICT,,BU / ACRE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,,SURVEY,00,FIELD CROPS,,10,2001,143.4
